N	4gram	Potebnia_M_1	Problema
1	не что иное как	2	3
2	дело в том что	2	2
3	с такой точки зрения	1	1
4	но тем не менее	3	1
5	уже о том что	1	1
6	говоря уже о том	1	1
7	но это не так	1	1
8	бы то ни было	1	1
9	во что бы то	1	1
10	в том смысле что	1	1
11	бы то ни стало	1	1
12	с другой стороны он	1	1
13	или по крайней мере	1	1
14	что бы то ни	1	1
15	с этой точки зрения	1	1
16	и то и другое	1	1
17	еще и потому что	1	1
18	и в этом смысле	3	1
19	указывает на то что	1	1
20	с точки зрения истории	1	1
21	тем не менее в	1	1
22	в то же время	3	1
23	не говоря уже о	1	1
