N	3gram	Losev_Prob_5	Problemy
1	с точки зрения	8	8
2	в большинстве случаев	1	8
3	до сих пор	2	7
4	по отношению к	2	5
5	сам по себе	1	5
6	то же время	1	5
7	в то же	1	5
8	сама по себе	1	4
9	не может быть	2	4
10	в самом деле	1	4
11	и т д	1	4
12	можно было бы	1	3
13	к тому же	1	3
14	как мы увидим	1	3
15	с другой стороны	5	3
16	но в то	1	3
17	той или иной	1	3
18	никак не может	2	3
19	хотя и не	1	2
20	в настоящее время	3	2
21	в этом смысле	3	2
22	том что он	2	2
23	как раз и	1	2
24	таким образом как	1	2
25	друг на друга	1	2
26	в конце концов	6	2
27	то время как	3	2
28	тем не менее	5	2
29	в то время	3	2
30	но все же	2	2
31	на то что	2	2
32	о том как	1	1
33	бы ни были	1	1
34	а вовсе не	1	1
35	дело в том	2	1
36	образом как бы	1	1
37	здесь перед нами	1	1
38	связи с теми	1	1
39	и до сих	1	1
40	также и в	2	1
41	в том числе	2	1
42	так что в	1	1
43	каковы бы ни	1	1
44	по крайней мере	4	1
45	в таком случае	2	1
46	бы то ни	2	1
47	у него не	1	1
48	но и в	2	1
49	между тем как	1	1
50	том числе и	1	1
51	тому же и	1	1
52	здесь не в	1	1
53	и не в	2	1
54	у него нет	1	1
55	в драматическом диалоге	1	1
56	к другому и	1	1
57	не в его	1	1
58	то ни было	1	1
59	образом как и	1	1
60	с одной стороны	3	1
61	ничего общего не	1	1
62	в связи с	7	1
63	не входит в	1	1
64	до некоторой степени	4	1
65	так или иначе	1	1
66	смотрит и на	1	1
67	в нем не	1	1
68	все же не	3	1
69	во всяком случае	2	1
70	себе самом и	1	1
71	и в том	1	1
72	о том что	9	1
73	здесь таким образом	1	1
74	но тем не	1	1
75	так и в	1	1
76	на самом деле	1	1
77	и он сам	1	1
78	не имеет с	1	1
79	этой точки зрения	1	1
80	можно сказать что	3	1
81	после того как	3	1
82	в том что	8	1
83	общего не имеет	1	1
84	не приходит в	1	1
85	и для всякого	1	1
86	не менее в	1	1
