N	3gram	Bakhtin_fo_2	Myshleni
1	с точки зрения	8	21
2	для того чтобы	7	18
3	в этом случае	2	14
4	в том что	3	13
5	между словом и	1	8
6	по сравнению с	1	7
7	с самого начала	1	7
8	к тому что	1	6
9	то же самое	2	5
10	в данном случае	1	5
11	с одной стороны	1	5
12	этой точки зрения	1	4
13	с этой точки	1	4
14	вместе с тем	1	4
15	не может быть	1	4
16	о том что	1	4
17	до сих пор	2	3
18	в этом отношении	2	3
19	одно и то	1	3
20	и то же	1	3
21	можно сказать что	1	3
22	как и в	1	3
23	как мы видели	1	3
24	прежде всего в	2	2
25	на самом деле	1	2
26	том что он	1	2
27	в отличие от	1	2
28	в большинстве случаев	3	2
29	что в этом	2	2
30	то время как	1	2
31	в то время	1	2
32	не могут не	1	2
33	все больше и	1	2
34	и вместе с	1	2
35	том что они	1	2
36	что ему нужно	1	2
37	о которых мы	1	2
38	не до конца	1	2
39	в свою очередь	1	2
40	друг от друга	2	2
41	больше и больше	1	2
42	друг с другом	4	2
43	в себе в	1	2
44	себя как бы	1	1
45	а следовательно и	2	1
46	каждой из них	1	1
47	есть прежде всего	1	1
48	в том числе	3	1
49	также и в	1	1
50	так что в	1	1
51	в том же	4	1
52	со всеми ее	1	1
53	только в том	1	1
54	находится в состоянии	1	1
55	что он не	1	1
56	как мы увидим	1	1
57	друг на друга	2	1
58	же самое время	1	1
59	по аналогии с	1	1
60	и во всех	2	1
61	том числе и	2	1
62	как это делают	1	1
63	от друга и	1	1
64	точки зрения не	3	1
65	все же в	2	1
66	как мы уже	4	1
67	то что было	2	1
68	дело идет о	1	1
69	не только в	5	1
70	но при этом	1	1
71	и должно быть	2	1
72	и в этом	3	1
73	и никак не	1	1
74	во всех этих	3	1
75	до некоторой степени	1	1
76	с другой стороны	1	1
77	когда дело идет	1	1
78	мы уже говорили	3	1
79	вместо того чтобы	1	1
80	потому что они	2	1
81	что то же	1	1
82	это имеет место	1	1
83	это значит что	2	1
84	в его образе	1	1
85	той или иной	1	1
86	же в них	1	1
87	с другом и	1	1
88	все что ему	1	1
89	но все же	1	1
90	в то же	4	1
91	остановиться на одной	1	1
92	что и в	1	1
93	в конце концов	1	1
94	и вопрос о	1	1
