N	4gram	Losev_Dial_1	Problemy
1	в то же время	4	9
2	но в то же	1	5
3	и в этом отношении	1	2
4	и в этом смысле	2	2
5	и в то же	2	2
6	дело в том что	1	1
7	как более или менее	2	1
8	по себе не имеет	1	1
9	в конце концов не	1	1
10	и есть то что	1	1
11	так всегда и бывает	1	1
12	это было так то	1	1
13	можно было бы дать	1	1
14	лишь с точки зрения	1	1
15	в то время как	1	1
16	само по себе не	1	1
17	если бы это было	1	1
18	что же это за	1	1
19	он есть т е	1	1
20	а в том что	1	1
21	бы это было так	1	1
22	само по себе достаточно	1	1
