N	2gram	Bakhtin_Pr_3	Mirosoze
1	у достоевского	17	42
2	может быть	12	30
3	не только	4	29
4	и в	53	28
5	не может	2	28
6	но и	7	25
7	а не	11	25
8	он не	3	24
9	человеческой природы	1	20
10	в этом	8	20
11	не было	4	18
12	у него	1	17
13	не в	2	16
14	потому что	5	16
15	в ней	7	15
16	в своей	3	15
17	человека и	7	14
18	он был	1	14
19	никогда не	2	14
20	творчество достоевского	2	13
21	человека в	3	13
22	в нем	10	13
23	и он	1	12
24	и достоевский	1	12
25	и это	3	12
26	в самом	2	11
27	и не	15	11
28	свободы в	1	11
29	из подполья	5	10
30	в своем	1	10
31	в творчестве	8	10
32	человек не	1	10
33	было бы	5	10
34	достоевского и	6	10
35	бога и	2	10
36	что в	2	10
37	в мире	5	10
38	прежде всего	15	10
39	что он	4	10
40	и потому	5	10
41	и все	10	10
42	достоевского в	3	9
43	достоевский был	4	9
44	но он	2	9
45	и его	10	9
46	в его	8	9
47	к человеку	2	9
48	из самых	2	8
49	к достоевскому	1	8
50	в котором	1	8
51	но не	5	8
52	ивана карамазова	4	7
53	менее всего	2	7
54	но в	5	7
55	в себе	5	7
56	в конце	3	7
57	в самой	1	7
58	подпольного человека	1	7
59	нет ничего	2	7
60	и на	18	6
61	он сам	4	6
62	в которой	2	6
63	в этой	1	6
64	ведет к	1	6
65	достоевский не	1	6
66	все в	1	6
67	только в	4	6
68	вместе с	2	6
69	все это	8	6
70	человек и	2	6
71	в том	14	6
72	великом инквизиторе	1	5
73	нет и	1	5
74	в глубину	1	5
75	это не	6	5
76	как и	11	5
77	если нет	1	5
78	записок из	1	5
79	раскрывается в	1	5
80	то что	9	5
81	и человека	4	5
82	все творчество	2	5
83	мира и	2	5
84	для достоевского	3	5
85	это и	1	4
86	человека через	1	4
87	есть не	1	4
88	xix века	1	4
89	отношение к	6	4
90	за пределы	1	4
91	достоевского не	1	4
92	что достоевский	1	4
93	не к	1	4
94	не как	1	4
95	и по	3	4
96	он знал	2	4
97	должен был	1	4
98	в них	2	4
99	в этих	5	4
100	точки зрения	4	4
101	в их	2	4
102	человека но	1	4
103	к ней	1	4
104	человека он	1	4
105	мог бы	1	4
106	что и	3	4
107	один из	6	4
108	уже не	1	4
109	уже в	2	4
110	о великом	1	4
111	творчестве достоевского	5	4
112	а в	2	4
113	тем что	2	4
114	всю жизнь	1	4
115	с этой	1	4
116	которых он	1	4
117	от него	3	4
118	не знает	4	4
119	вряд ли	1	3
120	не была	1	3
121	не знают	2	3
122	и мира	1	3
123	с его	2	3
124	с этим	2	3
125	когда он	1	3
126	в братьях	2	3
127	вера в	1	3
128	и еще	1	3
129	на этом	1	3
130	и с	6	3
131	то есть	48	3
132	его в	2	3
133	в жизни	8	3
134	для них	1	3
135	мир в	1	3
136	достоевского было	1	3
137	достоевского но	1	3
138	том что	5	3
139	но если	1	3
140	ничего не	6	3
141	в момент	1	3
142	которая есть	1	3
143	в ее	3	3
144	особенно в	4	3
145	с собой	1	3
146	человека его	1	3
147	все его	2	3
148	это очень	4	3
149	конечно не	4	3
150	и их	2	3
151	так как	7	3
152	братьях карамазовых	2	3
153	что человек	1	3
154	человека а	1	3
155	себя и	2	3
156	людьми и	1	3
157	я хочу	1	3
158	о себе	2	3
159	ко всем	2	3
160	романов достоевского	1	3
161	хотя бы	2	3
162	в свете	1	3
163	есть и	2	3
164	одним из	3	2
165	также и	4	2
166	связана с	2	2
167	корней и	1	2
168	века в	4	2
169	достоевского мы	4	2
170	время как	1	2
171	литературы и	2	2
172	в преступлении	2	2
173	не все	1	2
174	по отношению	2	2
175	себе и	1	2
176	человеку и	1	2
177	относится к	1	2
178	в истории	3	2
179	как в	7	2
180	почувствовал что	1	2
181	героев достоевского	2	2
182	и к	5	2
183	по достоевскому	1	2
184	и у	7	2
185	он в	2	2
186	все эти	9	2
187	с их	2	2
188	тем он	1	2
189	только один	1	2
190	как он	2	2
191	он ни	1	2
192	с ней	3	2
193	них нет	1	2
194	в россии	1	2
195	людей и	1	2
196	прежде чем	2	2
197	я бы	1	2
198	через все	2	2
199	на протяжении	5	2
200	с самим	5	2
201	истории и	2	2
202	его был	1	2
203	был очень	1	2
204	достоевского как	1	2
205	романы достоевского	2	2
206	чем в	1	2
207	которую он	1	2
208	место в	2	2
209	оказывается что	1	2
210	мысли и	1	2
211	сих пор	5	2
212	идеи у	1	2
213	на земле	14	2
214	в то	5	2
215	в основе	5	2
216	карамазова и	1	2
217	по своей	9	2
218	его понимания	1	2
219	личности в	1	2
220	могут быть	4	2
221	всего в	1	2
222	как для	1	2
223	мысли о	2	2
224	него как	1	2
225	и от	3	2
226	и что	1	2
227	рассудка и	1	2
228	что ведь	1	2
229	живет в	2	2
230	по сравнению	4	2
231	разного рода	1	2
232	с ним	2	2
233	о нем	1	2
234	о том	2	2
235	и во	4	2
236	человека из	1	2
237	и она	1	2
238	мы видим	2	2
239	к перерождению	1	2
240	жизни и	9	2
241	человека с	1	2
242	очень существенное	1	2
243	так называемый	1	2
244	ведь это	1	2
245	отношению к	1	2
246	как будто	2	2
247	даже и	2	2
248	для того	1	2
249	до сих	5	2
250	мы еще	3	2
251	и самый	5	2
252	связано с	1	2
253	достоевского с	3	2
254	человеческой жизни	3	2
255	его как	1	2
256	о чем	1	2
257	он и	1	2
258	мир но	1	2
259	человека к	3	2
260	по своему	6	2
261	в той	2	2
262	человека то	1	2
263	как бы	14	2
264	истину и	2	2
265	в бесах	2	2
266	его творчество	2	2
267	в начале	2	2
268	в более	4	2
269	и для	4	2
270	не существует	1	2
271	и человек	1	2
272	его творчества	6	2
273	была связана	1	2
274	нет бога	2	2
275	я хотел	1	2
276	с достоевским	1	2
277	конце концов	1	2
278	жизни в	3	2
