N	3gram	Bakhtin_Pr_2	Marksizm
1	с точки зрения	8	20
2	не может быть	4	13
3	в самом деле	4	9
4	и не может	4	9
5	до сих пор	7	8
6	бы то ни	1	8
7	то ни было	1	8
8	в связи с	1	7
9	в настоящее время	2	6
10	в отличие от	4	5
11	как мы знаем	1	5
12	до настоящего времени	1	5
13	с другой стороны	3	5
14	в отношении к	2	4
15	вполне понятно что	1	3
16	то же самое	1	3
17	на этот вопрос	2	3
18	может быть и	2	3
19	в конце концов	2	3
20	каких бы то	1	3
21	то же время	5	3
22	но все же	2	3
23	можно сказать что	1	3
24	в большинстве случаев	8	3
25	в то же	5	3
26	в том что	1	3
27	же как и	1	2
28	но при этом	2	2
29	в том числе	1	2
30	с установкой на	1	2
31	таким образом между	1	2
32	как и все	4	2
33	в таком случае	1	2
34	сама по себе	4	2
35	является одним из	1	2
36	том числе и	1	2
37	можно было бы	3	2
38	как если бы	2	2
39	в узком смысле	2	2
40	но в то	3	2
41	во всяком случае	1	2
42	смысле этого слова	1	2
43	к одному знаменателю	2	2
44	мы не найдем	1	2
45	по отношению к	5	2
46	между этими двумя	1	2
47	в этом смысле	2	2
48	тем не менее	2	2
49	в пределах одного	9	2
50	но кроме того	1	1
51	как он их	1	1
52	системы языка в	1	1
53	тот же самый	1	1
54	а следовательно и	1	1
55	в той форме	1	1
56	он сам и	1	1
57	прежде всего как	1	1
58	не может до	1	1
59	может до конца	1	1
60	прежде всего в	1	1
61	большей или меньшей	1	1
62	переходим к характеристике	1	1
63	есть прежде всего	1	1
64	том что он	2	1
65	а между тем	1	1
66	пор совершенно не	2	1
67	той форме в	1	1
68	оно должно быть	2	1
69	от него не	1	1
70	как мы сказали	2	1
71	хотя бы и	1	1
72	сами по себе	1	1
73	мы переходим к	2	1
74	отчетливую границу между	1	1
75	приводит к полному	1	1
76	но и в	1	1
77	в себе и	1	1
78	не менее чем	1	1
79	это вовсе не	2	1
80	но и эта	1	1
81	рано или поздно	1	1
82	что он находится	1	1
83	так сказать в	1	1
84	этого он не	1	1
85	что было бы	1	1
86	так или иначе	1	1
87	в двух разных	1	1
88	в значительной степени	1	1
89	мы увидим дальше	1	1
90	и ту же	1	1
91	они еще не	1	1
92	дело идет о	1	1
93	связей с другими	1	1
94	ее при этом	1	1
95	с одной стороны	1	1
96	и в большинстве	2	1
97	ничего общего не	1	1
98	таким образом как	2	1
99	точки зрения и	1	1
100	отражает в себе	1	1
101	в большей или	1	1
102	все же не	1	1
103	сих пор совершенно	2	1
104	не должна быть	1	1
105	по себе лишена	1	1
106	в следующей главе	1	1
107	как мы увидим	3	1
108	и та же	2	1
109	одна и та	2	1
110	слово в то	1	1
111	может быть объектом	1	1
112	вместо того чтобы	1	1
113	данной социальной группы	1	1
114	сих пор не	1	1
115	более или менее	3	1
116	только может быть	1	1
117	совершается в пределах	1	1
118	точки зрения этого	1	1
119	в данной социальной	1	1
120	так и в	1	1
121	его жизни и	1	1
122	само по себе	1	1
123	в точном смысле	1	1
124	провести отчетливую границу	1	1
125	вовсе не как	1	1
126	и не хочет	1	1
127	и он сам	1	1
128	этой точки зрения	1	1
129	другой стороны и	2	1
130	точки зрения содержания	1	1
131	не только не	1	1
132	за другом и	1	1
133	не могло в	1	1
134	не только может	1	1
135	не может стать	1	1
136	в конкретном случае	1	1
137	как мы видим	1	1
138	друг от друга	2	1
139	в другом случае	1	1
140	как мы уже	1	1
141	сказать что вся	1	1
142	таким образом и	1	1
143	части нашей работы	1	1
144	друг за другом	1	1
145	на самом деле	1	1
146	друг с другом	4	1
147	и в нем	1	1
148	в пределах замкнутого	1	1
149	одну и ту	1	1
150	и до настоящего	1	1
151	в своей душе	1	1
152	конечно далеко не	1	1
153	как мы говорили	1	1
154	той или иной	3	1
155	и в другом	1	1
