N	2gram	Berdyaev_M_1	Istorich
1	и в	28	25
2	вместе с	6	22
3	что он	10	22
4	и т	1	20
5	может быть	30	17
6	т е	2	16
7	мы имеем	1	14
8	не только	29	13
9	но и	25	13
10	в его	9	12
11	так как	3	11
12	уже не	4	11
13	и не	11	11
14	в этом	20	10
15	тем что	4	10
16	все же	2	10
17	и его	9	9
18	его в	3	9
19	еще не	1	8
20	и на	6	8
21	все эти	2	8
22	что в	10	8
23	и что	2	8
24	мы видим	2	8
25	с тем	9	8
26	том что	3	8
27	в нем	13	7
28	как и	5	7
29	во время	1	7
30	потому что	16	7
31	о том	2	7
32	то что	5	7
33	только в	6	7
34	но это	1	7
35	в иной	3	7
36	в частности	1	7
37	как в	2	6
38	иной мир	4	6
39	это не	5	6
40	не может	28	6
41	в этих	4	6
42	не в	16	6
43	и он	12	6
44	что и	4	6
45	себя в	3	6
46	прежде всего	10	6
47	на небо	1	6
48	могут быть	2	6
49	в том	6	6
50	и действительно	1	5
51	мы не	1	5
52	в ней	15	5
53	но не	8	5
54	с этим	3	5
55	входит в	2	5
56	живет в	2	5
57	в образе	1	5
58	мы увидим	3	5
59	него и	2	5
60	связано с	2	5
61	так же	1	5
62	в него	3	5
63	в иное	2	5
64	для нас	3	5
65	и это	12	4
66	мы уже	1	4
67	в ее	3	4
68	от этого	2	4
69	в истории	2	4
70	его на	1	4
71	в которой	6	4
72	он не	24	4
73	не как	4	4
74	в преисподнюю	1	4
75	не менее	1	4
76	все еще	1	4
77	в пределах	1	4
78	наряду с	1	4
79	с ним	2	4
80	а именно	1	4
81	же можно	2	4
82	если не	1	4
83	все это	6	4
84	из себя	1	4
85	также что	1	3
86	в которых	4	3
87	его не	3	3
88	ему в	1	3
89	то это	1	3
90	если в	1	3
91	и как	2	3
92	его к	1	3
93	этот случай	2	3
94	в греции	1	3
95	в этой	6	3
96	только один	2	3
97	на этом	3	3
98	человека в	13	3
99	в ином	2	3
100	в то	2	3
101	в русской	1	3
102	как человек	1	3
103	для того	2	3
104	того чтобы	2	3
105	на том	3	3
106	никогда не	14	3
107	и с	3	3
108	о нем	2	3
109	к нему	7	3
110	в другой	1	3
111	и др	1	3
112	никто не	2	3
113	он живет	2	3
114	и из	1	3
115	но оно	1	3
116	и все	10	3
117	и она	2	3
118	в европе	1	3
119	над ним	1	3
120	мы опять	1	3
121	в более	2	3
122	но когда	1	3
123	в свете	3	3
124	а в	4	3
125	в свою	2	3
126	они не	1	3
127	ту же	1	2
128	самом деле	1	2
129	тех же	1	2
130	когда человек	3	2
131	одним из	2	2
132	а как	2	2
133	вопрос о	2	2
134	человека и	14	2
135	есть царство	1	2
136	во всех	1	2
137	по отношению	2	2
138	когда он	3	2
139	уже в	4	2
140	после этого	1	2
141	из него	1	2
142	и по	4	2
143	о чем	2	2
144	это было	1	2
145	и мы	2	2
146	свою противоположность	2	2
147	в это	1	2
148	он же	1	2
149	которой он	1	2
150	точки зрения	4	2
151	в своей	15	2
152	можно найти	1	2
153	прийти к	2	2
154	оказывается что	2	2
155	но он	9	2
156	а на	1	2
157	она не	4	2
158	когда они	1	2
159	не потому	1	2
160	должен быть	2	2
161	эта вера	1	2
162	так в	1	2
163	роль в	1	2
164	и сам	1	2
165	особенно в	3	2
166	об этом	1	2
167	еще в	2	2
168	если бы	2	2
169	ничего не	3	2
170	означает что	1	2
171	находится в	1	2
172	все его	3	2
173	от них	1	2
174	того что	7	2
175	значит что	4	2
176	бросается в	1	2
177	на которой	1	2
178	ли он	1	2
179	во всем	1	2
180	так что	1	2
181	его и	1	2
182	ином мире	1	2
