N	2gram	Savitsky_E_1	Myshleni
1	в том	11	33
2	том что	6	27
3	в развитии	2	26
4	точки зрения	23	26
5	то что	6	20
6	в этом	12	19
7	с точки	17	18
8	того что	7	17
9	не только	18	15
10	и в	37	15
11	таким образом	2	14
12	что в	21	14
13	того чтобы	6	12
14	в самом	4	11
15	в процессе	4	11
16	мы не	4	10
17	было бы	8	10
18	для того	6	10
19	но и	14	10
20	мы можем	3	10
21	в своем	14	9
22	о том	3	9
23	связи с	1	9
24	может быть	6	9
25	что мы	1	9
26	не может	9	9
27	не является	3	9
28	с но	1	8
29	заключается в	2	8
30	не в	5	8
31	никогда не	3	8
32	казалось бы	1	8
33	так и	10	8
34	если бы	2	8
35	и что	2	8
36	на основе	2	7
37	он не	2	7
38	по себе	4	7
39	к тому	8	7
40	тот же	1	7
41	с одной	8	7
42	потому что	3	7
43	мы знаем	1	7
44	одной стороны	8	7
45	как бы	6	7
46	и не	14	7
47	во всяком	3	7
48	как известно	1	6
49	с таким	1	6
50	по отношению	1	6
51	в этой	2	6
52	в истории	2	6
53	мы должны	2	6
54	и к	3	6
55	что это	2	6
56	на то	6	6
57	к выводу	1	6
58	как и	7	6
59	мы видели	3	6
60	всяком случае	3	6
61	в отношении	32	6
62	что эта	1	6
63	как мы	5	6
64	но в	14	6
65	по своей	2	6
66	по этому	1	6
67	если мы	1	6
68	мы находим	1	6
69	вовсе не	6	6
70	с другой	7	6
71	к которому	1	6
72	на этот	2	6
73	там где	3	6
74	в частности	5	6
75	вместе с	2	6
76	как это	4	6
77	в связи	1	6
78	сказать что	4	6
79	то же	15	5
80	вопрос о	4	5
81	видели что	1	5
82	последнее время	1	5
83	уже в	1	5
84	что с	1	5
85	тогда когда	2	5
86	во всей	2	5
87	ту мысль	1	5
88	можно было	3	5
89	и даже	6	5
90	связь между	1	5
91	этот вопрос	2	5
92	и их	1	5
93	представление о	2	5
94	сравнению с	2	5
95	все что	1	5
96	по сравнению	2	5
97	связана с	1	4
98	с в	2	4
99	из того	2	4
100	хотя бы	15	4
101	что его	1	4
102	с его	1	4
103	независимо от	4	4
104	как в	3	4
105	все же	1	4
106	могли бы	1	4
107	в последнее	1	4
108	что все	2	4
109	в них	3	4
110	к которым	5	4
111	несмотря на	4	4
112	в эту	2	4
113	в своей	8	4
114	признать что	1	4
115	значение для	1	4
116	даже в	4	4
117	не имеет	4	4
118	и его	1	4
119	с и	10	4
120	что оно	1	4
121	в совершенно	1	4
122	и с	2	4
123	на вопрос	1	4
124	мы видим	2	4
125	так как	7	4
126	только в	9	4
127	который в	1	4
128	в качестве	14	4
129	для всех	1	4
130	в начале	1	4
131	при помощи	2	4
132	потребность в	3	4
133	интересующей нас	1	4
134	прежде всего	9	4
135	так же	9	4
136	для нас	4	4
137	а в	2	4
138	идет о	3	3
139	и до	1	3
140	и ее	1	3
141	он сам	2	3
142	мы будем	1	3
143	точка зрения	2	3
144	в общем	3	3
145	очевидно что	3	3
146	с этим	2	3
147	что как	1	3
148	смысле этого	1	3
149	когда он	3	3
150	бы и	3	3
151	он в	1	3
152	все эти	1	3
153	но на	3	3
154	при этом	1	3
155	состоит в	1	3
156	и по	5	3
157	об этом	1	3
158	те же	1	3
159	лишь в	1	3
160	с другими	2	3
161	о которых	1	3
162	в которых	3	3
163	при рассмотрении	1	3
164	для этого	1	3
165	фактора в	1	3
166	в самой	1	3
167	этом отношении	3	3
168	в основе	1	3
169	числе и	1	3
170	с мы	2	3
171	что при	1	3
172	для себя	1	3
173	и это	1	3
174	данном случае	2	3
175	которое мы	1	3
176	и сам	1	3
177	с собой	1	3
178	с ним	1	3
179	к установлению	1	3
180	и только	3	3
181	тем более	4	3
182	значение в	1	3
183	одной из	5	3
184	но не	5	3
185	из них	3	3
186	для него	1	3
187	отличие от	1	3
188	во власти	2	3
189	со стороны	5	3
190	в отличие	1	3
191	что для	1	3
192	а не	2	3
193	в данном	3	3
194	этого слова	1	3
195	он на	1	3
196	или в	2	3
197	в результате	3	3
198	и все	2	3
199	бы с	1	3
200	того же	3	3
201	чем это	1	3
202	к этой	1	3
203	не можем	2	3
204	тем самым	5	3
205	том числе	1	3
206	ту же	1	2
207	речь идет	1	2
208	также и	7	2
209	же как	5	2
210	или к	1	2
211	в котором	2	2
212	той же	1	2
213	из всех	3	2
214	что между	1	2
215	что если	2	2
216	которую мы	5	2
217	есть нечто	1	2
218	говорить о	1	2
219	в их	11	2
220	столь же	5	2
221	во всех	6	2
222	только тогда	1	2
223	друг от	2	2
224	за пределы	1	2
225	которые не	1	2
226	отнюдь не	9	2
227	в течение	5	2
228	наряду с	2	2
229	стороны и	6	2
230	ней в	1	2
231	относятся к	2	2
232	в полном	1	2
233	целый ряд	2	2
234	и как	2	2
235	его к	1	2
236	более или	1	2
237	увидим что	1	2
238	есть ли	2	2
239	от этого	5	2
240	представляет собой	3	2
241	в известном	3	2
242	само по	4	2
243	с их	1	2
244	в себе	9	2
245	своем развитии	1	2
246	в силу	2	2
247	и более	2	2
248	друг с	3	2
249	не станем	1	2
250	сейчас в	1	2
251	и мы	3	2
252	этом смысле	3	2
253	свести к	1	2
254	в ином	1	2
255	с такой	1	2
256	должно быть	1	2
257	иначе говоря	2	2
258	или менее	1	2
259	в этих	2	2
260	не обнаруживают	1	2
261	но если	5	2
262	том же	1	2
263	в такой	1	2
264	быть может	1	2
265	тому чтобы	2	2
266	и вообще	1	2
267	нас к	2	2
268	имеет свое	1	2
269	этого же	1	2
270	и другое	1	2
271	для всего	1	2
272	вопрос не	2	2
273	на язык	2	2
274	больше чем	1	2
275	иными словами	4	2
276	к ней	4	2
277	во всем	1	2
278	и теперь	2	2
279	следует что	1	2
280	уже и	3	2
281	что на	2	2
282	с другом	3	2
283	не могут	2	2
284	могут быть	2	2
