N	3gram	Losev_Prob_5	FransuaR
1	в том числе	2	10
2	том числе и	1	7
3	в том что	8	6
4	той или иной	1	5
5	до сих пор	2	4
6	то есть в	1	4
7	это уже не	2	3
8	с точки зрения	8	3
9	в этом отношении	1	3
10	в новое время	3	3
11	дело в том	2	2
12	на самом деле	1	2
13	как раз и	1	2
14	не входит в	1	2
15	но и в	2	2
16	дошедших до нас	1	2
17	в значительной мере	2	2
18	и в частности	3	2
19	в это время	2	2
20	с одной стороны	3	2
21	xvii и xviii	1	2
22	то есть только	1	2
23	и в том	1	2
24	вовсе не в	1	2
25	так и в	1	2
26	но все же	2	2
27	в большинстве случаев	1	2
28	можно сказать что	3	1
29	потому что он	2	1
30	и в которой	1	1
31	вовсе и не	1	1
32	чуть ли не	1	1
33	по отношению к	2	1
34	все основные мотивы	1	1
35	и до сих	1	1
36	в самом деле	1	1
37	в настоящее время	3	1
38	том что он	2	1
39	так и его	1	1
40	еще и до	1	1
41	свое значение и	1	1
42	но для нас	1	1
43	жизни в ее	1	1
44	и он не	1	1
45	с ним в	1	1
46	на людей как	1	1
47	на первом плане	3	1
48	для нас в	2	1
49	может быть только	3	1
50	то есть на	1	1
51	то или иное	1	1
52	как раз в	1	1
53	и в значительной	1	1
54	не чем иным	2	1
55	он вовсе не	1	1
56	тех или иных	2	1
57	не потому что	1	1
58	но в то	1	1
59	бы ни были	1	1
60	новое время это	1	1
61	может быть никакой	1	1
62	вместе со своим	1	1
63	бури и натиска	2	1
64	смотрит и на	1	1
65	в связи с	7	1
66	во всяком случае	2	1
67	мира и человека	1	1
68	с другой стороны	5	1
69	но не только	1	1
70	не может быть	2	1
71	дана здесь в	1	1
72	он смотрит и	1	1
73	в других местах	1	1
74	числе и в	1	1
75	бросается в глаза	1	1
76	то же время	1	1
77	чем иным как	2	1
78	то есть из	1	1
79	одной стороны он	1	1
80	имея в виду	1	1
81	и превращается в	1	1
82	для того чтобы	2	1
83	в то же	1	1
84	можно найти и	3	1
85	но это не	1	1
86	мы встречаемся с	1	1
87	не только в	1	1
88	того чтобы освободиться	1	1
89	он видит в	2	1
90	к тому же	1	1
91	но еще и	1	1
92	то есть с	1	1
