N	3gram	Propp_Russ_2	Istorich
1	и т д	5	24
2	так же как	4	12
3	в этих случаях	3	7
4	д к зеленин	3	5
5	же как и	2	4
6	с другой стороны	1	4
7	не может быть	3	4
8	приводит нас к	2	4
9	что иное как	2	3
10	в этом случае	6	3
11	можно предположить что	3	3
12	т е в	5	3
13	в данном случае	6	3
14	в некоторых случаях	1	3
15	мы видели что	4	3
16	это приводит нас	1	3
17	на то что	1	3
18	не что иное	2	3
19	как мы видели	1	3
20	о том что	4	2
21	что в некоторых	1	2
22	то же происходит	1	2
23	выше мы видели	1	2
24	смысле этого слова	1	2
25	в тех случаях	1	2
26	с того что	1	2
27	в точности соответствует	1	2
28	о чем речь	1	2
29	тех случаях когда	1	2
30	после того как	2	2
31	тем не менее	2	2
32	богиня лесов и	1	1
33	потому что он	1	1
34	мы здесь имеем	1	1
35	когда мы рассмотрим	2	1
36	что на поле	1	1
37	но так как	1	1
38	живя в лесу	1	1
39	основана на некотором	1	1
40	на поле и	1	1
41	он показывает что	1	1
42	подобно тому как	3	1
43	в дом где	1	1
44	их силу и	1	1
45	имелись и в	1	1
46	если верно что	1	1
47	афанасьев в своих	1	1
48	как раз наоборот	1	1
49	таким образом к	1	1
50	но и в	1	1
51	как мы увидим	1	1
52	тому как в	2	1
53	одна из них	1	1
54	они представляют собой	2	1
55	одновременно и в	1	1
56	ничего не говорится	1	1
57	можно наблюдать что	1	1
58	может быть только	2	1
59	здесь еще не	1	1
60	мы проследили в	1	1
61	и в других	4	1
62	может быть и	1	1
63	мы и здесь	1	1
64	а он в	1	1
65	в египетской религии	1	1
66	чем речь будет	1	1
67	в этой связи	1	1
68	о том как	1	1
69	видели что в	1	1
70	то время как	1	1
71	т д с	1	1
72	здесь мы имеем	1	1
73	главным образом на	1	1
74	во всех этих	1	1
75	не только как	1	1
76	ниже когда мы	1	1
77	указать еще на	1	1
78	но вместе с	2	1
79	мы уже знаем	1	1
80	то что по	1	1
81	что здесь имеется	1	1
82	можно найти в	1	1
83	т е как	1	1
84	вместе с тем	4	1
85	о чем говорилось	1	1
86	это не совсем	1	1
87	в человеческом облике	1	1
88	между собой и	1	1
89	мы не можем	2	1
90	в то время	2	1
91	том что они	1	1
92	это и есть	1	1
93	в избу к	1	1
94	можно показать что	1	1
95	в связь с	1	1
96	которые будут рассмотрены	1	1
97	на эту связь	1	1
98	есть та же	1	1
99	можно сказать что	1	1
100	и по своим	1	1
101	тем более что	1	1
102	будут рассмотрены ниже	1	1
103	за тридевять земель	1	1
104	рассмотрение их не	1	1
105	в исторической перспективе	1	1
106	нам право на	2	1
107	из леса и	2	1
108	это показывает что	3	1
109	в сказке как	1	1
110	всех этих случаях	1	1
111	поле и в	1	1
112	как и в	1	1
113	может рассматриваться как	1	1
114	материале д к	1	1
115	из леса в	1	1
116	только тогда когда	3	1
117	отсюда видно что	1	1
