N	3gram	Propp_Isto_4	Komedia
1	в то время	1	5
2	с другой стороны	4	5
3	то время как	1	4
4	и т д	24	4
5	после того как	2	3
6	о том что	2	3
7	то же самое	2	2
8	но и в	1	2
9	и тем что	1	2
10	до сих пор	5	2
11	т е в	3	2
12	как и в	1	2
13	видеть в нем	1	2
14	на то что	3	2
15	что иное как	3	1
16	между небом и	1	1
17	отсюда видно что	1	1
18	высказывает предположение что	1	1
19	подобно тому как	1	1
20	он может быть	1	1
21	в том числе	1	1
22	мы и здесь	1	1
23	же как и	4	1
24	и не только	1	1
25	же в этих	1	1
26	небом и землей	1	1
27	в зависимости от	1	1
28	вместе с тем	1	1
29	как будто бы	1	1
30	независимо от того	1	1
31	одна из них	1	1
32	он не мог	1	1
33	так же как	12	1
34	в данном случае	3	1
35	не только в	2	1
36	именно в этой	1	1
37	смысле этого слова	2	1
38	в одном случае	3	1
39	и и толстой	2	1
40	что и во	1	1
41	том что они	1	1
42	из них не	1	1
43	а в другом	1	1
44	не мог бы	1	1
45	в тех случаях	2	1
46	что он не	1	1
47	одного из них	1	1
48	некоторый свет на	1	1
49	но он не	1	1
50	до нашей эры	1	1
51	что у него	1	1
52	не что иное	3	1
53	к нему с	1	1
54	в его распоряжение	1	1
55	тех случаях когда	2	1
56	в другом случае	2	1
57	в большинстве случаев	1	1
58	к тому что	1	1
59	тем не менее	2	1
60	как мы видели	3	1
61	мы уже знаем	1	1
62	дошли до нас	1	1
63	так как он	2	1
