N	3gram	Berdyaev_M_2	FransuaR
1	с точки зрения	1	5
2	на протяжении всего	1	5
3	но и в	1	4
4	до сих пор	3	4
5	не может быть	8	4
6	в этом отношении	1	3
7	в xix веке	1	3
8	о том что	2	3
9	в своей книге	1	2
10	в себе и	1	2
11	мы еще вернемся	2	2
12	он видит в	1	2
13	в значительной степени	1	2
14	по сравнению с	1	2
15	подобно тому как	2	2
16	она и есть	1	1
17	в прошлое и	1	1
18	потому что в	1	1
19	как и прежде	1	1
20	это означает что	2	1
21	не проникает в	1	1
22	по отношению к	2	1
23	также и в	2	1
24	в средство для	1	1
25	то я не	1	1
26	и та же	2	1
27	на что не	1	1
28	но он не	1	1
29	еще вернемся в	1	1
30	самый характер его	1	1
31	не был так	1	1
32	и той же	2	1
33	еще вернемся к	1	1
34	его отношения к	1	1
35	прежде всего как	1	1
36	в конце концов	1	1
37	она никогда не	3	1
38	роль в жизни	1	1
39	ни на что	1	1
40	одна и та	2	1
41	может быть названо	1	1
42	в нем есть	6	1
43	во всех своих	1	1
44	но также и	1	1
45	на самом деле	1	1
46	человеческой природой и	1	1
47	на то что	1	1
48	после того как	2	1
49	над человеческой природой	1	1
50	одной и той	2	1
51	перед тем что	1	1
52	для того чтобы	4	1
53	во всех его	1	1
54	в том что	2	1
55	как и в	2	1
56	жизни в эпоху	1	1
57	только тогда когда	1	1
