N	2gram	Losev_Vesc_1	FransuaR
1	и в	21	49
2	прежде всего	9	19
3	в его	2	18
4	не только	36	17
5	и его	2	17
6	в этом	4	15
7	и не	29	15
8	только в	14	13
9	но и	18	13
10	как и	8	11
11	как бы	12	11
12	в этой	3	10
13	вовсе не	10	10
14	в нем	2	9
15	для него	4	9
16	все это	5	9
17	в сущности	4	8
18	отношение к	1	8
19	то же	6	7
20	все же	4	7
21	все эти	3	7
22	таким образом	8	7
23	как мы	4	7
24	один из	3	7
25	не может	17	7
26	жизни и	2	7
27	мы уже	3	6
28	именно в	1	6
29	во всех	2	6
30	в истории	1	6
31	так и	3	6
32	и с	8	6
33	времени и	1	6
34	точки зрения	5	6
35	но он	2	6
36	в то	3	6
37	в себя	13	6
38	то что	27	6
39	так как	7	6
40	сказать что	17	6
41	с точки	3	5
42	с его	1	5
43	из этих	1	5
44	но не	5	5
45	в своем	6	5
46	выражение в	3	5
47	при этом	1	5
48	в своей	5	5
49	никогда не	2	5
50	тот же	3	5
51	уже в	1	5
52	может быть	16	5
53	в особенности	1	5
54	относится к	5	5
55	и потому	5	5
56	и к	1	4
57	но в	5	4
58	в себе	14	4
59	в жизни	3	4
60	в этих	1	4
61	страха и	1	4
62	и более	1	4
63	с ним	8	4
64	одна из	5	4
65	она была	2	4
66	с другой	6	4
67	и во	3	4
68	и чисто	1	4
69	мы находим	2	4
70	а в	4	4
71	тем что	2	4
72	до сих	1	4
73	не было	1	4
74	и о	3	4
75	сих пор	1	4
76	том что	8	4
77	в духе	1	4
78	в свое	2	4
79	в своих	1	4
80	значение в	1	4
81	также и	6	3
82	человека и	1	3
83	связана с	1	3
84	в самом	9	3
85	почти все	2	3
86	точка зрения	1	3
87	раз в	1	3
88	да и	3	3
89	но именно	2	3
90	всех этих	1	3
91	и вот	2	3
92	свое время	2	3
93	можно было	2	3
94	а затем	2	3
95	было бы	14	3
96	из них	4	3
97	ни в	1	3
98	далеко не	1	3
99	несмотря на	1	3
100	мы видели	1	3
101	это ощущение	1	3
102	во всем	1	3
103	нельзя было	4	3
104	в одном	2	3
105	их в	3	3
106	только с	3	3
107	и это	14	3
108	с ее	6	3
109	в ее	7	3
110	в собственном	2	3
111	культуры и	1	3
112	так в	1	3
113	в виду	2	3
114	о том	6	3
115	другими словами	5	3
116	к нему	1	3
117	же в	1	3
118	что он	1	3
119	с одной	3	3
120	не дает	1	3
121	этом отношении	1	3
122	превращается в	1	3
123	нужно сказать	1	3
124	о чем	1	3
125	одной стороны	3	3
126	в течение	1	3
127	с полной	4	3
128	и все	5	3
129	в том	8	3
130	жизни в	1	3
131	другой стороны	2	3
132	на самом	1	2
133	по преимуществу	2	2
134	собственном смысле	3	2
135	но даже	3	2
136	в ней	12	2
137	еще не	8	2
138	себе и	1	2
139	это и	6	2
140	что они	6	2
141	чем мы	3	2
142	как к	4	2
143	понять и	2	2
144	только то	2	2
145	та же	1	2
146	думать что	1	2
147	на то	4	2
148	должны еще	1	2
149	перестает быть	3	2
150	и еще	2	2
151	в понимании	1	2
152	содержит в	4	2
153	чем она	1	2
154	подобно тому	4	2
155	на этой	1	2
156	должен был	1	2
157	смысл и	9	2
158	по поводу	1	2
159	затем и	2	2
160	в отношении	4	2
161	и без	3	2
162	уже к	1	2
163	жизнь и	1	2
164	и эти	2	2
165	мы должны	2	2
166	что в	9	2
167	того чтобы	3	2
168	ничего не	3	2
169	связанное с	1	2
170	что только	3	2
171	в самой	2	2
172	к ней	2	2
173	могут быть	1	2
174	без всякого	4	2
175	на основе	1	2
176	в пределах	1	2
177	в дальнейшем	1	2
178	по сравнению	7	2
179	в другом	2	2
180	одного из	1	2
181	можно сказать	6	2
182	во все	1	2
183	нуждается в	1	2
184	и следовательно	7	2
185	всяком случае	2	2
186	со всеми	1	2
187	в качестве	1	2
188	есть в	1	2
189	в новое	1	2
190	существования и	3	2
191	себе в	3	2
192	никто не	1	2
193	в конце	2	2
194	мы можем	4	2
195	у него	2	2
196	даже и	4	2
197	и даже	6	2
198	как именно	1	2
199	и прежде	1	2
200	мы еще	2	2
201	смысла и	5	2
202	из наиболее	1	2
203	вместе с	1	2
204	так же	1	2
205	в него	1	2
206	в меру	1	2
207	сравнению с	6	2
208	тому как	4	2
209	вокруг себя	1	2
210	по существу	2	2
211	всем что	2	2
212	здравого смысла	1	2
213	но это	10	2
214	природу и	1	2
215	в смысле	12	2
216	сознания и	1	2
217	хотя и	4	2
218	и смысл	1	2
219	и другие	1	2
220	совершенно не	5	2
221	из своей	1	2
222	сила и	1	2
223	ее в	1	2
224	и эта	3	2
225	это в	1	2
226	во всяком	3	2
227	все что	1	2
228	говорили о	1	1
229	я имею	2	1
230	сказали что	1	1
231	новое время	1	1
232	с кем	1	1
233	и то	10	1
234	самом деле	4	1
235	сил и	1	1
236	только потому	1	1
237	силы и	1	1
238	была как	1	1
239	сказано что	1	1
240	основанная на	1	1
241	в котором	3	1
242	что эти	1	1
243	должна быть	4	1
244	и этот	2	1
