N	3gram	Vygotskiy__5	Marksizm
1	с точки зрения	9	20
2	не может быть	3	13
3	в самом деле	2	9
4	и не может	2	9
5	до сих пор	3	8
6	в связи с	1	7
7	и того же	3	5
8	одного и того	3	5
9	в отличие от	2	5
10	в направлении к	1	5
11	одни и те	1	5
12	с другой стороны	2	5
13	и те же	1	5
14	с самого начала	5	4
15	в этом случае	3	3
16	то же самое	4	3
17	в этом отношении	5	3
18	на этот вопрос	4	3
19	в высшей степени	2	3
20	и тот же	3	3
21	один и тот	3	3
22	в первом случае	1	3
23	но все же	2	3
24	можно сказать что	5	3
25	в то же	1	3
26	для того чтобы	14	3
27	в том что	11	3
28	или хотя бы	1	2
29	сводится к тому	1	2
30	же как и	1	2
31	и той же	1	2
32	но при этом	2	2
33	в том числе	1	2
34	самом деле если	1	2
35	на первый план	1	2
36	сама по себе	4	2
37	является одним из	1	2
38	далеко за пределы	4	2
39	том числе и	1	2
40	можно было бы	3	2
41	во всех областях	1	2
42	так же как	7	2
43	может быть понято	1	2
44	во всяком случае	1	2
45	тесно связана с	1	2
46	смысле этого слова	1	2
47	не могут быть	1	2
48	в какой степени	1	2
49	вопрос о том	3	2
50	одной из важнейших	1	2
51	одной и той	1	2
52	по отношению к	12	2
53	между этими двумя	1	2
54	а не наоборот	1	2
55	от того что	2	2
56	в свою очередь	3	2
57	в этом смысле	1	2
58	является одной из	1	2
59	тем не менее	1	2
60	ничего общего с	2	2
61	все более и	1	1
62	внутренних и внешних	1	1
63	тот же самый	1	1
64	точка зрения на	1	1
65	и они же	1	1
66	в ней нет	1	1
67	по всем остальным	1	1
68	что он является	1	1
69	там где они	1	1
70	и в первом	1	1
71	подобно тому как	4	1
72	от конкретных форм	1	1
73	том что он	2	1
74	в этом слове	1	1
75	и во всяком	1	1
76	является диаметрально противоположной	1	1
77	которое как мы	1	1
78	в ее основе	1	1
79	не имеют ничего	1	1
80	именно то что	1	1
81	в достаточной мере	1	1
82	выходит далеко за	3	1
83	совершается переход от	1	1
84	не было бы	1	1
85	не менее чем	1	1
86	независимо от того	1	1
87	по аналогии с	1	1
88	сторонами одного и	1	1
89	совершенно так же	1	1
90	такова точка зрения	1	1
91	но если мы	2	1
92	так и с	1	1
93	с этой точки	4	1
94	к жизни и	1	1
95	в области других	1	1
96	но и это	1	1
97	ответить на поставленный	1	1
98	и требует от	1	1
99	а не только	1	1
100	по мере своего	1	1
101	лежит в основе	2	1
102	с одной стороны	3	1
103	речи таким образом	1	1
104	тот и другой	1	1
105	таким образом как	1	1
106	точки зрения и	1	1
107	речь не может	1	1
108	связаны между собой	3	1
109	как мы увидим	1	1
110	совершается в неразрывной	1	1
111	того чтобы сделать	2	1
112	вместо того чтобы	3	1
113	лишь в меру	1	1
114	речи как и	2	1
115	вообще не существует	1	1
116	более или менее	1	1
117	таким образом в	2	1
118	между собой и	1	1
119	так и в	1	1
120	он не знает	1	1
121	само по себе	2	1
122	этой точки зрения	4	1
123	точки зрения так	1	1
124	как и во	1	1
125	это значит что	4	1
126	не только не	3	1
127	того как он	2	1
128	функции и не	1	1
129	более и более	1	1
130	известная доля правды	1	1
131	отношению к каждому	1	1
132	как мы видим	1	1
133	друг от друга	4	1
134	чем та которая	1	1
135	в другом случае	1	1
136	в применении к	1	1
137	имеют ничего общего	1	1
138	таким образом и	1	1
139	к тому что	1	1
140	на самом деле	1	1
141	друг с другом	7	1
142	двумя сторонами одного	1	1
143	лежит не в	1	1
144	в известном отношении	1	1
145	как мы говорили	1	1
146	при этом она	1	1
147	как мы видели	2	1
148	той или иной	1	1
149	и вопрос о	1	1
150	она не дает	1	1
151	и в другом	2	1
