1	не может быть	6	11
2	с точки зрения	9	9
3	может быть только	1	7
4	ни в чем	1	4
5	в чем не	1	4
6	может быть в	1	3
7	в этом смысле	4	3
8	и в этом	3	3
9	в данный момент	2	3
10	не было бы	1	3
11	это не есть	4	3
12	уже не может	1	2
13	включает в себя	1	2
14	то что я	1	2
15	то же время	6	2
16	тем не менее	2	2
17	в то же	6	2
18	оба эти момента	1	2
19	то или иное	3	2
20	во всей его	1	2
21	в том что	9	2
22	ничего общего не	2	2
23	и ни в	1	2
24	на своем месте	1	2
25	той или иной	1	2
26	вопрос о том	1	2
27	вовсе не есть	1	2
28	ни в каком	4	2
29	это значило бы	1	2
30	а не в	1	2
31	нужно думать что	1	1
32	и тем не	1	1
33	ясно что это	3	1
34	это нисколько не	1	1
35	он не может	1	1
36	дело в том	1	1
37	и этот момент	1	1
38	мы будем говорить	1	1
39	в лучшем случае	1	1
40	хотя бы и	2	1
41	по себе а	1	1
42	ни о каких	1	1
43	отношении к нему	1	1
44	только тогда когда	4	1
45	от себя и	1	1
46	самого по себе	1	1
47	и то что	1	1
48	момент во всем	1	1
49	в основе своей	1	1
50	с тем или	1	1
51	и как бы	1	1
52	о том кто	1	1
53	это-то и есть	1	1
54	одна и та	1	1
55	что это можно	1	1
56	еще не значит	1	1
57	не может не	1	1
58	как одно из	1	1
59	лежит в основе	3	1
60	в основе самого	1	1
61	той или другой	3	1
62	и в то	2	1
63	лежащий в основе	1	1
64	при всех своих	1	1
65	в зависимости от	1	1
66	а не как	1	1
67	свой смысл и	1	1
68	в себя и	1	1
69	не есть просто	3	1
70	не нужно думать	1	1
71	не в том	4	1
72	что тем самым	1	1
73	для того чтобы	5	1
74	рождение и смерть	1	1
75	а не просто	1	1
76	равно как и	2	1
77	как и на	1	1
78	это не имеет	1	1
79	ровно ничего не	6	1
80	само по себе	4	1
81	и именно в	1	1
82	к определенной цели	1	1
83	а именно в	1	1
84	в виду и	1	1
85	мы не имеем	2	1
86	но прежде всего	1	1
87	и та же	1	1
88	это можно сделать	1	1
89	ту или иную	2	1
90	совершенно не зависит	1	1
91	значило бы что	1	1
92	но только не	2	1
93	но это не	1	1
94	не было и	1	1
95	только так она	1	1
96	в том случае	1	1
97	и это нисколько	1	1
98	общего не имеет	1	1
99	в свою очередь	2	1
100	на то что	3	1
101	я не могу	1	1
102	она и может	1	1
103	не значит что	1	1
104	но в то	2	1
105	или бессознательно и	1	1
106	как бы ни	1	1
107	в этот момент	1	1
108	тем самым уже	1	1
109	и не в	1	1
