N	3gram	Vygotskiy__1	Marksizm
1	с точки зрения	18	13
2	не может быть	5	10
3	по отношению к	7	8
4	то же время	2	8
5	в то же	2	8
6	для того чтобы	15	6
7	в том что	15	6
8	в самом деле	2	5
9	то же самое	3	5
10	с самого начала	8	5
11	в свою очередь	3	5
12	смысле этого слова	3	4
13	как если бы	2	4
14	и пр и	1	4
15	на самом деле	1	4
16	той или иной	1	4
17	если бы он	2	3
18	и не может	1	3
19	в отличие от	1	3
20	до сих пор	4	3
21	одно и то	2	3
22	с одной стороны	8	3
23	в высшей степени	4	3
24	и то же	2	3
25	о том что	6	3
26	внутренней речи и	4	3
27	в направлении к	1	3
28	как мы уже	1	3
29	к тому что	3	3
30	пр и пр	1	3
31	одной стороны и	1	2
32	том что он	2	2
33	является не только	1	2
34	в зависимости от	2	2
35	но и в	1	2
36	так как если	1	2
37	в собственном смысле	5	2
38	по крайней мере	1	2
39	ни в какой	2	2
40	в значительной степени	2	2
41	во всяком случае	3	2
42	все более и	2	2
43	мы уже знаем	1	2
44	собственном смысле слова	1	2
45	представители второго направления	1	2
46	хотя бы в	1	2
47	на то что	3	2
48	более и более	2	2
49	в другом месте	6	1
50	приводит его к	1	1
51	а следовательно и	1	1
52	с предшествующим и	1	1
53	в какой мере	2	1
54	между тем именно	1	1
55	с помощью ряда	1	1
56	дело в том	1	1
57	мы увидим в	1	1
58	в том числе	1	1
59	в соответствии с	1	1
60	таким образом оказывается	1	1
61	и последнее слово	1	1
62	если бы речь	1	1
63	речи и ее	5	1
64	сам по себе	3	1
65	как мы увидим	1	1
66	в первую очередь	3	1
67	и отрывается от	1	1
68	убедиться в этой	1	1
69	в этом отношении	4	1
70	независимо от того	2	1
71	предшествующим и последующим	1	1
72	прибавить еще одно	1	1
73	том числе и	1	1
74	и значение в	1	1
75	какой мере не	1	1
76	и с помощью	1	1
77	то что обычно	1	1
78	по себе в	1	1
79	его внутренней речи	1	1
80	что было бы	1	1
81	жизни и в	1	1
82	но тем не	1	1
83	все учение о	1	1
84	в основе всей	2	1
85	и на все	1	1
86	в его исследовании	1	1
87	признать в ней	1	1
88	не только в	1	1
89	к вопросу о	1	1
90	в сущности это	1	1
91	ключом к пониманию	1	1
92	по сравнению с	5	1
93	тем не менее	1	1
94	а с другой	2	1
95	хотя бы с	1	1
96	приводит к тому	2	1
97	чтобы убедиться в	2	1
98	само по себе	1	1
99	смысле слова речь	1	1
100	как впрочем и	1	1
101	являются как бы	1	1
102	с другой стороны	9	1
103	в этом на	1	1
104	о которых мы	1	1
105	не иначе как	1	1
106	мы видели что	1	1
107	точки зрения теоретической	1	1
108	во всех своих	1	1
109	слова между тем	1	1
110	мере не является	1	1
111	и пр в	1	1
112	всего того что	1	1
113	свою очередь является	1	1
114	этого слова и	1	1
115	в конечном счете	1	1
116	и тем более	1	1
117	с помощью которых	1	1
118	но все же	1	1
119	можно сказать что	4	1
120	друг от друга	3	1
121	о чем мы	1	1
122	есть прежде всего	2	1
123	нашей работы мы	1	1
124	по мере развития	3	1
125	с помощью старого	1	1
126	в основе тех	1	1
127	друг с другом	4	1
128	не только внешнее	1	1
129	однако и здесь	1	1
130	и не является	1	1
131	мы только что	2	1
132	но для того	1	1
133	как и в	1	1
134	является как бы	1	1
135	в жизни и	1	1
