N	3gram	Bakhtin_Pr_1	Vladivir
1	о том что	1	7
2	в том что	6	7
3	дело в том	1	4
4	в этом смысле	10	4
5	что же касается	1	4
6	то же время	9	4
7	в то же	9	4
8	более или менее	1	3
9	в конце концов	5	3
10	с другой стороны	3	3
11	не может быть	4	3
12	как мы уже	1	3
13	он не только	1	2
14	как раз и	3	2
15	и в то	2	2
16	и в частности	1	2
17	не только в	2	2
18	в то время	1	2
19	для своего времени	1	2
20	во всяком случае	3	2
21	можно сказать что	1	2
22	для того чтобы	1	2
23	том что он	4	2
24	что и в	1	2
25	и т д	1	2
26	которая как раз	1	1
27	в нем мы	1	1
28	необходимо заметить что	1	1
29	а следовательно и	1	1
30	но у него	1	1
31	о нем в	1	1
32	от нее в	1	1
33	в самом деле	2	1
34	в настоящее время	1	1
35	нам кажется что	1	1
36	и не может	2	1
37	бы то ни	2	1
38	только то что	2	1
39	несмотря на свою	1	1
40	для него только	1	1
41	не для самого	1	1
42	то время как	1	1
43	кроме того и	1	1
44	у него в	1	1
45	то что для	1	1
46	в этом не	1	1
47	не потому что	1	1
48	в результате такого	1	1
49	но в то	5	1
50	то ни было	1	1
51	в обычном смысле	1	1
52	потому что она	3	1
53	и в этом	5	1
54	в одной плоскости	5	1
55	притом не только	1	1
56	что он сам	1	1
57	другом месте и	1	1
58	но только в	1	1
59	этом смысле его	1	1
60	до настоящего времени	1	1
61	не в одном	1	1
62	одной плоскости с	3	1
63	а в том	1	1
64	у него уже	1	1
65	раз и навсегда	1	1
66	заключается в том	1	1
67	так и в	1	1
68	в свою очередь	1	1
69	это и есть	1	1
70	но он не	1	1
71	у него есть	1	1
72	здесь мы должны	1	1
73	так как в	1	1
74	и никогда не	1	1
75	не только не	1	1
76	же время и	1	1
77	как и сам	1	1
78	в конце своей	1	1
79	уже не только	1	1
80	он в конце	1	1
81	но это не	2	1
82	к тому что	1	1
83	и только в	1	1
84	которую он и	1	1
85	и что в	1	1
86	уже не было	1	1
87	в этом отношении	3	1
