N	2gram	Potebnia_M_2	StatiiOP
1	и в	24	25
2	в этом	8	24
3	в том	18	20
4	что он	4	19
5	может быть	23	19
6	тем что	7	19
7	что в	16	19
8	что это	3	16
9	том что	8	15
10	не только	15	12
11	в его	2	12
12	то что	20	12
13	в этих	3	11
14	так что	10	11
15	таким образом	11	10
16	прежде всего	7	10
17	и не	19	10
18	у него	2	9
19	но и	9	9
20	и т	6	8
21	все это	2	8
22	о том	5	8
23	в языке	3	8
24	как например	3	8
25	это было	2	8
26	в своих	1	8
27	с этим	7	7
28	это не	3	7
29	было бы	13	7
30	в то	6	7
31	не может	12	7
32	что касается	1	7
33	что такое	2	7
34	место в	4	6
35	и на	8	6
36	как в	10	6
37	из этих	4	6
38	не в	13	6
39	а а	2	6
40	между тем	6	6
41	только в	11	6
42	т п	3	6
43	как бы	9	6
44	а в	8	6
45	как на	3	6
46	отношения между	2	5
47	то же	12	5
48	ответ на	1	5
49	независимо от	9	5
50	но в	4	5
51	по форме	1	5
52	на то	5	5
53	он не	1	5
54	об этом	1	5
55	ни в	1	5
56	в котором	4	5
57	потому что	49	5
58	и это	2	5
59	так и	5	5
60	в них	5	5
61	с другой	6	5
62	связано с	2	5
63	а не	18	5
64	того что	7	5
65	другой стороны	2	5
66	например в	3	4
67	в которой	5	4
68	время как	4	4
69	в чем	7	4
70	в общем	2	4
71	относится к	3	4
72	все же	5	4
73	не было	6	4
74	то в	1	4
75	в целом	3	4
76	состоит в	2	4
77	в каждом	2	4
78	лишь в	1	4
79	этом смысле	2	4
80	и тем	3	4
81	в жизни	2	4
82	с тем	4	4
83	как и	7	4
84	в эту	3	4
85	а как	1	4
86	у нас	2	4
87	по крайней	5	4
88	в устах	1	4
89	с точки	1	4
90	ничего не	1	4
91	к ней	2	4
92	в каком	3	4
93	отличается от	1	4
94	в ней	3	4
95	и с	1	4
96	если бы	11	4
97	можно сказать	1	4
98	к нему	1	4
99	мы видим	2	4
100	и др	1	4
101	всяком случае	7	4
102	отношение к	1	4
103	то время	4	4
104	крайней мере	5	4
105	в особенности	1	4
106	связь с	1	4
107	в течение	1	4
108	это есть	1	4
109	что здесь	1	4
110	и для	3	4
111	но это	3	4
112	сказать что	2	4
113	была бы	1	4
114	можно назвать	2	4
115	во всяком	7	4
116	я и	1	3
117	по мнению	1	3
118	с его	2	3
119	смотрел на	1	3
120	что по	1	3
121	и наконец	1	3
122	все эти	2	3
123	и если	4	3
124	всех этих	2	3
125	на этом	2	3
126	в другом	2	3
127	о которых	3	3
128	в их	1	3
129	что я	1	3
130	но он	2	3
131	и более	1	3
132	тому что	2	3
133	во время	4	3
134	же время	2	3
135	это слово	1	3
136	связи с	6	3
137	и здесь	2	3
138	что все	2	3
139	нельзя не	1	3
140	в словах	3	3
141	со стороны	3	3
142	на вопрос	3	3
143	и что	4	3
144	нельзя сказать	1	3
145	и его	2	3
146	уже не	4	3
147	уже в	5	3
148	не так	3	3
149	для него	10	3
150	так как	10	3
151	в некоторых	4	3
152	к которому	2	3
153	что для	3	3
154	одной стороны	3	3
155	что мы	11	3
156	его как	1	3
157	в связи	2	3
158	с этой	1	3
159	между прочим	4	3
160	тем более	1	3
161	все они	1	3
162	к этому	2	3
163	в какой	2	3
164	того времени	1	3
165	которого в	1	2
166	самом деле	2	2
167	он может	1	2
168	такое же	2	2
169	и за	1	2
170	той же	3	2
171	как я	1	2
172	того же	14	2
173	не имел	1	2
174	во всех	7	2
175	тем как	2	2
176	но как	1	2
177	только тогда	3	2
178	если в	3	2
179	с которыми	2	2
180	себе отчет	1	2
181	что они	5	2
182	что именно	1	2
183	его к	1	2
184	представлял себе	1	2
185	в самом	4	2
186	во многих	3	2
187	и тот	2	2
188	имеем в	1	2
189	так сказать	4	2
190	с чувством	1	2
191	т д	3	2
192	о которой	3	2
193	не как	3	2
194	том чтобы	1	2
195	чтобы в	1	2
196	и по	2	2
197	но все	2	2
198	и может	3	2
199	то есть	30	2
200	заключается в	1	2
201	отчет в	1	2
202	известно что	1	2
203	ее в	1	2
204	а с	2	2
205	между собою	7	2
206	жизни но	1	2
207	мы не	11	2
208	в развитии	1	2
209	такой же	4	2
210	и тогда	3	2
211	можно найти	1	2
212	в такой	1	2
213	не столько	2	2
214	что нужно	1	2
215	в которых	1	2
216	которые в	1	2
217	в прямом	1	2
218	тем не	6	2
219	не была	1	2
220	сам он	1	2
221	по языку	1	2
222	если и	2	2
223	не менее	5	2
224	самого начала	2	2
225	на котором	1	2
226	тогда когда	10	2
227	одна из	4	2
228	к этим	1	2
229	не имеет	6	2
230	никогда не	4	2
231	найти в	1	2
232	и всегда	1	2
233	слова как	1	2
234	этих двух	1	2
235	на себе	1	2
236	этот образ	1	2
237	от того	5	2
238	начиная с	1	2
239	могут быть	8	2
240	и такие	1	2
241	к тому	1	2
242	не встречается	1	2
243	для того	5	2
244	на это	1	2
245	должен быть	1	2
246	как мы	1	2
247	не совсем	3	2
248	то она	1	2
249	без всякого	1	2
250	в тюрьму	1	2
251	каждый раз	1	2
252	с самого	2	2
253	что у	2	2
254	на нее	1	2
255	или в	2	2
256	времени и	1	2
257	и которые	1	2
258	во многом	1	2
259	по тому	1	2
260	в слоге	1	2
261	внимание на	2	2
262	одного из	1	2
263	с одной	4	2
264	на что	1	2
265	что его	3	2
266	и во	3	2
267	от них	3	2
268	а потому	5	2
269	и только	6	2
270	и других	2	2
271	движения в	2	2
272	еще не	4	2
273	есть в	2	2
274	и у	3	2
275	то и	9	2
276	что если	6	2
277	имеют не	1	2
278	во втором	1	2
279	при помощи	1	2
280	одно из	3	2
281	а то	2	2
282	цели и	1	2
283	мы находим	2	2
284	вовсе не	9	2
285	в выборе	1	2
286	заметить что	6	2
287	г д	1	2
288	до сих	4	2
289	слово в	1	2
290	не потому	1	2
291	себя и	2	2
292	что не	5	2
293	з и	1	2
294	не на	2	2
295	что из	1	2
296	ни на	1	2
297	вместе с	11	2
298	в одной	1	2
299	но не	12	2
300	не сразу	2	2
301	несколько раз	2	2
302	в последнем	1	2
303	том смысле	4	2
304	быть не	3	2
305	этого слова	6	2
306	сих пор	4	2
307	один из	2	2
308	которые были	1	2
309	его не	3	2
310	которое можно	1	2
311	и ни	1	2
312	только что	3	2
313	здесь только	1	2
314	в свою	6	2
315	были и	2	2
316	вряд ли	3	1
317	ту же	1	1
318	я сказал	1	1
319	за пределы	2	1
320	одним из	1	1
321	по отдельным	1	1
322	сам по	4	1
323	и то	3	1
324	на самом	2	1
325	переход от	1	1
326	этих примерах	1	1
327	тем же	3	1
328	и так	1	1
329	и до	1	1
330	должна быть	1	1
331	собственном смысле	1	1
332	видеть в	1	1
333	уже по	1	1
334	из всех	1	1
335	отношения к	2	1
336	есть не	5	1
337	смотреть на	1	1
338	им самим	1	1
339	для своего	1	1
340	с новыми	1	1
341	многих случаях	1	1
342	вопрос о	2	1
343	понимает не	1	1
344	на такие	2	1
345	из своих	1	1
346	речи чем	1	1
347	этом не	1	1
348	можно различить	1	1
349	мы и	1	1
350	между собой	1	1
351	быть в	1	1
352	но этого	1	1
353	то мы	2	1
354	понятно почему	1	1
355	в нос	1	1
356	а тем	1	1
357	б с	1	1
358	значении этого	1	1
359	мы будем	1	1
360	в сторону	1	1
361	со всеми	1	1
362	тех же	1	1
363	не все	2	1
364	очевидно что	3	1
365	а и	5	1
366	чувство составляющее	1	1
367	которые не	3	1
368	что хотя	4	1
369	в истории	1	1
370	по которому	1	1
371	что как	1	1
372	что нет	2	1
373	однако не	1	1
374	применении к	1	1
375	и как	6	1
376	но эта	1	1
377	нельзя более	1	1
378	более или	8	1
379	это определение	2	1
380	с г	1	1
381	от этого	1	1
382	при таком	1	1
383	как скоро	1	1
384	бы не	5	1
385	думать что	3	1
386	в известном	1	1
387	а потом	1	1
388	как он	4	1
389	но на	2	1
390	человек не	1	1
391	что она	3	1
392	в нем	9	1
393	связанные с	2	1
394	она еще	1	1
395	том в	1	1
396	этим связано	1	1
397	а просто	1	1
398	и легко	1	1
399	от которого	1	1
400	который они	1	1
401	одно целое	4	1
402	свою собственную	1	1
403	он должен	1	1
404	же это	1	1
405	не к	1	1
406	какой бы	1	1
407	одной и	2	1
408	что ни	2	1
