N	2gram	Tiupa_Anal_2	Tvorches
1	и в	16	21
2	как бы	10	17
3	в то	2	15
4	то же	4	13
5	времени в	4	13
6	в его	2	13
7	то есть	9	12
8	как и	14	12
9	же время	2	12
10	что в	2	12
11	с его	1	11
12	том что	12	11
13	все это	4	10
14	в романе	1	10
15	как в	4	8
16	он не	2	8
17	то что	7	8
18	и на	6	7
19	но в	6	7
20	не только	16	7
21	при этом	10	7
22	тем самым	4	7
23	у него	4	7
24	и не	12	7
25	в том	12	7
26	в свою	1	7
27	в этом	18	6
28	человека в	1	6
29	в котором	2	6
30	не менее	4	6
31	и его	4	6
32	по природе	2	6
33	о том	7	6
34	и все	3	6
35	для него	4	6
36	а в	3	6
37	отнюдь не	8	5
38	в этой	9	5
39	таким образом	2	5
40	вовсе не	2	5
41	потому что	1	5
42	как будто	3	5
43	только в	4	5
44	может быть	6	5
45	а не	10	5
46	но это	1	5
47	хотя бы	1	5
48	конечном счете	2	4
49	в своем	4	4
50	и как	1	4
51	в целом	8	4
52	самим собой	1	4
53	это не	1	4
54	в своей	2	4
55	своего рода	12	4
56	не случайно	8	4
57	в мире	6	4
58	времени и	1	4
59	в конечном	3	4
60	одной из	3	4
61	больше не	1	4
62	прежде всего	3	4
63	не может	4	4
64	в основном	1	4
65	один из	2	4
66	я и	3	3
67	о свободе	2	3
68	и т	1	3
69	той же	2	3
70	я не	1	3
71	не был	3	3
72	что я	1	3
73	хотя и	4	3
74	в самом	6	3
75	представляет собой	8	3
76	в нем	1	3
77	первой части	1	3
78	на его	3	3
79	и по	1	3
80	в каждом	1	3
81	что все	2	3
82	на протяжении	2	3
83	авторской позиции	1	3
84	соответствии с	2	3
85	далеко не	1	3
86	в их	3	3
87	место в	3	3
88	даже в	2	3
89	дело не	2	3
90	никогда не	3	3
91	воли и	3	3
92	он видит	1	3
93	с ее	2	3
94	с ним	2	3
95	того что	2	3
96	действительной жизни	1	3
97	который в	1	3
98	во времени	2	3
99	времени как	2	3
100	уже не	4	3
101	уже в	1	3
102	говорит о	5	3
103	не так	4	3
104	так как	1	3
105	в соответствии	2	3
106	в которой	1	3
107	связан с	1	3
108	и даже	9	3
109	с другой	6	3
110	но и	12	3
111	в рассказе	1	3
112	но не	4	3
113	для человека	1	3
114	просто не	1	3
115	но если	1	3
116	ее в	1	3
117	это в	1	3
118	так же	2	3
119	того же	4	2
120	самом деле	1	2
121	в первом	1	2
122	по преимуществу	4	2
123	действительности и	1	2
124	а как	2	2
125	есть не	1	2
126	и высшей	1	2
127	на первом	1	2
128	мечты в	1	2
129	и он	2	2
130	героя и	1	2
131	собой в	2	2
132	в отличие	2	2
133	в чем	1	2
134	отличие от	2	2
135	на краю	1	2
136	когда он	1	2
137	и наконец	1	2
138	но без	1	2
139	в себе	7	2
140	что она	2	2
141	тем не	3	2
142	так сказать	1	2
143	в принципе	1	2
144	а затем	2	2
145	и тем	4	2
146	в данном	8	2
147	ведет к	1	2
148	такой же	1	2
149	в один	4	2
150	в этих	2	2
151	свободы воли	1	2
152	этой связи	1	2
153	не столько	3	2
154	не в	4	2
155	по крайней	3	2
156	однако в	1	2
157	одна из	1	2
158	но только	1	2
159	свидетельствует о	2	2
160	которого он	1	2
161	личности в	1	2
162	могут быть	10	2
163	к тому	7	2
164	отказаться от	1	2
165	в жизни	1	2
166	в виду	1	2
167	данном случае	5	2
168	в себя	4	2
169	приводит к	3	2
170	так и	15	2
171	об этом	1	2
172	еще в	2	2
173	во второй	4	2
174	можно сказать	4	2
175	может не	1	2
176	и будет	1	2
177	одного из	3	2
178	это первый	1	2
179	что его	1	2
180	что и	3	2
181	крайней мере	3	2
182	вслед за	2	2
183	в литературе	1	2
184	в двух	2	2
185	тот же	1	2
186	в качестве	11	2
187	человека с	1	2
188	так что	3	2
189	же и	1	2
190	из них	3	2
191	не означает	1	2
192	свободе воли	2	2
193	только на	3	2
194	именно в	3	2
195	своего собственного	2	2
196	зависит от	1	2
197	и далее	1	2
198	его как	2	2
199	мира в	1	2
200	было в	1	2
201	в частности	16	2
202	вместе с	2	2
203	до этого	1	2
204	намек на	1	2
205	эти слова	1	2
206	еще более	2	2
207	в первой	3	2
208	я от	1	2
209	так ли	1	2
210	перед нами	1	2
211	не мог	3	2
212	для автора	1	2
213	или в	3	2
214	только что	1	2
215	личности и	2	2
216	в стихах	1	2
217	всех на	1	2
218	на смену	3	2
219	не знает	3	2
220	сказать что	2	2
221	что ты	1	2
222	себе не	2	2
223	к этому	2	2
224	точно так	1	2
225	как известно	1	1
226	этого в	1	1
227	здесь превышает	2	1
228	собой героя	1	1
229	к их	1	1
230	он произносит	2	1
231	переход от	1	1
232	говорилось выше	1	1
233	случае несколько	1	1
234	этого мира	1	1
235	и до	2	1
236	сам автор	1	1
237	сознания героя	1	1
238	также и	1	1
239	мы уже	1	1
240	их и	1	1
241	этом она	1	1
242	побуждает его	1	1
243	мы имеем	3	1
244	что никто	1	1
245	не слишком	1	1
246	в сущности	4	1
247	говорить о	6	1
248	что иное	1	1
249	в полной	1	1
250	событий и	1	1
251	но даже	1	1
252	литературе нового	1	1
253	этот жест	1	1
254	частный случай	1	1
255	проявляется в	3	1
256	и самого	1	1
257	одно из	2	1
258	еще не	2	1
259	он был	2	1
260	иное как	1	1
261	нам представляется	1	1
262	столь же	4	1
263	как один	1	1
264	во всех	4	1
265	в сюжете	1	1
266	тем как	1	1
267	это имеет	1	1
268	я был	1	1
269	иного рода	2	1
270	как правило	4	1
271	в сновидениях	1	1
272	совсем не	1	1
273	и ад	1	1
274	и всякий	1	1
