N	3gram	Vygotskiy__3	Hudozhes
1	о том что	3	9
2	и т п	5	8
3	в том что	11	6
4	в самом деле	18	4
5	можно было бы	1	4
6	к тому что	2	4
7	с точки зрения	9	3
8	в этом отношении	1	3
9	и в самом	10	3
10	и т д	4	3
11	такой же мере	1	2
12	о том как	2	2
13	того или иного	1	2
14	только в том	2	2
15	что он не	1	2
16	до сих пор	5	2
17	то и другое	3	2
18	в первой половине	1	2
19	как раз в	1	2
20	в такой же	1	2
21	не в том	2	2
22	что у него	2	2
23	не может быть	1	2
24	самом деле в	1	2
25	речь идет о	3	2
26	на то что	12	2
27	на то чтобы	1	2
28	по его словам	2	1
29	а между тем	1	1
30	потому что он	1	1
31	том смысле как	1	1
32	состоит в том	1	1
33	та же самая	1	1
34	на самом деле	2	1
35	то же самое	8	1
36	все та же	1	1
37	не имеют никакого	1	1
38	и в этом	3	1
39	быть сказано о	1	1
40	и то и	3	1
41	том случае если	1	1
42	с самого начала	6	1
43	более или менее	1	1
44	что все эти	1	1
45	и та же	2	1
46	в отличие от	1	1
47	к тому чтобы	1	1
48	заключает в себе	1	1
49	как и все	1	1
50	каждый из них	1	1
51	с этой точки	1	1
52	в том случае	1	1
53	уже говорили о	1	1
54	здесь нет и	1	1
55	и что в	1	1
56	в ней есть	1	1
57	в противоречие с	1	1
58	не потому что	1	1
59	в высшей степени	1	1
60	в себя и	1	1
61	мы читаем что	1	1
62	здесь речь идет	1	1
63	между тем в	2	1
64	автора и читателя	1	1
65	мы уже говорили	3	1
66	в том и	1	1
67	во всяком случае	2	1
68	одна и та	1	1
69	как бы в	1	1
70	а в том	1	1
71	в данном случае	2	1
72	между этими двумя	1	1
73	на наших глазах	2	1
74	в свою очередь	2	1
75	несмотря на свой	1	1
76	этой точки зрения	1	1
77	с тем что	1	1
78	легко заметить что	1	1
79	не только не	1	1
80	заметить что этот	1	1
81	но все же	1	1
82	имеют никакого отношения	1	1
83	в том смысле	2	1
84	с одной стороны	5	1
85	казалось бы совершенно	1	1
86	что для него	1	1
87	и как будто	1	1
88	она не может	1	1
89	не в этом	1	1
