N	3gram	Voloshinov_1	Myshleni
1	по отношению к	11	12
2	в том что	4	11
3	с точки зрения	2	9
4	так же как	1	7
5	в этом отношении	1	5
6	с самого начала	1	5
7	можно сказать что	5	5
8	подобно тому как	1	4
9	то же самое	2	4
10	то время как	1	4
11	этой точки зрения	3	4
12	в то время	1	4
13	о том что	1	4
14	сама по себе	1	4
15	в лучшем случае	1	3
16	до сих пор	3	3
17	можно было бы	1	3
18	с одной стороны	2	3
19	и тот же	1	3
20	в такой же	2	3
21	в свою очередь	1	3
22	не может быть	7	3
23	один и тот	1	3
24	и тому же	1	2
25	том что в	1	2
26	в самом деле	1	2
27	и не может	3	2
28	в зависимости от	2	2
29	является то что	1	2
30	и в частности	1	2
31	все эти три	1	2
32	в высшей степени	1	2
33	вторая точка зрения	2	2
34	с другой стороны	2	2
35	ничего общего с	1	2
36	включает в себя	1	2
37	но все же	1	2
38	одному и тому	1	2
39	наметить хотя бы	1	1
40	отношение к предмету	2	1
41	или хотя бы	1	1
42	на другие области	1	1
43	это на примере	1	1
44	имеет дело с	1	1
45	обеих точек зрения	1	1
46	мы имеем в	1	1
47	более или менее	1	1
48	имеем в виду	2	1
49	на самом деле	2	1
50	в этом смысле	1	1
51	в том же	1	1
52	одной стороны и	2	1
53	же как и	1	1
54	как например в	1	1
55	сам по себе	1	1
56	что не только	1	1
57	речи так как	1	1
58	в нем но	1	1
59	одно и то	2	1
60	может быть понято	1	1
61	и следовательно включает	1	1
62	не совпадает с	1	1
63	и то же	2	1
64	это один и	1	1
65	и по отношению	3	1
66	точки зрения является	1	1
67	это не так	2	1
68	в какой степени	2	1
69	здесь имеет место	1	1
70	на передний план	1	1
71	все более и	1	1
72	мы никогда не	2	1
73	к нему в	1	1
74	друг к другу	1	1
75	во всяком случае	1	1
76	с помощью которой	1	1
77	с ним в	1	1
78	тем не менее	3	1
79	и таким образом	1	1
80	связи с ним	1	1
81	не менее эта	1	1
82	как уже сказано	1	1
83	таким образом мы	1	1
84	по аналогии с	1	1
85	более и более	1	1
86	является для него	1	1
87	он еще не	1	1
88	кто не знает	1	1
89	они ни были	1	1
90	и больше того	1	1
91	при таком понимании	1	1
92	в то же	1	1
93	следовательно включает в	1	1
94	тех или иных	1	1
95	к вопросу о	1	1
96	если бы оно	1	1
97	ни были не	1	1
98	отношению к ним	1	1
99	первая точка зрения	1	1
