N	3gram	Losev_Vlad_3	StatiiOP
1	в том что	10	17
2	о том что	8	11
3	для того чтобы	1	10
4	с точки зрения	6	8
5	можно было бы	1	8
6	до сих пор	1	7
7	в этом отношении	2	7
8	у нас нет	1	7
9	в данном случае	2	6
10	с другой стороны	2	6
11	во всяком случае	3	6
12	в самом деле	1	5
13	в этой области	1	5
14	не может быть	6	5
15	в данном отношении	1	5
16	дело в том	5	4
17	то же время	2	4
18	в своей статье	1	4
19	на эту тему	1	4
20	не только в	1	4
21	что и в	3	4
22	на то что	2	4
23	в то же	3	4
24	том что в	3	3
25	сказать что в	1	3
26	что же касается	5	3
27	только в том	3	3
28	так же как	2	3
29	и в этом	5	3
30	заключается в том	1	3
31	ничего общего с	2	3
32	и нужно сказать	1	2
33	так как в	1	2
34	в том числе	1	2
35	в этом случае	1	2
36	и в данном	1	2
37	и в том	2	2
38	хотя бы и	3	2
39	в иных случаях	1	2
40	в первую очередь	1	2
41	и то что	4	2
42	что в нем	1	2
43	может быть и	1	2
44	если бы мы	1	2
45	с одной стороны	3	2
46	в то время	4	2
47	имеет ничего общего	2	2
48	так или иначе	2	2
49	тем что в	1	2
50	не имеет ничего	2	2
51	вовсе не только	1	2
52	а также и	6	2
53	точку зрения в	1	2
54	то что в	3	2
55	на этот раз	1	2
56	вопрос о том	1	2
57	по этому поводу	1	2
58	в том смысле	1	2
59	тем не менее	9	2
60	в каком же	1	1
61	однако и в	1	1
62	это стремление к	1	1
63	вовсе не существует	1	1
64	потому что он	1	1
65	не может не	1	1
66	вопроса о значении	1	1
67	но вовсе не	1	1
68	той или иной	1	1
69	само собой разумеется	2	1
70	смысле как мы	1	1
71	то ни стало	2	1
72	чтобы можно было	1	1
73	так же и	1	1
74	не говоря уже	1	1
75	в настоящее время	3	1
76	в таком виде	1	1
77	также и в	2	1
78	в этом смысле	3	1
79	можно только при	2	1
80	в том и	1	1
81	том что он	1	1
82	свидетельствует о том	2	1
83	в том же	1	1
84	должен был бы	1	1
85	же как и	1	1
86	не так уж	2	1
87	на эти темы	1	1
88	во что бы	2	1
89	являются для нас	1	1
90	дело только в	1	1
91	вопрос о значении	1	1
92	является то что	1	1
93	также и то	3	1
94	бы то ни	3	1
95	каждой из этих	1	1
96	только то что	1	1
97	или иначе но	1	1
98	это вовсе не	1	1
99	точно так же	4	1
100	вовсе не так	1	1
101	том смысле как	1	1
102	и вовсе не	1	1
103	конечно это не	1	1
104	в том случае	3	1
105	был свободен от	1	1
106	в это время	2	1
107	что бы то	2	1
108	о том как	1	1
109	то время как	2	1
110	если не считать	1	1
111	и что в	1	1
112	в глазах самого	1	1
113	в его работе	1	1
114	и в своих	1	1
115	содержит в себе	4	1
116	в его время	1	1
117	того чтобы не	1	1
118	и в то	2	1
119	а есть только	1	1
120	и в отношении	3	1
121	как будто бы	1	1
122	этой области можно	1	1
123	но даже и	2	1
124	а с другой	2	1
125	не стоило бы	1	1
126	то что он	1	1
127	только с точки	1	1
128	второй половины xix	1	1
129	что он делает	1	1
130	не менее и	1	1
131	сих пор не	1	1
132	надо сказать что	1	1
133	ни в каком	2	1
134	вместо этого он	1	1
135	собой разумеется что	1	1
136	и притом в	1	1
137	так же это	1	1
138	в одно целое	1	1
139	даже и в	2	1
140	те или иные	2	1
141	сказать что этот	1	1
142	и не хочет	1	1
143	или вернее сказать	1	1
144	в котором он	1	1
145	но все эти	1	1
146	что в своем	2	1
147	в вопросе о	2	1
148	к тому что	2	1
149	так что в	1	1
150	тем обстоятельством что	1	1
151	внимание на то	1	1
152	нечего и говорить	1	1
153	и это самое	1	1
154	и не в	1	1
155	в конце концов	5	1
156	том что и	1	1
157	он не только	1	1
158	в разных изданиях	1	1
