N	3gram	Bakhtin_Pr_2	StatiiOP
1	и т д	4	21
2	в том что	1	17
3	о том что	1	11
4	и т п	9	9
5	с точки зрения	8	8
6	можно было бы	3	8
7	до сих пор	7	7
8	на самом деле	1	6
9	с другой стороны	3	6
10	во всяком случае	1	6
11	в самом деле	4	5
12	не может быть	4	5
13	дело в том	1	4
14	т д но	1	4
15	то же время	5	4
16	так и в	1	4
17	на то что	2	4
18	в то же	5	4
19	по отношению к	5	3
20	т п в	1	3
21	но все же	2	3
22	у пушкина но	1	2
23	в том числе	1	2
24	и в том	1	2
25	хотя бы и	1	2
26	в той же	1	2
27	но и в	1	2
28	что в нем	1	2
29	том числе и	1	2
30	может быть и	2	2
31	по крайней мере	1	2
32	то что у	1	2
33	но в то	3	2
34	с одной стороны	1	2
35	в то время	2	2
36	так или иначе	1	2
37	т е в	1	2
38	на этот раз	1	2
39	в его собственной	1	2
40	тем не менее	2	2
41	как и в	3	2
42	а между тем	1	1
43	не может не	1	1
44	т е уже	1	1
45	в одном из	1	1
46	в той или	3	1
47	той или иной	3	1
48	и в первой	1	1
49	б м эйхенбаум	1	1
50	в настоящее время	2	1
51	также и в	1	1
52	в этом смысле	2	1
53	в том и	1	1
54	том что он	2	1
55	в том же	1	1
56	же как и	1	1
57	точки зрения его	1	1
58	что с точки	1	1
59	во второй части	1	1
60	сами по себе	1	1
61	что он не	1	1
62	бы то ни	1	1
63	же время не	1	1
64	а может быть	1	1
65	т е слова	1	1
66	это вовсе не	2	1
67	на этот вопрос	2	1
68	может быть даже	1	1
69	и в этих	2	1
70	и в других	1	1
71	этого места в	1	1
72	ни на одну	1	1
73	не может поэтому	1	1
74	о том как	1	1
75	то время как	2	1
76	лишь то что	1	1
77	этого слова без	1	1
78	же время оно	1	1
79	то что было	1	1
80	то что он	1	1
81	а вовсе не	1	1
82	на тему о	1	1
83	я не могу	2	1
84	не менее и	1	1
85	сих пор не	1	1
86	ни одного слова	1	1
87	ведь и сам	3	1
88	смысле этого слова	1	1
89	и не хочет	1	1
90	другой стороны и	2	1
91	каждом из этих	1	1
92	и не может	4	1
93	а не на	1	1
94	в каждом из	1	1
95	друг от друга	2	1
96	после того как	1	1
97	что как раз	1	1
98	общего дела в	1	1
99	в узком смысле	2	1
100	так что в	1	1
101	если бы оно	1	1
102	т д как	1	1
103	в такой форме	1	1
104	и не в	1	1
105	в конце концов	2	1
106	со всеми его	1	1
107	он не только	1	1
