N	3gram	Vygotskiy__4	KulturaY
1	в том что	31	10
2	в русском языке	1	9
3	можно было бы	5	9
4	с точки зрения	11	8
5	для того чтобы	5	8
6	в самом деле	6	7
7	то обстоятельство что	3	7
8	с другой стороны	8	7
9	в этом смысле	8	5
10	во всяком случае	3	5
11	само по себе	1	5
12	тем не менее	1	5
13	в зависимости от	1	4
14	в этой области	2	4
15	не только в	1	4
16	не может быть	1	4
17	в этом отношении	7	3
18	точно так же	3	3
19	в конце концов	1	3
20	в связи с	3	3
21	что все эти	1	3
22	не говоря уже	1	2
23	на самом деле	1	2
24	но даже и	1	2
25	тем самым мы	1	2
26	в этом случае	3	2
27	только в том	2	2
28	говоря уже о	1	2
29	том случае если	1	2
30	с этой точки	4	2
31	вместе с тем	3	2
32	в том случае	1	2
33	в силу той	1	2
34	так же как	5	2
35	в отличие от	2	2
36	в свое время	2	2
37	по себе не	1	2
38	этой точки зрения	4	2
39	в свою очередь	2	2
40	но все же	1	2
41	мы знаем что	1	2
42	можно сказать что	1	2
43	мы говорим о	1	2
44	и приводит к	1	2
45	на то что	4	2
46	мы будем иметь	1	1
47	я думаю что	1	1
48	том что в	1	1
49	в том смысле	2	1
50	сводится в сущности	1	1
51	состоит в том	3	1
52	чуть ли не	1	1
53	прежде всего в	1	1
54	таким же образом	1	1
55	в настоящее время	2	1
56	слова не только	1	1
57	так как оно	1	1
58	мы видели выше	1	1
59	и не только	2	1
60	принять во внимание	1	1
61	до сих пор	1	1
62	и на том	1	1
63	что он не	1	1
64	бы то ни	1	1
65	не имеет никакого	1	1
66	в первую очередь	4	1
67	нет никаких оснований	1	1
68	мы могли бы	9	1
69	только то что	1	1
70	то же в	1	1
71	состоит не в	1	1
72	совершенно ясно что	1	1
73	том смысле как	1	1
74	одном и том	1	1
75	и той же	4	1
76	может быть не	1	1
77	и то что	4	1
78	и в частности	1	1
79	все это в	1	1
80	то время как	1	1
81	том что мы	1	1
82	в данном случае	2	1
83	имеет еще и	1	1
84	того что слово	1	1
85	то ни было	1	1
86	в противоречии с	1	1
87	с одной стороны	9	1
88	смысле этого слова	7	1
89	и том же	1	1
90	и здесь мы	1	1
91	а также и	1	1
92	с помощью которого	2	1
93	по сравнению с	3	1
94	не могут быть	2	1
95	что к этому	1	1
96	едва ли не	1	1
97	привести к такому	1	1
98	все более и	2	1
99	у нас нет	1	1
100	могли бы сказать	2	1
101	вместо того чтобы	1	1
102	не только у	1	1
103	приводит к положению	1	1
104	иначе как в	1	1
105	потому что и	1	1
106	убедиться в этом	1	1
107	становится для нас	1	1
108	но для того	1	1
109	значение этого вопроса	1	1
110	новые и новые	1	1
111	заключается в том	14	1
112	в то время	1	1
113	в том чтобы	2	1
114	как и в	1	1
115	о том что	3	1
116	ничего общего с	1	1
117	на том простом	1	1
118	с самого начала	1	1
119	более и более	2	1
120	что иное как	1	1
121	речь идет о	3	1
122	о которых говорит	1	1
123	они ни были	1	1
124	после того как	1	1
125	в вопросе о	2	1
126	к тому что	1	1
127	было бы сказать	1	1
128	в каком отношении	1	1
129	одной и той	4	1
130	не что иное	1	1
131	тех или иных	1	1
132	по сравнению со	1	1
133	то же что	1	1
134	мы сталкиваемся с	1	1
135	ничего принципиально нового	1	1
136	находит свое выражение	1	1
137	в сущности к	1	1
138	к тому же	1	1
139	только тогда когда	1	1
140	как мы видели	2	1
