N	2gram	Voloshinov_1	Istorich
1	и в	16	22
2	мы имеем	1	19
3	в этом	9	17
4	что в	3	15
5	не только	7	14
6	но и	4	12
7	и не	4	12
8	в этих	3	11
9	может быть	17	11
10	и пр	12	11
11	но в	4	10
12	таким образом	9	10
13	еще не	5	10
14	в нем	4	9
15	что и	2	9
16	в том	3	9
17	что он	2	9
18	вместе с	3	9
19	как мы	4	8
20	мы видим	2	8
21	что они	1	8
22	с этим	2	8
23	том что	3	8
24	но не	1	7
25	то что	3	7
26	и здесь	1	7
27	мы должны	1	7
28	уже не	1	7
29	так как	4	7
30	с другой	1	7
31	предположить что	1	7
32	к этому	2	7
33	то же	2	6
34	мы уже	2	6
35	во время	3	6
36	ничего не	1	6
37	связи с	1	6
38	если бы	1	6
39	в них	2	6
40	что здесь	1	6
41	то и	1	6
42	мы можем	9	6
43	а не	1	6
44	связь с	1	6
45	в течение	1	6
46	а в	3	6
47	с ней	1	6
48	все же	1	5
49	он не	2	5
50	что она	1	5
51	в этой	4	5
52	не менее	2	5
53	могут быть	3	5
54	к нему	1	5
55	в свете	1	5
56	один из	2	5
57	до сих	3	5
58	в некоторых	1	5
59	у меня	1	5
60	в частности	2	5
61	этот мотив	1	5
62	есть и	2	5
63	сих пор	3	5
64	мы здесь	1	4
65	и на	4	4
66	все эти	5	4
67	отношение к	5	4
68	имеем в	1	4
69	на этом	3	4
70	и с	8	4
71	не всегда	1	4
72	у нас	1	4
73	как это	3	4
74	и его	8	4
75	что на	2	4
76	она не	1	4
77	в пределах	2	4
78	находится в	2	4
79	в другой	1	4
80	только в	4	4
81	и они	1	4
82	его и	1	4
83	связано с	1	4
84	они не	2	4
85	в данном	1	4
86	для нас	2	4
87	в свою	1	4
88	не может	8	4
89	что иное	1	3
90	я не	1	3
91	и ее	4	3
92	не совсем	1	3
93	иное как	1	3
94	в чем	5	3
95	со стороны	1	3
96	некоторое время	1	3
97	и как	3	3
98	и к	6	3
99	выше мы	1	3
100	из этих	2	3
101	на его	1	3
102	их в	3	3
103	его в	4	3
104	было бы	2	3
105	для них	1	3
106	как и	2	3
107	не будем	1	3
108	можно ли	1	3
109	никогда не	2	3
110	к тому	1	3
111	о том	2	3
112	данном случае	1	3
113	особого рода	1	3
114	в его	4	3
115	эти два	1	3
116	и она	3	3
117	с ними	4	3
118	прежде всего	9	3
119	у него	2	3
120	мы еще	1	3
121	в связи	1	3
122	так же	2	3
123	мы увидим	1	3
124	но это	2	3
125	его не	1	3
126	и все	4	3
127	сказать что	7	3
128	не что	1	3
129	ее в	2	3
130	все что	4	3
131	ту же	2	2
132	и то	1	2
133	к нашей	1	2
134	на самом	4	2
135	и есть	3	2
136	не имеют	1	2
137	той же	1	2
138	же как	2	2
139	вопрос о	1	2
140	из того	1	2
141	в ней	1	2
142	знаем что	2	2
143	на другой	1	2
144	через некоторое	1	2
145	в качестве	1	2
146	вступают в	1	2
147	мы сейчас	1	2
148	хотя и	1	2
149	что по	1	2
150	есть ли	1	2
151	в этот	2	2
152	ни один	1	2
153	образом и	1	2
154	во многих	1	2
155	я умру	1	2
156	при этом	6	2
157	из этой	1	2
158	и вот	3	2
159	так и	4	2
160	на все	1	2
161	большинстве случаев	3	2
162	уже знаем	1	2
163	ни в	5	2
164	вовсе не	1	2
165	с тем	1	2
166	и для	2	2
167	точки зрения	8	2
168	это делает	2	2
169	друг другу	1	2
170	что было	1	2
171	не имеет	1	2
172	одна из	1	2
173	в русском	1	2
174	отец не	1	2
175	в самых	1	2
176	на это	1	2
177	и это	6	2
178	и о	2	2
179	говорит и	1	2
180	роль в	1	2
181	в другом	1	2
182	связанных с	2	2
183	о ней	1	2
184	и что	1	2
185	все время	1	2
186	в него	5	2
187	же в	1	2
188	дело с	1	2
189	характерно для	2	2
190	и действительно	2	2
191	и так	2	2
192	к отцу	6	2
193	с одной	1	2
194	в жизни	2	2
195	что не	2	2
196	за счет	2	2
197	а то	1	2
198	мы знаем	3	2
199	всяком случае	3	2
200	в одном	3	2
201	перейти к	1	2
202	только на	3	2
203	и даже	4	2
204	даже не	3	2
205	и др	3	2
206	одной стороны	1	2
207	потом в	1	2
208	всю жизнь	2	2
209	именно так	1	2
210	нет никаких	2	2
211	и потому	3	2
212	матери и	3	2
213	можно сказать	4	2
214	в особом	1	2
215	еще более	1	2
216	не дает	1	2
217	нет ничего	1	2
218	совершенно не	8	2
219	жизни и	3	2
220	только не	1	2
221	во всяком	3	2
222	приводящая к	1	1
223	доступ в	2	1
224	и через	2	1
225	самом деле	6	1
226	согласии с	1	1
227	и этот	2	1
228	очень широко	1	1
229	хорошо и	1	1
230	мы не	2	1
231	на место	1	1
232	человека и	1	1
233	на них	2	1
234	между собой	2	1
235	столь же	1	1
236	что его	1	1
237	где же	1	1
238	здесь имеем	1	1
239	остановиться подробнее	1	1
240	но как	2	1
241	роль их	1	1
242	со всеми	2	1
243	к ним	2	1
244	иногда и	1	1
245	нет и	2	1
246	только путем	1	1
247	женской линии	1	1
248	к сожалению	1	1
249	отнюдь не	4	1
250	общего с	1	1
251	все остальные	2	1
252	из сознания	1	1
