N	3gram	Berdyaev_O_1	Myslijsy
1	во всяком случае	1	7
2	в том что	1	7
3	сам по себе	1	4
4	от того что	1	4
5	в одно время	1	4
6	заключает в себе	1	4
7	на то что	1	3
8	смысле этого слова	1	3
9	не могут быть	2	3
10	было для него	1	2
11	после того как	1	2
12	то что в	1	2
13	не в том	1	2
14	для того чтобы	3	2
15	само по себе	1	2
16	не может быть	2	2
17	это так что	1	1
18	потому что в	1	1
19	это было бы	2	1
20	и в душе	1	1
21	о том как	1	1
22	том случае если	1	1
23	как это часто	1	1
24	с тем что	2	1
25	и не может	1	1
26	того что человек	1	1
27	и не в	1	1
28	в том случае	1	1
29	как и в	1	1
30	ни с какими	1	1
31	все что есть	1	1
32	есть одно из	1	1
33	по сравнению с	1	1
34	остается и в	1	1
35	есть не только	1	1
36	друг к другу	1	1
37	того чтобы сделать	1	1
38	или лучше сказать	1	1
39	не могут и	1	1
40	даже и в	1	1
41	тем что у	1	1
42	о том что	1	1
43	что у него	2	1
44	и в самом	1	1
45	и в этом	2	1
46	природы но и	3	1
