N	4gram	Tiupa_Disk_1	Analitik
1	в то же время	3	6
2	и не может быть	1	4
3	мы имеем дело с	1	3
4	состоит в том что	1	3
5	может быть сведено к	1	2
6	в том или ином	1	2
7	в том что он	1	2
8	исходя из того что	1	2
9	в начале х годов	1	2
10	одного и того же	2	2
11	нет и не может	1	2
12	ни чисто внутренним субъективным	1	1
13	только в том что	1	1
14	от отца к сыну	1	1
15	мира вокруг я героя	1	1
16	не от отца к	1	1
17	некое интерсубъективное пространство общения	1	1
18	принесите лучшую одежду и	1	1
19	эксцессов и аномалий который	1	1
20	социальные характеристики другие аспекты	1	1
21	в чем и состоит	1	1
22	сами участвуем как слушатели-читатели	1	1
23	и внезакономерных явлениях а	1	1
24	встрече сознания с текстом	1	1
25	самого рассказывания в этом	1	1
26	мир эксцессов и аномалий	1	1
27	том что случилось однажды	1	1
28	чьего-то высказывания необходимо войти	1	1
29	который окружал человека к	1	1
30	слушающих их личностные и	1	1
31	по себе они таковыми	1	1
32	последний как коммуникативное событие	1	1
33	в качестве коммуникативного события	1	1
34	окружал человека к норме	1	1
35	родину чтобы воцариться в	1	1
36	необходимо войти в некое	1	1
37	о чем говорят героя	1	1
38	его и дайте перстень	1	1
39	говорящего и слушающих их	1	1
40	перед нами два события	1	1
41	трактовали не об однократных	1	1
42	выхожу один я на	1	1
43	одно и то же	1	1
44	которое не может быть	1	1
45	одежду и оденьте его	1	1
46	свою родину чтобы воцариться	1	1
47	ком или о чем	1	1
48	высказывания необходимо войти в	1	1
49	при встрече сознания с	1	1
50	в том случае если	1	1
51	и сами участвуем как	1	1
52	однократных и внезакономерных явлениях	1	1
53	себе они таковыми не	1	1
54	или во всяком случае	1	1
55	данность чьего-то высказывания необходимо	1	1
56	и социальные характеристики другие	1	1
57	мы и сами участвуем	1	1
58	о царских детях покидающих	1	1
59	войти в некое интерсубъективное	1	1
60	покидающих свою родину чтобы	1	1
61	субъекта объекта и адресата	1	1
62	внешним объективным ни чисто	1	1
63	об однократных и внезакономерных	1	1
64	ни убавить ни изменить	1	1
65	в этом последнем мы	1	1
66	последнем мы и сами	1	1
67	ни чисто внешним объективным	1	1
68	мир оправдан существованием человека	1	1
69	чтобы воцариться в чужой	1	1
70	в большей или меньшей	1	1
71	с той или иной	1	1
72	внезакономерных явлениях а о	1	1
73	о котором рассказано в	1	1
74	дискурс трактует последний как	1	1
75	и слушающих их личностные	1	1
76	два события событие о	1	1
77	царских детях покидающих свою	1	1
78	убавить ни изменить ничего	1	1
79	трактует последний как коммуникативное	1	1
80	ничего нельзя не сделав	1	1
81	личностные и социальные характеристики	1	1
82	слушающего читателя и того	1	1
83	не есть она сама	1	1
84	таковыми не являлись они	1	1
85	говорящего автора слушающего читателя	1	1
86	рассказывания в этом последнем	1	1
87	к норме и устройству	1	1
88	хотя в современной передаче	1	1
89	при таком взгляде на	1	1
90	быть ни чисто внешним	1	1
91	не может быть ни	1	1
92	событие о котором рассказано	1	1
93	и аномалий который окружал	1	1
94	в науке о литературе	2	1
95	в его событийной полноте	1	1
96	и событие самого рассказывания	1	1
97	не являлись они трактовали	1	1
98	и оденьте его и	1	1
99	при-общения раз-общения которое не	1	1
100	один я на дорогу	1	1
101	оденьте его и дайте	1	1
102	детях покидающих свою родину	1	1
103	этом последнем мы и	1	1
104	пространство общения со-общения при-общения	1	1
105	человека к норме и	1	1
106	том что бывает всегда	1	1
107	вид сюжетных сами по	1	1
108	автора слушающего читателя и	1	1
109	социального взаимодействия трех говорящего	1	1
110	и дискурс трактует последний	1	1
111	в некое интерсубъективное пространство	1	1
112	в том числе и	2	1
113	языка и дискурс трактует	1	1
