N	2gram	Voloshinov_1	OGranits
1	и в	19	13
2	и его	19	12
3	абстрактного объективизма	16	10
4	прежде всего	13	9
5	может быть	26	8
6	не может	24	8
7	и не	26	8
8	и т.п	10	7
9	в его	6	7
10	и их	2	7
11	и пр	12	7
12	точки зрения	34	7
13	социального общения	12	6
14	только в	9	6
15	как бы	15	6
16	не только	8	6
17	то что	8	6
18	мы должны	3	6
19	таким образом	17	6
20	языка и	13	5
21	в материале	3	5
22	и т.д	2	5
23	все же	8	5
24	и наконец	1	5
25	но ведь	1	5
26	метода в	1	5
27	с точки	20	5
28	в процессе	14	5
29	хотя бы	5	5
30	и эта	4	5
31	мы не	6	4
32	социальной группы	1	4
33	тех пор	2	4
34	еще и	1	4
35	но в	7	4
36	до тех	2	4
37	мы можем	2	4
38	то же	7	4
39	лишь в	9	4
40	в сознании	2	4
41	в своей	3	4
42	в школе	1	4
43	было бы	4	4
44	все это	3	4
45	в двух	2	4
46	не является	4	4
47	вполне понятно	3	4
48	в каждом	7	4
49	связана с	2	3
50	и то	1	3
51	в ее	7	3
52	самом деле	10	3
53	в пределах	6	3
54	так и	11	3
55	при анализе	1	3
56	понятно что	3	3
57	говорить о	1	3
58	пор пока	2	3
59	по отношению	3	3
60	за пределы	5	3
61	общего с	3	3
62	с этим	4	3
63	в которой	3	3
64	ни один	1	3
65	в себе	2	3
66	к единству	2	3
67	языка как	17	3
68	к одному	4	3
69	не как	2	3
70	в одном	1	3
71	так как	2	3
72	здесь мы	4	3
73	но и	8	3
74	слово в	3	3
75	как системы	5	3
76	как и	12	3
77	точку зрения	2	3
78	что же	4	3
79	не в	5	3
80	есть прежде	1	3
81	но для	2	3
82	и для	11	3
83	никогда не	2	3
84	и все	5	3
85	превращается в	1	3
86	отношению к	2	3
87	не столько	4	3
88	что в	4	3
89	ничего общего	5	3
90	и др	2	2
91	зависимости от	2	2
92	и может	1	2
93	и этот	2	2
94	конечно в	2	2
95	мы уже	2	2
96	те же	5	2
97	к анализу	1	2
98	мог бы	2	2
99	исследовательского пути	2	2
100	подойти к	2	2
101	и классификации	1	2
102	является уже	1	2
103	если бы	2	2
104	языковых форм	5	2
105	может в	1	2
106	не что	1	2
107	с самого	4	2
108	и должно	1	2
109	в ней	4	2
110	ее в	1	2
111	в чем	2	2
112	вне всякой	1	2
113	помимо этого	1	2
114	между тем	3	2
115	явлений и	2	2
116	социального события	1	2
117	в общем	1	2
118	нуждается в	3	2
119	в языке	4	2
120	лингвистики в	1	2
121	во всей	1	2
122	чем же	4	2
123	и следовательно	3	2
124	материалом для	1	2
125	его на	1	2
126	как в	4	2
127	в которую	1	2
128	в данном	4	2
129	в этом	16	2
130	в лингвистике	4	2
131	в том	6	2
132	двух разных	1	2
133	мы видим	1	2
134	тот же	4	2
135	с ними	1	2
136	в действительности	2	2
137	между системой	1	2
138	все явления	1	2
139	от этого	2	2
140	во времени	1	2
141	в целом	1	2
142	и тем	1	2
143	все эти	7	2
144	с одной	1	2
145	уже в	1	2
146	мы получим	1	2
147	иным как	1	2
148	в нем	10	2
149	при этом	8	2
150	языка но	1	2
151	школы и	2	2
152	для него	9	2
153	в другом	2	2
154	говорить об	1	2
155	вовсе не	5	2
156	о языке	8	2
157	общения и	5	2
158	тем что	2	2
159	этой проблемы	4	2
160	в области	3	2
161	с другой	5	2
162	а как	3	2
163	в самом	10	2
164	входит в	5	2
165	может стать	5	2
166	как индивидуальное	1	2
167	она является	1	2
168	не чем	1	2
169	истории языка	2	2
170	одной стороны	1	2
171	более того	3	2
172	а не	7	2
173	другой стороны	6	2
174	между собою	1	2
175	там где	2	2
176	в связи	7	2
177	том что	3	2
178	с помощью	6	2
179	и при	3	2
180	разрыв между	1	2
181	и ее	3	2
182	так же	7	2
183	в отношении	4	2
184	и помимо	1	2
185	форм но	1	2
186	с этой	2	2
187	слова и	3	2
188	не менее	4	2
189	самого начала	4	2
190	не имеет	3	2
191	форм и	4	2
192	сознания и	3	2
193	на язык	3	2
194	бы в	2	2
195	и является	2	2
196	общественной психологии	7	2
197	а в	4	2
198	еще в	1	2
199	в целях	3	2
200	нет ничего	3	2
201	и к	3	2
202	имеет место	2	2
203	могут быть	2	2
204	чем иным	1	2
205	в своих	2	2
206	каждое слово	1	2
207	к тому	2	2
208	данную эпоху	1	1
209	и это	3	1
210	эту систему	1	1
211	оно может	4	1
212	одним из	2	1
213	также и	1	1
214	же как	2	1
215	и предварительно	1	1
216	вне этого	3	1
217	в виду	2	1
218	того же	6	1
219	выражения в	1	1
220	на основе	1	1
221	с эстетикой	1	1
222	уже к	1	1
223	науки о	4	1
224	это и	3	1
225	индивидуального организма	5	1
226	последнее время	1	1
227	его школа	1	1
