N	4gram	Bakhtin_Fr_4	formyVre
1	в то же время	8	6
2	одного и того же	1	5
3	и в то же	4	4
4	как мы уже говорили	4	3
5	одно и то же	1	3
6	с одной стороны и	1	2
7	дело в том что	1	2
8	ни в чем не	1	2
9	в том числе и	2	2
10	в то время как	1	2
11	в соответствии с этим	1	2
12	как мы уже сказали	1	2
13	в это время и	1	1
14	были чрезвычайно распространены в	1	1
15	жизни в ее целом	1	1
16	тем чем они были	1	1
17	здесь в отличие от	1	1
18	не только и не	1	1
19	чем они были в	1	1
20	и до сих пор	1	1
21	ее целом с ее	1	1
22	перестали быть тем чем	1	1
23	в ее целом с	1	1
24	находится в противоречии с	1	1
25	только и не столько	1	1
26	быть тем чем они	1	1
27	но в то же	1	1
