N	2gram	Vygotskiy__4	TeoriaLi
1	в мире	3	24
2	не только	7	18
3	и не	13	16
4	а в	4	14
5	и в	33	13
6	в частности	4	13
7	то есть	13	12
8	так и	3	12
9	может быть	22	12
10	в этом	28	11
11	представляет собой	2	11
12	при этом	2	11
13	в том	21	11
14	но не	3	10
15	и его	5	10
16	а не	6	10
17	то же	9	9
18	в его	10	9
19	по отношению	1	8
20	такого рода	1	8
21	сводится к	2	8
22	в душе	1	8
23	но и	3	8
24	отношению к	1	8
25	что в	21	8
26	в себе	6	7
27	том что	22	7
28	точки зрения	6	7
29	в то	3	7
30	во второй	1	7
31	только в	4	7
32	себя в	4	7
33	как это	14	7
34	еще не	1	6
35	с его	2	6
36	но в	2	6
37	место в	2	6
38	в русской	2	6
39	же время	2	6
40	как бы	25	6
41	мы имеем	2	5
42	в своем	7	5
43	в самом	12	5
44	он не	11	5
45	как и	5	5
46	не в	2	5
47	тем самым	3	5
48	в нем	7	5
49	в ее	2	5
50	в пределах	3	5
51	а также	1	5
52	между тем	1	5
53	с другой	2	5
54	как в	3	5
55	в искусстве	2	5
56	героя и	2	5
57	говорить о	3	4
58	конечном счете	1	4
59	то что	44	4
60	ни в	3	4
61	в своей	4	4
62	в их	2	4
63	не столько	1	4
64	читателя в	2	4
65	можно сказать	2	4
66	в конечном	1	4
67	и ее	2	4
68	но он	6	4
69	личности и	1	4
70	в свою	1	4
71	сказать что	13	4
72	не может	10	4
73	и то	2	3
74	между двумя	2	3
75	на две	2	3
76	например в	3	3
77	художественного произведения	1	3
78	что можно	1	3
79	своем составе	1	3
80	в сторону	3	3
81	не все	2	3
82	в художественном	2	3
83	перед нами	6	3
84	и к	2	3
85	со своей	1	3
86	все эти	6	3
87	в нашем	1	3
88	в этой	9	3
89	он должен	1	3
90	и вот	6	3
91	его в	3	3
92	этом смысле	1	3
93	и сам	1	3
94	в этих	1	3
95	в отношении	1	3
96	никогда не	5	3
97	как раз	9	3
98	потому что	24	3
99	свою очередь	1	3
100	другой стороны	2	3
101	так в	1	3
102	в другом	1	3
103	о ней	2	3
104	в порядке	4	3
105	и что	25	3
106	того что	4	3
107	а с	2	3
108	во времени	1	3
109	для него	1	3
110	слова в	1	3
111	с ее	3	3
112	именно в	2	3
113	и др	1	3
114	в воображении	1	3
115	прежде всего	2	3
116	и потому	2	3
117	этого слова	3	3
118	к которому	1	3
119	таким образом	13	3
120	или в	1	3
121	в основе	3	3
122	речи и	1	3
123	была бы	2	2
124	того же	1	2
125	и это	5	2
126	это и	5	2
127	на деле	1	2
128	случае это	1	2
129	принадлежит к	2	2
130	я не	4	2
131	в целом	5	2
132	во мне	1	2
133	жизни однако	1	2
134	в чем	1	2
135	чем это	1	2
136	могло быть	1	2
137	но как	1	2
138	у него	6	2
139	в стихе	1	2
140	человеческих отношений	1	2
141	за пределы	1	2
142	что они	6	2
143	сама по	3	2
144	как говорит	2	2
145	как к	1	2
146	и как	5	2
147	говорит что	10	2
148	в которой	4	2
149	образом и	1	2
150	так или	1	2
151	рассказ о	1	2
152	не следует	1	2
153	здесь мы	3	2
154	могла бы	4	2
155	тем в	1	2
156	об этом	4	2
157	это не	6	2
158	вовсе не	5	2
159	иначе говоря	2	2
160	и некоторые	1	2
161	с точки	4	2
162	их в	3	2
163	по себе	9	2
164	даже в	2	2
165	только не	2	2
166	вытекает из	1	2
167	казалось бы	5	2
168	слова как	3	2
169	своей природе	1	2
170	как будто	8	2
171	и для	3	2
172	глаза в	1	2
173	вокруг него	1	2
174	и о	4	2
175	что может	3	2
176	к его	1	2
177	мы в	3	2
178	если бы	10	2
179	в виду	2	2
180	и здесь	3	2
181	о том	20	2
182	что каждый	1	2
183	в глаза	1	2
184	к действительности	1	2
185	это было	4	2
186	к нему	1	2
187	во всех	2	2
188	или иначе	1	2
189	вслед за	3	2
190	с одной	3	2
191	его текст	1	2
192	в конце	8	2
193	во всей	3	2
194	и даже	1	2
195	со стороны	2	2
196	в данный	1	2
197	перед ним	2	2
198	себя и	1	2
199	одной стороны	3	2
200	а на	2	2
201	мы легко	3	2
202	в рассказе	8	2
203	не на	2	2
204	ясно говорит	1	2
205	вместе с	8	2
206	так же	13	2
207	из которых	3	2
208	искусства но	1	2
209	в той	3	2
210	к тому	12	2
211	совершенно иной	1	2
212	жизни в	1	2
213	одной из	1	2
214	имеет в	1	2
215	что он	20	2
216	либо в	4	2
217	и состоит	1	2
218	но наоборот	1	1
219	художественном произведении	1	1
220	говоря о	1	1
221	те же	2	1
222	убийства и	2	1
223	также и	2	1
224	таком случае	1	1
225	с жизнью	1	1
226	человека и	1	1
227	начинается с	1	1
228	отделен от	1	1
229	переходит к	1	1
230	связана с	1	1
231	идет о	3	1
232	и есть	4	1
233	тем же	1	1
234	ее никто	1	1
235	конечно с	1	1
236	к другому	1	1
237	и чрезвычайно	1	1
238	и до	3	1
239	из его	2	1
240	едва ли	2	1
241	действительности и	1	1
242	и ясный	1	1
243	со всех	1	1
244	что даже	1	1
245	той же	4	1
246	от художественного	1	1
247	же как	3	1
248	при анализе	2	1
249	превратилась в	1	1
250	вопрос о	2	1
251	акта в	1	1
252	впечатление от	2	1
253	все и	1	1
254	это всегда	1	1
255	этом так	1	1
256	завершение и	1	1
257	акте выбора	1	1
258	и со	1	1
259	которое в	1	1
260	события на	1	1
261	говорил о	1	1
262	не от	1	1
263	и на	5	1
264	это возможно	1	1
265	и возможности	1	1
266	на их	1	1
267	столь же	2	1
268	бы то	2	1
269	события в	3	1
270	тем как	1	1
271	проникновение в	1	1
272	истинный смысл	2	1
273	совсем не	1	1
274	легко может	1	1
275	не таково	1	1
276	нет не	1	1
277	если в	1	1
278	одной общей	1	1
279	с совершенно	4	1
280	значение для	1	1
281	оно является	2	1
282	на то	10	1
283	в истории	1	1
284	более чем	1	1
285	себя за	1	1
286	независимо от	1	1
287	о жизни	1	1
288	что касается	2	1
289	могли бы	2	1
290	целый ряд	5	1
291	неизмеримо более	1	1
292	совершенно иными	1	1
293	в условиях	1	1
294	из жизни	1	1
295	что это	13	1
296	не упоминается	2	1
297	из этих	2	1
298	на могиле	1	1
299	что автор	4	1
300	раз в	7	1
301	нас на	1	1
302	его воли	1	1
303	говорят о	1	1
304	двух других	1	1
305	если он	2	1
306	не могла	1	1
307	что одна	1	1
