N	2gram	Bakhtin_Pr_3	Mirosoze
1	и в	53	46
2	у достоевского	17	34
3	в нем	10	22
4	у него	1	22
5	может быть	12	21
6	в этом	8	20
7	не только	4	18
8	и не	15	18
9	никогда не	2	18
10	но и	7	15
11	не может	2	15
12	человека в	3	14
13	как и	11	13
14	ведет к	1	13
15	а не	11	13
16	друг друга	1	12
17	к человеку	2	12
18	прежде всего	15	12
19	потому что	5	12
20	и он	1	11
21	не было	4	11
22	но он	2	11
23	в ней	7	11
24	но в	5	10
25	в себе	5	10
26	он не	3	10
27	достоевский был	4	9
28	он был	1	9
29	не в	2	9
30	не знает	4	9
31	отношение к	6	8
32	и достоевский	1	8
33	в своем	1	8
34	на земле	14	8
35	так как	7	8
36	если нет	1	8
37	человека к	3	8
38	как бы	14	8
39	но это	3	8
40	для достоевского	3	8
41	человека и	7	7
42	связана с	2	7
43	ивана карамазова	4	7
44	человеческой природы	1	7
45	в мире	5	7
46	как в	7	7
47	и к	5	7
48	в этой	1	7
49	человек не	1	7
50	хотя бы	2	7
51	и потому	5	7
52	и для	4	7
53	что он	4	7
54	что это	2	6
55	в бесах	2	6
56	нем есть	1	6
57	не могу	3	6
58	он сам	4	6
59	и здесь	1	6
60	жизнь в	2	6
61	жизни и	9	6
62	то же	6	5
63	есть не	1	5
64	я не	4	5
65	друг к	1	5
66	в самом	2	5
67	что она	1	5
68	что все	1	5
69	к другу	1	5
70	бога и	2	5
71	в своей	3	5
72	в конце	3	5
73	достоевский не	1	5
74	во всем	2	5
75	и его	10	5
76	и это	3	5
77	это не	6	5
78	один из	6	5
79	в его	8	5
80	для того	1	5
81	то что	9	5
82	и все	10	5
83	в духе	8	5
84	также и	4	4
85	с его	2	4
86	его на	1	4
87	петр верховенский	1	4
88	в жизни	8	4
89	в царстве	2	4
90	том что	5	4
91	жизнь и	1	4
92	должны быть	1	4
93	они и	2	4
94	так и	6	4
95	для этого	1	4
96	ума и	2	4
97	уже не	1	4
98	вопроса о	1	4
99	что и	3	4
100	они не	3	4
101	нет бога	2	4
102	что в	2	4
103	это и	1	3
104	человека через	1	3
105	той же	5	3
106	они были	1	3
107	начала в	1	3
108	и на	18	3
109	иное как	1	3
110	менее всего	2	3
111	человеку и	1	3
112	достоевского не	1	3
113	в сне	7	3
114	он в	2	3
115	творчество достоевского	2	3
116	как он	2	3
117	идеи и	3	3
118	и она	1	3
