N	3gram	Vygotskiy__1	Literetu
1	в том что	15	11
2	состоит в том	1	5
3	в отличие от	1	5
4	то же время	2	5
5	в то же	2	5
6	в данном случае	2	4
7	не только в	1	4
8	в конечном счете	1	4
9	прежде всего в	2	3
10	с этой точки	1	3
11	этой точки зрения	1	3
12	в силу своей	1	3
13	в том же	1	3
14	дело в том	1	2
15	по отношению к	7	2
16	с точки зрения	18	2
17	в этом отношении	4	2
18	из того что	5	2
19	и то что	1	2
20	ту или иную	1	2
21	с одной стороны	8	2
22	во всяком случае	3	2
23	о том что	6	2
24	и тем самым	3	2
25	тем не менее	1	2
26	в другом месте	6	1
27	не в состоянии	2	1
28	в чистом виде	1	1
29	то что я	1	1
30	не удивительно поэтому	1	1
31	что перед нами	2	1
32	на самом деле	1	1
33	на то что	3	1
34	в ответ на	1	1
35	в соответствии с	1	1
36	том что он	2	1
37	как раз и	1	1
38	в зависимости от	2	1
39	как это ни	1	1
40	в ходе исследования	1	1
41	распространяет и на	1	1
42	можно было бы	3	1
43	по крайней мере	1	1
44	не столько в	1	1
45	жизни и в	1	1
46	и в частности	2	1
47	в этой связи	1	1
48	в значительной степени	2	1
49	которые могли бы	1	1
50	и мн др	1	1
51	если говорить о	1	1
52	в самом деле	2	1
53	и в этом	1	1
54	слова в его	1	1
55	а с другой	2	1
56	раз и является	1	1
57	не в силах	1	1
58	автора и его	1	1
59	все более и	2	1
60	же время не	1	1
61	в целом ряде	1	1
62	с другой стороны	9	1
63	тем что в	1	1
64	не может быть	5	1
65	едва ли не	1	1
66	только то что	1	1
67	к действительности не	1	1
68	на какой бы	1	1
69	всего в том	1	1
70	при этом либо	1	1
71	в свою очередь	3	1
72	во внешнем мире	1	1
73	до сих пор	4	1
74	с самого начала	8	1
75	более и более	2	1
76	но все же	1	1
77	удивительно поэтому что	1	1
78	в этой книге	1	1
79	тем более что	1	1
80	в том числе	1	1
81	в каком отношении	1	1
82	по этому пути	1	1
83	однако и здесь	1	1
84	и тем более	1	1
85	в равной мере	2	1
86	и т.д которая	1	1
87	том что для	1	1
