N	3gram	Medvedev_F_3	FransuaR
1	то же время	7	9
2	в то же	7	9
3	в том числе	1	4
4	как мы видели	2	4
5	в конце концов	2	4
6	с точки зрения	14	3
7	все то что	1	3
8	так и в	2	3
9	в том что	3	3
10	а следовательно и	1	2
11	дело в том	2	2
12	по отношению к	3	2
13	имеем в виду	1	2
14	и до конца	1	2
15	о том как	2	2
16	в этом отношении	3	2
17	в большинстве случаев	4	2
18	том числе и	1	2
19	можно было бы	1	2
20	и в этой	1	2
21	в значительной степени	1	2
22	как и в	1	2
23	начала и до	1	2
24	бы оно ни	1	2
25	в его целом	1	2
26	оно ни было	1	2
27	мы имеем в	1	2
28	с начала и	1	2
29	потому что он	3	1
30	где кончается одно	1	1
31	что в этом	1	1
32	с таким же	2	1
33	в изобразительных искусствах	1	1
34	иерархическое место в	1	1
35	на самом деле	12	1
36	то же самое	3	1
37	в том же	1	1
38	мы уже знаем	2	1
39	и по отношению	1	1
40	на первый план	1	1
41	уже знаем что	2	1
42	сам по себе	1	1
43	остается подвести некоторые	1	1
44	в той же	1	1
45	на самом же	2	1
46	таким образом все	1	1
47	как и с	1	1
48	с тем что	1	1
49	до конца нельзя	1	1
50	провести границу между	1	1
51	ни взяли мы	1	1
52	от всех тех	1	1
53	в нем как	1	1
54	и с помощью	1	1
55	со всех сторон	1	1
56	смыслу так же	1	1
57	в этом романе	3	1
58	в это время	1	1
59	что в слове	1	1
60	в данном случае	4	1
61	мы еще вернемся	1	1
62	не только в	1	1
63	нужно прибавить что	1	1
64	здесь не в	1	1
65	кончается одно и	1	1
66	для него это	1	1
67	и во всяком	2	1
68	о том что	1	1
69	то же что	2	1
70	в том или	1	1
71	в связи с	4	1
72	в одной плоскости	3	1
73	нет никаких оснований	1	1
74	и ничем не	1	1
75	вовсе не являются	1	1
76	и в романе	1	1
77	о котором мы	1	1
78	в романе и	1	1
79	целом так и	1	1
80	как бы еще	1	1
81	а не наоборот	1	1
82	во всяком случае	6	1
83	как и все	2	1
84	с помощью каких	1	1
85	его целом так	1	1
86	том что они	1	1
87	с самого начала	1	1
88	и в самом	1	1
89	подвести некоторые итоги	1	1
90	выходит за пределы	1	1
91	самом деле здесь	1	1
92	именно потому что	2	1
93	но он может	1	1
94	самом же деле	2	1
95	в этом смысле	2	1
96	еще вернемся в	1	1
97	мы уже указывали	1	1
98	и в том	1	1
99	эпоху и в	1	1
100	если отвлечься от	1	1
101	свою роль в	1	1
102	в последнем счете	2	1
103	том или ином	1	1
104	переходит в другое	1	1
105	мы увидим что	2	1
106	во все стороны	1	1
