N	2gram	Nazirov_Vr_1	FransuaR
1	и в	8	41
2	и т.п	2	19
3	во всех	1	17
4	таким образом	2	17
5	в нем	6	16
6	и с	6	16
7	и его	3	13
8	но и	7	13
9	в этом	8	12
10	все это	4	11
11	в самом	1	10
12	не только	9	10
13	прежде всего	1	10
14	то что	7	10
15	во время	2	9
16	о том	4	9
17	и все	7	9
18	но в	6	8
19	в этой	2	8
20	никогда не	2	8
21	в них	2	7
22	как и	6	7
23	том что	3	7
24	в его	3	7
25	у него	5	7
26	в особенности	1	7
27	как бы	4	7
28	что в	7	7
29	также и	1	6
30	в году	18	6
31	в то	5	6
32	один из	1	6
33	с помощью	1	6
34	вместе с	2	6
35	что он	4	6
36	что образ	1	5
37	и он	2	5
38	с его	3	5
39	в ее	1	5
40	в своем	3	5
41	что это	1	5
42	в себе	2	5
43	то же	5	5
44	той же	1	5
45	рядом с	2	5
46	еще в	1	5
47	но он	3	5
48	в эпизоде	1	5
49	во всем	1	5
50	тем что	3	5
51	так и	1	5
52	и что	8	5
53	а также	2	5
54	же время	5	5
55	в литературе	1	5
56	из них	2	5
57	в одном	1	5
58	во франции	1	5
59	так же	4	5
60	в той	2	5
61	одним из	3	4
62	того же	1	4
63	в ней	4	4
64	он был	3	4
65	как в	1	4
66	и как	3	4
67	и наконец	1	4
68	но они	1	4
69	все же	6	4
70	и образ	1	4
71	роль в	1	4
72	и вообще	1	4
73	с ним	4	4
74	уже в	4	4
75	в котором	6	4
76	и даже	6	4
77	с другой	1	4
78	именно в	1	4
79	более того	1	4
80	и от	1	4
81	о котором	1	4
82	а в	2	4
83	не может	2	4
84	из этого	1	4
85	все что	1	4
86	он сам	2	3
87	первый план	1	3
88	в чем	3	3
89	с этим	1	3
90	при этом	4	3
91	и сам	1	3
92	в плане	1	3
93	людей и	1	3
94	как пример	1	3
95	было бы	1	3
96	на первый	2	3
97	и их	1	3
98	также что	1	3
99	потому что	1	3
100	этом отношении	1	3
101	в духе	1	3
102	до сих	1	3
103	к нему	1	3
104	романа в	1	3
105	в него	2	3
106	того что	1	3
107	литературе и	1	3
108	в начале	6	3
109	до того	1	3
110	и самый	1	3
111	рассказы о	1	3
112	в первой	1	3
113	и не	5	3
114	сих пор	1	3
115	но это	2	3
116	не мог	2	3
117	жизни и	1	3
118	они не	1	3
119	как известно	1	2
120	и то	2	2
121	это и	1	2
122	с точки	2	2
123	не будем	1	2
124	говорить о	1	2
125	но не	1	2
126	то он	1	2
127	что они	1	2
128	в истории	4	2
129	точки зрения	2	2
130	дает нам	1	2
131	хотя и	1	2
132	и отчасти	1	2
133	этот роман	2	2
134	раз в	3	2
135	помощью которых	1	2
136	как он	1	2
137	у женщин	1	2
138	он не	3	2
139	всех этих	1	2
140	самим собой	1	2
141	это было	1	2
142	заключается в	1	2
143	а за	1	2
144	в развитии	1	2
145	одного и	1	2
146	в своей	2	2
147	представление о	1	2
148	мы находим	1	2
149	их в	2	2
150	как о	1	2
151	предполагать что	1	2
152	связи с	3	2
153	один раз	1	2
154	к себе	2	2
155	в эти	2	2
156	конечно в	1	2
157	в романе	6	2
158	доходит до	1	2
159	между тем	5	2
160	и во	3	2
161	тем более	2	2
162	но с	1	2
163	и образы	2	2
164	он стал	1	2
165	человека с	2	2
166	себя в	1	2
167	шесть месяцев	1	2
168	никто не	1	2
169	в конце	3	2
170	каждый из	1	2
171	может быть	4	2
172	как раз	2	2
173	в форме	1	2
174	человека и	1	2
175	до конца	1	2
176	был в	1	2
177	одну из	1	2
178	в частности	1	2
179	начиная с	2	2
180	влияния на	1	2
181	не был	1	2
182	хотя он	1	2
183	для нас	4	2
184	в эту	2	2
185	бы в	1	2
186	в этих	1	2
187	еще более	1	2
188	в том	3	2
189	и у	3	2
190	другой стороны	1	2
191	от этой	1	1
192	с утверждением	1	1
193	роль играет	1	1
194	к людям	1	1
195	то в	1	1
196	о чисто	1	1
197	которую они	1	1
198	он уже	1	1
199	в их	1	1
200	полагает что	1	1
201	не забудем	1	1
202	мотивы и	2	1
203	что уже	1	1
204	он как	1	1
205	как имя	1	1
206	совпадает с	1	1
207	хуже чем	1	1
208	роман в	1	1
209	ему в	1	1
210	а другие	1	1
211	еще не	2	1
212	на них	1	1
213	далее в	1	1
214	одним словом	1	1
215	вскоре после	1	1
216	о смерти	1	1
217	энергии и	1	1
218	раз а	1	1
219	отношение к	2	1
220	но нас	1	1
221	не просто	1	1
222	и речи	1	1
223	и я	1	1
224	как говорит	1	1
225	что к	2	1
226	там же	2	1
227	в этот	3	1
228	в письмах	2	1
229	в целом	1	1
230	во многих	1	1
231	еще один	1	1
232	рассказ о	1	1
233	и холодным	1	1
234	чувств и	2	1
235	не могла	1	1
236	этот процесс	1	1
237	в плен	1	1
238	при виде	1	1
239	сердце и	1	1
240	через несколько	1	1
241	из него	1	1
242	с такими	1	1
243	это конечно	1	1
244	на нее	1	1
245	для всех	1	1
246	есть все	1	1
247	их и	1	1
248	его в	3	1
249	в глазах	2	1
250	смеха и	1	1
251	исторического момента	1	1
252	в жизни	1	1
253	далеко не	3	1
254	эти годы	2	1
255	историю о	2	1
256	которой он	1	1
257	он и	1	1
258	несмотря на	4	1
259	отражение и	1	1
260	и увидев	1	1
261	тут нет	1	1
262	них много	1	1
263	место в	2	1
264	своего рода	1	1
265	одном из	1	1
266	чтоб я	1	1
267	по всем	1	1
268	не могли	1	1
269	иногда о	1	1
270	не менее	2	1
271	в обоих	1	1
272	правда в	1	1
273	того как	1	1
274	не имеет	1	1
275	ничего не	1	1
276	одна из	2	1
277	и другими	1	1
278	и пули	1	1
279	эпизода с	1	1
280	же года	1	1
281	ему и	1	1
282	своем увлечении	1	1
283	ему не	1	1
284	не знали	1	1
285	такие же	1	1
286	в момент	2	1
287	смотреть в	1	1
288	легенда о	1	1
289	могут быть	1	1
290	во все	1	1
291	по характеру	1	1
292	его с	2	1
293	этой легенды	1	1
294	на это	2	1
295	и это	2	1
296	и о	3	1
297	эти не	1	1
298	его почти	1	1
299	же не	2	1
300	людям если	1	1
301	то время	1	1
302	в ту	1	1
303	веру в	1	1
304	его были	1	1
305	ясно что	1	1
306	связан с	1	1
307	мировой литературе	1	1
308	жизнь и	1	1
309	эту сцену	2	1
310	об этом	5	1
311	о нем	6	1
312	и т.д	1	1
313	о знаменитом	1	1
314	нас в	1	1
315	это была	1	1
316	центрального образа	2	1
317	от них	1	1
318	этот момент	2	1
319	это не	4	1
320	в другой	1	1
321	того в	1	1
322	вслед за	1	1
323	руки его	1	1
324	нас интересует	1	1
325	из всех	1	1
