N	3gram	Bakhtin_Pr_3	Literetu
1	то же время	5	9
2	в то же	5	9
3	не может быть	1	7
4	в том что	3	5
5	состоит в том	1	4
6	с другой стороны	1	4
7	с точки зрения	2	3
8	в этом отношении	1	3
9	по отношению к	1	3
10	о том что	2	2
11	по крайней мере	1	2
12	в том числе	11	2
13	тем не менее	2	2
14	нет и не	1	1
15	мы имеем дело	1	1
16	и наконец в	2	1
17	впервые в истории	1	1
18	в соответствии с	2	1
19	то же самое	1	1
20	может быть наиболее	1	1
21	линию ее развития	1	1
22	и не может	1	1
23	одна из ведущих	2	1
24	один из ведущих	1	1
25	в отличие от	1	1
26	по отношению ко	1	1
27	является одним из	1	1
28	говорит о себе	1	1
29	том числе и	10	1
30	вместе с ним	1	1
31	можно было бы	1	1
32	все той же	1	1
33	то что было	1	1
34	во всей своей	1	1
35	я все еще	1	1
36	и то что	1	1
37	жизни и в	1	1
38	и в то	2	1
39	даже и не	2	1
40	у того же	1	1
41	в конце концов	1	1
42	в себя и	1	1
43	и т.п наконец	1	1
44	имеем дело с	1	1
45	со второй половины	1	1
46	прежде всего в	1	1
47	так и от	1	1
48	я не могу	1	1
49	в мире а	1	1
50	все то что	2	1
51	него как и	1	1
52	то есть в	2	1
53	и прежде всего	5	1
54	и стал я	1	1
55	той или иной	1	1
56	такие например как	1	1
57	после того как	1	1
58	тех или иных	1	1
59	в стихах и	1	1
60	всей своей полноте	1	1
61	и других в	2	1
