N	2gram	Bakhtin_Fr_2	Tragedij
1	и в	49	18
2	в романе	9	10
3	в году	13	9
4	в этом	15	9
5	не только	17	8
6	и с	6	7
7	и на	17	7
8	может быть	5	7
9	как бы	11	7
10	и не	15	7
11	но в	4	6
12	и его	17	6
13	в образе	1	6
14	же время	6	6
15	что он	3	6
16	у него	2	6
17	то же	7	5
18	все же	7	5
19	это не	1	5
20	как и	11	5
21	несмотря на	3	5
22	в то	6	5
23	в дальнейшем	2	5
24	так и	6	5
25	не может	7	5
26	он всегда	1	4
27	я не	1	4
28	еще не	2	4
29	в себе	4	4
30	в целом	1	4
31	в этой	10	4
32	в нем	9	4
33	об этом	1	4
34	том что	4	4
35	но и	13	4
36	и даже	2	4
37	прежде всего	19	4
38	так же	2	4
39	но это	2	4
40	все это	9	4
41	этот образ	1	4
42	что в	2	4
43	и все	3	4
44	то что	6	4
45	в мире	2	3
46	и он	1	3
47	своего рода	1	3
48	как в	1	3
49	в своем	5	3
50	и как	1	3
51	все эти	7	3
52	при этом	5	3
53	то есть	32	3
54	о чем	3	3
55	с ее	3	3
56	и сам	1	3
57	жизнь и	2	3
58	с ним	4	3
59	на страницах	2	3
60	к нему	3	3
61	в его	18	3
62	один из	7	3
63	уже в	5	3
64	для него	9	3
65	никто не	2	3
66	в конце	2	3
67	что за	1	3
68	в основном	5	3
69	этого романа	1	2
70	вряд ли	2	2
71	и до	4	2
72	что эти	1	2
73	и за	2	2
74	никогда не	5	2
75	и то	1	2
76	он был	2	2
77	не был	3	2
78	но этого	1	2
79	с его	5	2
80	отношение к	8	2
81	так что	1	2
82	это был	2	2
83	перед нами	1	2
84	в самом	3	2
85	по словам	2	2
86	он не	1	2
87	но все	4	2
88	что все	1	2
89	его в	1	2
90	знает что	1	2
91	ни в	3	2
92	с тем	1	2
93	не мог	1	2
94	не в	1	2
95	что этот	1	2
96	но они	3	2
97	одна из	4	2
98	xix веке	3	2
99	не могут	1	2
100	его за	1	2
101	он и	1	2
102	к тому	1	2
103	и это	3	2
104	году в	4	2
105	в ее	3	2
106	еще в	2	2
107	ничего не	2	2
108	лицо его	2	2
109	и здесь	1	2
110	о том	3	2
111	что и	1	2
112	в том	3	2
113	и ее	1	2
114	в виде	1	2
115	в известной	4	2
116	в одном	3	2
117	тем что	4	2
118	как же	1	2
119	в самую	1	2
120	говорит о	1	2
121	до конца	2	2
