N	2gram	Bakhtin_Pr_1	EvropaiE
1	и в	38	37
2	в пределах	6	25
3	точки зрения	8	23
4	что в	7	21
5	не только	9	18
6	с точки	6	17
7	в то	4	16
8	то же	5	15
9	хотя бы	4	15
10	отношении к	1	15
11	в своем	5	14
12	но в	4	14
13	же время	3	14
14	но и	9	14
15	и не	42	14
16	в этом	15	12
17	в их	10	11
18	в области	11	11
19	в том	8	11
20	так и	5	10
21	отнюдь не	19	9
22	в себе	4	9
23	только в	13	9
24	прежде всего	13	9
25	не может	27	9
26	так же	1	9
27	в смысле	1	9
28	в ее	4	8
29	было бы	8	8
30	в своей	7	8
31	к тому	1	8
32	между тем	7	8
33	с одной	3	8
34	одной стороны	3	8
35	также и	3	7
36	а также	1	7
37	того что	2	7
38	с другой	7	7
39	как и	7	7
40	по своему	1	7
41	может быть	26	6
42	и на	3	6
43	во всех	11	6
44	стороны и	1	6
45	на то	2	6
46	то есть	46	6
47	том что	3	6
48	того чтобы	2	6
49	вовсе не	2	6
50	для того	2	6
51	и даже	3	6
52	как бы	22	6
53	то что	8	6
54	которую мы	3	5
55	столь же	2	5
56	но не	12	5
57	не в	7	5
58	в россии	2	5
59	но если	1	5
60	тем самым	4	5
61	как мы	7	5
62	одной из	3	5
63	в виде	2	5
64	в частности	2	5
65	и потому	4	5
66	в той	1	5
67	то в	1	4
68	вопрос о	1	4
69	в ней	4	4
70	независимо от	13	4
71	в самом	7	4
72	культурной жизни	1	4
73	то ни	3	4
74	того или	2	4
75	несмотря на	3	4
76	чем в	2	4
77	лежат в	1	4
78	как совокупность	1	4
79	не имеет	9	4
80	в процессе	1	4
81	той или	2	4
82	бы то	3	4
83	по себе	1	4
84	можно сказать	2	4
85	именно в	1	4
86	ни было	3	4
87	или иной	2	4
88	не на	5	4
89	как это	2	4
90	для нас	1	4
91	сказать что	4	4
92	или иного	2	4
93	в применении	3	3
94	в сфере	1	3
95	идет о	1	3
96	из всех	1	3
97	бы и	1	3
98	на себя	1	3
99	и со	1	3
100	время в	1	3
101	культурной ценности	1	3
102	в общем	1	3
103	как в	4	3
104	и к	3	3
105	себе не	2	3
106	вообще не	7	3
107	мы можем	6	3
108	не дает	2	3
109	большинстве случаев	5	3
110	и мы	1	3
111	этом смысле	3	3
112	и тем	3	3
113	в них	5	3
114	с тем	1	3
115	в которых	1	3
116	можно ли	1	3
117	дело в	2	3
118	никогда не	5	3
119	уже и	1	3
120	ли это	1	3
121	бы ни	1	3
122	можно было	4	3
123	о том	4	3
124	от них	2	3
125	место в	8	3
126	что и	2	3
127	отметить что	7	3
128	и только	4	3
129	из них	1	3
130	культурная ценность	1	3
131	в известной	3	3
132	последние годы	2	3
133	к ним	1	3
134	тем что	2	3
135	этом отношении	2	3
136	и прежде	5	3
137	в свою	2	3
138	связано с	1	3
139	там где	6	3
140	в данном	4	3
141	применении к	3	3
142	в культуре	2	3
143	не является	3	3
144	известной степени	4	3
145	и для	11	3
146	и от	3	3
147	в результате	1	3
148	мира и	1	3
149	не более	2	3
150	жизни в	1	3
151	в таком	3	3
152	должна быть	4	2
153	есть не	2	2
154	культурного творчества	3	2
155	которое в	1	2
156	меньшей степени	1	2
157	не чуждо	1	2
158	не нужно	5	2
159	на них	3	2
160	но как	2	2
161	точка зрения	3	2
162	в свои	1	2
163	в истории	2	2
164	помнить что	3	2
165	хотя и	3	2
166	целый ряд	1	2
167	и как	8	2
168	есть ли	1	2
169	что это	2	2
170	чем на	1	2
171	в этой	1	2
172	и если	1	2
173	как оно	1	2
174	но именно	1	2
175	он не	3	2
176	таким образом	10	2
177	поскольку она	1	2
178	культуры но	1	2
179	в мире	3	2
180	и с	17	2
181	с другими	3	2
182	для них	1	2
183	далеко не	5	2
184	дело идет	2	2
185	в своих	2	2
186	в этих	2	2
187	или точнее	2	2
188	в котором	2	2
189	не к	6	2
190	и более	2	2
191	можем сказать	2	2
192	с т	1	2
193	она не	2	2
194	не могут	2	2
195	могут быть	5	2
196	имеет место	5	2
197	как не	1	2
198	свою очередь	1	2
199	говоря уже	1	2
200	данном случае	4	2
201	на основе	6	2
202	культуры и	3	2
203	техника в	2	2
204	мог бы	1	2
205	по сравнению	1	2
206	ценность в	1	2
207	если бы	3	2
208	культура есть	1	2
209	в содержании	1	2
210	и что	2	2
211	в значительной	2	2
212	и во	2	2
213	к нему	10	2
214	ее от	1	2
215	во втором	1	2
216	в его	43	2
217	во всей	1	2
218	мы должны	2	2
219	но с	3	2
220	этот вопрос	1	2
221	в какой	2	2
222	и теперь	1	2
223	есть в	1	2
224	не можем	2	2
225	в большинстве	5	2
226	если в	1	2
227	и других	2	2
