N	3gram	Losev_Prob_4	Komedia
1	к тому же	2	10
2	в том что	8	5
3	за то что	1	4
4	вместе с тем	3	4
5	о том что	3	4
6	для того чтобы	2	4
7	в том числе	1	3
8	в связи с	3	3
9	в первую очередь	1	3
10	в то время	2	3
11	в то же	2	3
12	в силу этого	1	2
13	только потому что	1	2
14	не говоря уже	2	2
15	в этом смысле	3	2
16	до сих пор	1	2
17	говоря уже о	1	2
18	бы то ни	1	2
19	самой общей форме	1	2
20	в это время	1	2
21	то время как	2	2
22	то ни было	1	2
23	с одной стороны	1	2
24	во всяком случае	4	2
25	в самой общей	1	2
26	в этом же	1	2
27	и т п	1	2
28	к тому что	1	2
29	можно было бы	4	2
30	сильных мира сего	1	1
31	должны были бы	1	1
32	по содержанию и	1	1
33	на чем свет	1	1
34	чем отличается от	1	1
35	и меньше всего	1	1
36	нет и в	1	1
37	само собой разумеется	1	1
38	в какой мере	4	1
39	мы имеем дело	3	1
40	однако едва ли	1	1
41	одной из этих	1	1
42	как и во	1	1
43	каждой из них	2	1
44	никак не может	1	1
45	с точки зрения	11	1
46	только в том	3	1
47	возможна только при	1	1
48	и в то	1	1
49	с самого начала	1	1
50	по своему содержанию	5	1
51	а может быть	1	1
52	то что в	1	1
53	том числе и	1	1
54	точно так же	3	1
55	может быть даже	1	1
56	что весь этот	1	1
57	а вместе с	1	1
58	и во всяком	3	1
59	становится в них	1	1
60	той или иной	11	1
61	в этой области	1	1
62	в чем же	1	1
63	как будто бы	2	1
64	по сравнению с	1	1
65	имеем дело с	1	1
66	само по себе	1	1
67	мало чем отличается	1	1
68	с другой стороны	6	1
69	если бы и	1	1
70	того или иного	3	1
71	более или менее	2	1
72	что он не	1	1
73	мы убеждаемся в	1	1
74	так и в	1	1
75	в соединении с	1	1
76	в свою очередь	1	1
77	в ее спальне	1	1
78	чем свет стоит	1	1
79	то что не	1	1
80	не обходится без	2	1
81	но никак не	2	1
82	не только в	4	1
83	но все же	1	1
84	что это не	1	1
85	было бы достаточно	1	1
86	и не имеет	1	1
87	тем не менее	10	1
88	во всех случаях	1	1
89	к выводу что	1	1
90	там и здесь	1	1
