N	3gram	Losev_Dial_4	Istorich
1	и т д	15	24
2	точно так же	2	5
3	и то что	1	5
4	же как и	1	4
5	с другой стороны	1	4
6	не может быть	6	4
7	но все же	1	4
8	что иное как	8	3
9	в этом случае	1	3
10	т е в	2	3
11	в данном случае	1	3
12	по сравнению с	2	3
13	на то что	3	3
14	не что иное	8	3
15	о том что	1	2
16	не только в	1	2
17	содержит в себе	1	2
18	после того как	1	2
19	в связи с	1	2
20	тем не менее	2	2
21	вовсе не есть	1	1
22	что в данном	1	1
23	подобно тому как	4	1
24	имеется в виду	3	1
25	т е мы	1	1
26	и не только	1	1
27	что в этом	1	1
28	и не может	1	1
29	как и все	2	1
30	в зависимости от	1	1
31	и при помощи	1	1
32	не имеет никакого	2	1
33	мы видим в	1	1
34	все те же	1	1
35	ничего не говорят	3	1
36	совершенно ясно что	1	1
37	что на нем	1	1
38	в основе своей	1	1
39	может быть только	1	1
40	надо прибавить что	1	1
41	он находит в	1	1
42	о том как	2	1
43	не говорит о	3	1
44	не говорят о	1	1
45	а не только	1	1
46	если бы мы	1	1
47	коня и т	1	1
48	в этот момент	1	1
49	видеть в нем	1	1
50	о которых шла	1	1
51	и вместе с	1	1
52	и с этой	1	1
53	не в том	4	1
54	и у них	1	1
55	и вот как	1	1
56	можно найти в	1	1
57	потому что мы	2	1
58	то чего не	1	1
59	т е как	1	1
60	т д но	1	1
61	есть не что	5	1
62	которых шла речь	1	1
63	в греческой мифологии	1	1
64	из которых каждый	1	1
65	вовсе не в	2	1
66	отношение как к	1	1
67	хотя бы на	1	1
68	а не просто	1	1
69	так же нельзя	1	1
70	том что они	1	1
71	это и есть	4	1
72	ничего общего с	2	1
73	в себе черты	1	1
74	легко заметить что	1	1
75	до смерти говорит	1	1
76	в мифе но	1	1
77	дело не просто	1	1
78	можно сказать что	1	1
79	ничего не говорит	4	1
80	и не по	1	1
81	именно так как	1	1
82	она не имеет	1	1
83	мы видим что	2	1
84	т д в	1	1
85	только тогда когда	4	1
