N	2gram	Losev_Vlad_3	Myshleni
1	и речи	2	38
2	точки зрения	13	26
3	таким образом	11	26
4	в том	18	24
5	и в	40	23
6	том что	18	21
7	в целом	2	20
8	с точки	6	18
9	того чтобы	3	17
10	то что	28	17
11	в этом	16	17
12	так же	8	16
13	не только	25	16
14	того что	7	15
15	для того	2	15
16	что в	17	14
17	может быть	8	14
18	но и	18	14
19	как и	7	14
20	в его	14	14
21	не может	14	12
22	об отношении	2	12
23	как бы	3	11
24	сказать что	12	11
25	с другой	5	10
26	прежде всего	10	10
27	в отношении	5	10
28	в качестве	3	9
29	одной стороны	3	9
30	не является	2	9
31	другой стороны	2	9
32	и не	25	9
33	и с	9	9
34	вместе с	7	9
35	с одной	3	8
36	и на	6	8
37	то же	4	8
38	вопрос о	4	7
39	в этой	8	7
40	в самом	4	7
41	в то	7	7
42	так как	7	7
43	с тем	7	7
44	что он	5	7
45	мы не	2	7
46	в другом	2	7
47	независимо от	3	6
48	с этой	2	6
49	же как	3	6
50	и тем	3	6
51	от того	4	6
52	именно в	3	6
53	потому что	11	6
54	с этим	2	6
55	в силу	2	6
56	о том	11	6
57	в сущности	2	6
58	и его	10	6
59	тем что	5	6
60	в себе	9	6
61	только в	13	6
62	учения о	4	6
63	тому что	4	5
64	в какой	2	5
65	перед нами	3	5
66	то время	4	5
67	и как	7	5
68	на то	4	5
69	по себе	6	5
70	в своих	7	5
71	что мы	2	5
72	мы должны	4	5
73	и все	4	5
74	бы в	2	5
75	если бы	3	5
76	но в	4	5
77	и более	2	5
78	по своей	2	5
79	и что	8	5
80	он не	8	5
81	так и	6	5
82	как мы	8	5
83	тем самым	2	5
84	из этого	2	5
85	но не	4	4
86	она должна	2	4
87	что все	7	4
88	в теории	2	4
89	только что	2	4
90	не в	3	4
91	при этом	3	4
92	что она	2	4
93	время как	2	4
94	в котором	4	4
95	все эти	5	4
96	не столько	3	4
97	этом отношении	2	4
98	в результате	4	4
99	с его	2	4
100	в одном	5	4
101	к этому	2	4
102	и к	2	4
103	по существу	4	4
104	в чем	3	4
105	было бы	4	4
106	к тому	7	4
107	для себя	5	4
108	в своей	9	4
109	как раз	10	4
110	а с	4	4
111	хотя бы	6	4
112	ни в	10	4
113	как на	3	4
114	уже в	3	3
115	я не	3	3
116	что это	9	3
117	в своем	8	3
118	и от	6	3
119	из этих	3	3
120	мы и	2	3
121	об этой	2	3
122	смысле слова	6	3
123	на отдельные	2	3
124	и если	7	3
125	на эти	2	3
126	в их	2	3
127	который в	2	3
128	то и	2	3
129	отношения к	5	3
130	мы находим	2	3
131	вовсе не	13	3
132	во всем	6	3
133	же самое	3	3
134	всяком случае	3	3
135	этого факта	2	3
136	об этом	6	3
137	такой же	4	3
138	учение о	24	3
139	она не	2	3
140	человека и	3	3
141	с таким	2	3
142	все же	4	3
143	если не	6	3
144	а не	8	3
145	можно было	5	3
146	и то	9	3
147	которые не	2	3
148	во всяком	3	3
149	сам по	2	3
150	в каком	4	3
151	связи с	2	3
152	и это	6	3
153	в которой	2	3
154	ничего не	5	3
155	никогда не	11	2
156	в нашем	2	2
157	является как	2	2
158	в конце	12	2
159	первый план	2	2
160	в смысле	6	2
161	является для	2	2
162	что его	2	2
163	но все	3	2
164	что является	2	2
165	же время	2	2
166	есть прежде	2	2
167	для него	8	2
168	с такой	2	2
169	а скорее	2	2
170	есть все	4	2
171	несмотря на	7	2
172	хотя и	7	2
173	эти три	5	2
174	был бы	3	2
175	не имеет	4	2
176	не с	4	2
177	мы видели	3	2
178	не к	2	2
179	данном случае	2	2
180	которых мы	2	2
181	и наконец	2	2
182	и даже	6	2
183	должно быть	5	2
184	бы и	4	2
185	а в	7	2
186	что этот	3	2
187	к его	2	2
188	в этих	2	2
189	потому и	2	2
190	как это	4	2
191	от этого	2	2
192	которая в	2	2
193	есть не	2	2
194	на первый	2	2
195	одно и	2	2
196	также еще	2	2
197	себе и	2	2
198	за пределы	3	2
199	оно есть	6	2
200	и потому	10	2
201	даже в	4	2
202	как говорит	2	2
203	всей этой	2	2
204	ее в	3	2
205	на него	2	2
206	в течение	4	2
207	если мы	4	2
208	уже не	9	2
209	эта речь	2	2
210	в данном	5	2
211	в виде	13	2
212	что если	4	2
213	дело в	5	2
214	что эта	2	2
215	заметить что	2	2
216	едва ли	11	2
