N	2gram	Tiupa_Disk_1	Literetu
1	не только	28	24
2	при этом	13	19
3	в качестве	34	17
4	но и	14	17
5	а не	22	16
6	в том	23	16
7	в частности	9	15
8	том что	19	14
9	может быть	17	13
10	тогда как	19	13
11	в году	2	13
12	и не	11	12
13	сознания в	2	12
14	в этом	15	12
15	состоит в	9	11
16	прежде всего	11	11
17	в своем	6	11
18	своего рода	8	11
19	такого рода	4	10
20	то что	5	10
21	художественного письма	7	9
22	эстетического субъекта	2	9
23	не в	7	8
24	в целом	4	8
25	и в	16	8
26	в тексте	2	8
27	только в	7	8
28	не менее	2	7
29	коммуникативного события	14	7
30	в его	7	7
31	как бы	5	7
32	уже не	4	7
33	в себе	7	7
34	в рамках	5	6
35	как и	16	6
36	связи с	4	6
37	на смену	3	6
38	себя в	2	6
39	того что	3	6
40	точки зрения	3	6
41	то есть	20	6
42	с его	4	5
43	что он	4	5
44	же время	4	5
45	а также	8	5
46	для себя	4	5
47	как в	10	5
48	не может	9	5
49	то же	7	5
50	в отличие	5	5
51	уже в	2	5
52	одним из	2	5
53	в данном	5	5
54	в то	3	5
55	коммуникативная стратегия	3	5
56	отличие от	5	5
57	столь же	3	4
58	это не	3	4
59	эстетической деятельности	3	4
60	в силу	5	4
61	представляет собой	17	4
62	и адресата	2	4
63	но не	11	4
64	еще не	14	4
65	еще в	3	4
66	и тем	2	4
67	все же	3	4
68	литературного произведения	3	4
69	из них	3	4
70	в своей	5	4
71	коммуникативное событие	5	4
72	данном случае	2	4
73	со стороны	7	4
74	так и	8	4
75	и т.п	12	4
76	никогда не	2	4
77	лишь в	4	4
78	и его	2	4
79	ведет к	3	4
80	в своих	3	4
81	не как	4	4
82	в этой	2	4
83	в основе	7	3
84	не было	7	3
85	что в	4	3
86	и есть	2	3
87	с другой	10	3
88	одного из	2	3
89	и.п смирнова	3	3
90	при всей	3	3
91	сводится к	5	3
92	не сводится	3	3
93	в культуре	2	3
94	в пределах	2	3
95	например в	2	3
96	в самом	3	3
97	один из	3	3
98	и др	2	3
99	силу своей	2	3
100	ли не	3	3
101	в их	5	3
102	приводит к	2	3
103	по отношению	9	3
104	а в	5	3
105	таким образом	3	3
106	более чем	2	3
107	в принципе	2	3
108	и даже	3	3
109	потому что	4	3
110	во всяком	2	3
111	к себе	2	3
112	но в	8	3
113	по своей	11	3
114	исходя из	2	3
115	также и	3	3
116	далеко не	10	3
117	в виду	2	3
118	мира в	3	3
119	во мне	3	2
120	на этом	2	2
121	отнюдь не	8	2
122	однако в	3	2
123	в равной	2	2
124	дело не	2	2
125	по мысли	3	2
126	подобно тому	2	2
127	но при	3	2
128	в себя	5	2
129	для понимания	2	2
130	различие между	2	2
131	к тому	5	2
132	но одновременно	2	2
133	по выражению	2	2
134	обнаруживаются в	2	2
135	и.п смирнов	3	2
136	тому же	5	2
137	и того	3	2
138	различного рода	3	2
139	в другом	2	2
140	х годов	2	2
141	или иной	5	2
142	особого рода	2	2
143	того же	3	2
144	с.с аверинцева	3	2
145	для него	4	2
146	е годы	2	2
147	своего времени	2	2
148	одной стороны	9	2
149	адресата в	2	2
150	за пределы	2	2
151	не является	4	2
152	произведение в	2	2
153	не могло	2	2
154	говоря уже	2	2
155	из наиболее	2	2
156	в нем	9	2
157	не есть	2	2
158	отношению к	9	2
159	на том	2	2
160	в сущности	2	2
161	в е	2	2
162	не говоря	2	2
163	для своего	2	2
164	по этой	2	2
165	с одной	9	2
166	во втором	4	2
167	что не	4	2
168	хотя бы	3	2
169	своей собственной	2	2
170	роль в	7	2
171	в сферу	3	2
172	тому как	3	2
173	между тем	4	2
174	тем что	3	2
175	одну из	2	2
176	могут быть	4	2
177	на себя	2	2
178	как правило	4	2
179	автора в	2	2
180	о том	8	2
181	этой причине	2	2
