N	2gram	Vinokur_St_1	Istorich
1	т е	15	29
2	что он	10	24
3	и т	30	19
4	не только	18	18
5	т д	21	18
6	может быть	15	17
7	никогда не	5	15
8	и в	44	15
9	мы имеем	2	15
10	но и	10	14
11	так как	5	14
12	так же	5	13
13	что в	30	12
14	а в	17	12
15	то что	18	12
16	об этом	3	11
17	в этих	2	11
18	и не	16	11
19	в этом	21	11
20	что они	7	10
21	его в	2	10
22	то же	5	10
23	еще не	3	9
24	все же	8	9
25	в другом	3	9
26	потому что	6	9
27	он не	2	8
28	том что	29	7
29	в нем	5	7
30	сих пор	7	7
31	таким образом	7	7
32	не в	12	7
33	ничего не	2	7
34	видно что	3	6
35	так что	6	6
36	до сих	7	6
37	что это	4	6
38	в его	9	6
39	как бы	4	6
40	то это	3	6
41	что и	6	6
42	и что	4	6
43	в том	36	6
44	только в	10	6
45	но в	10	6
46	с этим	3	5
47	прежде всего	7	5
48	этом случае	2	5
49	но все	4	5
50	как в	13	5
51	она не	2	5
52	было бы	17	5
53	же как	3	5
54	в котором	5	5
55	на него	2	5
56	так и	9	5
57	что она	4	5
58	что при	2	5
59	не может	8	5
60	а не	16	5
61	к нему	2	5
62	можно было	13	5
63	можно найти	2	5
64	к которому	4	5
65	с одной	3	4
66	вот несколько	2	4
67	вопрос о	4	4
68	очень часто	3	4
69	у него	2	4
70	для нас	7	4
71	но это	6	4
72	в этой	11	4
73	при этом	2	4
74	но он	2	4
75	в ней	3	4
76	дело не	4	4
77	и с	3	4
78	тем что	5	4
79	в себе	2	4
80	что здесь	2	4
81	все эти	5	4
82	всех этих	2	3
83	должен был	2	3
84	в качестве	4	3
85	и его	8	3
86	из этих	6	3
87	на то	4	3
88	он был	3	3
89	как это	4	3
90	одной стороны	2	3
91	говорит что	3	3
92	между прочим	2	3
93	и почему	4	3
94	же и	4	3
95	должно было	2	3
96	но если	4	3
97	о том	17	3
98	отношению к	3	3
99	а именно	3	3
100	все это	5	3
101	по отношению	3	3
102	хотя в	2	3
103	того что	9	3
104	в очень	3	3
105	мы не	2	3
106	что этот	2	3
107	как будто	4	3
108	что мы	5	3
109	и это	2	3
110	в других	2	3
111	если это	3	3
112	на вопрос	4	2
113	уже в	2	2
114	во время	3	2
115	я не	7	2
116	не было	4	2
117	и более	2	2
118	могут быть	5	2
119	он должен	2	2
120	смысле этого	2	2
121	с другой	9	2
122	это не	8	2
123	и так	3	2
124	но с	3	2
125	представление о	4	2
126	на самом	6	2
127	не знает	2	2
128	в тех	3	2
129	нисколько не	2	2
130	что у	4	2
131	ни в	3	2
132	да и	3	2
133	именно в	6	2
134	по существу	2	2
135	как и	9	2
136	такой же	5	2
137	является не	4	2
138	но не	3	2
139	возможно что	3	2
140	а то	2	2
141	одно из	2	2
142	ни один	2	2
143	того чтобы	11	2
144	например в	8	2
145	и для	3	2
146	в сущности	2	2
147	а также	2	2
148	не все	3	2
149	хотя бы	6	2
150	также в	2	2
151	только у	2	2
152	из них	8	2
153	во всех	8	2
154	и их	2	2
155	не могла	2	2
156	и только	3	2
157	другой стороны	7	2
158	той же	5	2
159	а с	3	2
160	превращается в	2	2
161	д но	4	2
162	самом деле	11	2
163	то не	2	2
164	тем самым	2	2
165	и по	5	2
166	и вполне	3	2
167	это явление	2	2
168	д и	2	2
169	другом месте	2	2
170	на которой	2	2
171	и то	5	2
172	в которых	5	2
173	сказать что	7	2
174	будто бы	3	2
175	при помощи	2	2
176	что эта	2	2
177	их в	2	2
178	только с	2	2
179	в которой	4	2
