N	2gram	Propp_Isto_7	Myslijsy
1	потому что	9	33
2	то что	7	29
3	может быть	14	26
4	таким образом	7	24
5	в том	7	23
6	и в	24	23
7	в этом	12	23
8	и не	4	18
9	что в	13	17
10	при этом	4	15
11	только в	6	15
12	для нас	6	14
13	как и	6	14
14	то же	8	14
15	того что	6	14
16	так как	8	14
17	том что	10	12
18	а не	8	12
19	но и	11	11
20	не в	9	11
21	не может	14	11
22	что мы	3	10
23	не только	21	10
24	тем что	6	10
25	мы можем	4	10
26	было бы	2	8
27	тогда когда	3	8
28	то это	5	8
29	другими словами	2	8
30	мы не	4	8
31	сказать что	2	8
32	о том	9	8
33	но в	5	8
34	что это	6	7
35	это не	10	7
36	на то	3	7
37	в нем	6	7
38	что и	8	7
39	в силу	2	7
40	и что	10	7
41	вовсе не	4	7
42	и т	17	7
43	как в	12	7
44	с этим	2	7
45	что такое	2	7
46	вместе с	7	6
47	того как	3	6
48	что не	2	6
49	известно что	2	6
50	в которой	2	6
51	так и	5	6
52	уже в	3	5
53	так что	3	5
54	не можем	2	5
55	хотя и	3	5
56	как бы	4	5
57	к нему	7	5
58	все это	8	5
59	не менее	5	5
60	а в	10	5
61	с ним	5	5
62	тем более	2	5
63	не имеет	4	5
64	на вопрос	4	4
65	думать что	2	4
66	и все	6	4
67	что он	21	4
68	тем не	4	4
69	тогда как	3	4
70	предположить что	3	4
71	до сих	2	4
72	но есть	3	4
73	со своим	4	4
74	и о	2	4
75	в котором	2	4
76	и тем	2	4
77	сих пор	3	4
78	а именно	6	4
79	только на	2	4
80	то и	4	4
81	так же	6	4
82	точки зрения	4	4
83	в данном	4	4
84	в то	2	4
85	видно что	5	4
86	его в	3	4
87	мы имеем	12	4
88	при помощи	3	3
89	никогда не	4	3
90	связи с	3	3
91	в этих	13	3
92	в них	3	3
93	из одного	3	3
94	не всегда	4	3
95	там же	2	3
96	но это	3	3
97	не будет	2	3
98	кроме того	3	3
99	еще не	8	3
100	в действительности	2	3
101	не от	2	3
102	и если	3	3
103	мы уже	4	3
104	например в	3	3
105	на его	2	3
106	в самом	2	3
107	между прочим	3	3
108	со стороны	2	3
109	по которому	2	3
110	так в	4	3
111	образом мы	2	3
112	т д	16	3
113	все эти	2	3
114	что у	4	3
115	уже не	2	3
116	должны быть	3	3
117	и по	3	3
118	и на	2	3
119	этот вопрос	2	3
120	и так	2	3
121	что эти	2	3
122	там где	5	3
123	и тот	2	3
124	во время	6	2
125	не могут	2	2
126	в другой	3	2
127	тому что	2	2
128	превращается в	3	2
129	в состоянии	4	2
130	с другой	9	2
131	же что	2	2
132	из этих	3	2
133	но тем	2	2
134	точно так	2	2
135	в образе	3	2
136	вопрос о	3	2
137	этом мы	2	2
138	в различных	3	2
139	отношение к	5	2
140	все в	2	2
141	и здесь	12	2
142	в ее	2	2
143	такое же	2	2
144	об этом	6	2
145	только о	2	2
146	от него	3	2
147	есть и	4	2
148	после того	4	2
149	что по	2	2
150	она не	2	2
151	тот же	2	2
152	во сне	2	2
153	выше мы	3	2
154	к ним	2	2
155	он не	6	2
156	и когда	2	2
157	не вполне	3	2
158	этих случаях	16	2
159	и др	2	2
160	один из	7	2
161	и это	2	2
162	на том	2	2
163	конечно не	2	2
164	данном случае	3	2
165	что она	5	2
166	мы видим	10	2
167	происходит в	3	2
168	дело не	5	2
169	что его	2	2
170	но эта	2	2
171	как мы	3	2
172	здесь мы	5	2
173	и другое	2	2
174	эта связь	3	2
175	и у	2	2
176	это обстоятельство	2	2
177	на этот	2	2
178	и даже	3	2
179	не так	2	2
180	друг друга	2	2
181	и его	3	2
182	в других	4	2
183	во многих	2	2
184	в ряд	2	2
185	к ней	2	2
186	мы должны	4	2
187	в таких	2	2
188	а если	2	2
189	то этим	2	2
190	которые не	2	2
