N	2gram	Tiupa_Anal_3	Psycholo
1	в том	9	37
2	и в	18	32
3	том что	12	21
4	то что	2	21
5	таким образом	4	21
6	в искусстве	2	21
7	то есть	10	21
8	что в	9	20
9	может быть	9	18
10	что и	5	17
11	не может	2	17
12	точки зрения	3	17
13	что она	2	16
14	самом деле	2	16
15	что он	4	13
16	при этом	11	13
17	то же	3	13
18	в этом	14	13
19	по себе	4	12
20	в самом	5	12
21	не только	22	12
22	с тем	2	11
23	было бы	3	11
24	как и	14	10
25	когда он	2	10
26	но и	13	10
27	и не	12	10
28	с точки	2	10
29	никогда не	5	9
30	как в	3	9
31	тем что	2	9
32	не менее	4	8
33	не в	6	8
34	дело с	3	8
35	той же	5	8
36	к тому	6	7
37	и как	4	7
38	а не	9	7
39	в сущности	5	7
40	все эти	2	7
41	в стихе	2	7
42	и его	13	7
43	сказать что	2	7
44	только в	2	7
45	что они	3	7
46	в этой	6	6
47	он не	6	6
48	как бы	10	6
49	те же	2	6
50	о том	6	6
51	отнюдь не	4	5
52	в ней	2	5
53	далеко не	4	5
54	все это	3	5
55	как раз	7	5
56	этом отношении	3	5
57	и даже	8	5
58	и на	4	5
59	в то	3	5
60	столь же	4	4
61	едва ли	3	4
62	в жизни	2	4
63	есть не	2	4
64	тем не	2	4
65	как это	3	4
66	иметь дело	2	4
67	и сам	4	4
68	несмотря на	2	4
69	иначе говоря	2	4
70	и той	2	4
71	совершенно не	2	4
72	и по	2	4
73	в нем	2	4
74	все же	4	4
75	данном случае	3	4
76	а в	10	4
77	и все	2	4
78	мы имеем	5	4
79	одной и	2	4
80	и для	2	4
81	в данном	4	4
82	могут быть	2	4
83	с этим	3	4
84	в целом	3	4
85	в произведении	3	4
86	ничего не	3	4
87	между тем	5	4
88	в общем	2	3
89	по своему	2	3
90	состоит в	4	3
91	в частности	12	3
92	конечном счете	2	3
93	с другой	7	3
94	не как	2	3
95	в конце	5	3
96	указывает на	3	3
97	и к	4	3
98	который не	2	3
99	об этом	2	3
100	как говорит	3	3
101	но как	3	3
102	в свою	5	3
103	например в	2	3
104	один из	2	3
105	с ее	3	3
106	так и	14	3
107	во всех	2	3
108	были бы	3	3
109	и ее	2	3
110	бы и	2	3
111	в их	6	3
112	и вот	2	3
113	что не	3	3
114	в конечном	2	3
115	и он	2	3
116	жизнь и	3	3
117	тому как	2	3
118	как к	2	3
119	во всем	3	3
120	но в	2	3
121	мы не	3	3
122	мы можем	2	3
123	с его	8	2
124	читателя и	2	2
125	в них	2	2
126	это не	2	2
127	и от	2	2
128	одного и	3	2
129	во сне	3	2
130	в одном	4	2
131	в каждом	3	2
132	во всяком	2	2
133	сводится к	2	2
134	и здесь	2	2
135	этом как	2	2
136	говорит о	2	2
137	в романе	2	2
138	же время	3	2
139	сознания к	2	2
140	свою очередь	4	2
141	еще не	6	2
142	но не	7	2
143	очевидно что	2	2
144	в глаза	2	2
145	того же	5	2
146	на его	2	2
147	подход к	2	2
148	в его	7	2
149	всяком случае	2	2
150	если в	3	2
151	в ее	3	2
152	вместе с	2	2
153	и без	3	2
154	вплоть до	2	2
155	так в	3	2
156	другой стороны	5	2
157	в особенности	3	2
158	не было	3	2
159	роль в	3	2
160	отличие от	2	2
161	подобно тому	3	2
162	в себе	2	2
163	могли бы	2	2
164	в свое	2	2
165	на примере	2	2
166	эстетического объекта	2	2
167	ответ на	3	2
168	там где	2	2
169	когда мы	2	2
170	что по	4	2
171	произведения как	2	2
