N	2gram	Vygotskiy__1	Freidism
1	таким образом	20	24
2	и не	16	23
3	не может	17	20
4	точки зрения	15	19
5	прежде всего	4	18
6	в этом	12	15
7	в его	6	15
8	мы можем	4	13
9	может быть	22	13
10	и его	7	12
11	как и	16	11
12	как бы	5	11
13	то что	32	11
14	с точки	2	11
15	и потому	2	10
16	так и	3	10
17	как мы	2	10
18	самом деле	9	10
19	его в	2	10
20	с ним	2	10
21	но в	3	10
22	и в	31	9
23	все что	3	8
24	что он	7	8
25	в своей	3	8
26	он не	3	8
27	не только	13	8
28	все это	8	8
29	то же	5	8
30	только в	14	8
31	и все	5	8
32	так как	18	8
33	мы знаем	3	7
34	ни в	9	7
35	тот же	2	7
36	к нему	2	7
37	во всяком	8	7
38	один из	4	7
39	мы видели	2	7
40	отношение к	2	7
41	в самом	11	7
42	что же	2	7
43	те же	4	7
44	сказать что	7	7
45	всяком случае	6	7
46	никогда не	8	6
47	точку зрения	3	6
48	вовсе не	6	6
49	того что	10	6
50	совершенно не	5	6
51	и с	2	6
52	и к	3	5
53	но мы	3	5
54	не в	11	5
55	в этой	3	5
56	в чем	2	5
57	в то	5	5
58	что такое	2	5
59	что в	23	5
60	но и	2	5
61	по мнению	2	5
62	на самом	2	5
63	в себя	2	5
64	для того	6	5
65	а в	6	5
66	могут быть	11	5
67	с этим	3	5
68	в каком	2	5
69	не менее	2	4
70	но не	3	4
71	в котором	4	4
72	в этих	4	4
73	из этих	6	4
74	в жизни	2	4
75	не дает	2	4
76	если мы	12	4
77	в собственном	3	4
78	к тому	4	4
79	смысле слова	3	4
80	при этом	19	4
81	и о	4	4
82	от того	3	4
83	как раз	2	4
84	в основе	2	4
85	в зависимости	5	4
86	в нем	2	4
87	все же	5	4
88	на основании	7	4
89	это только	2	4
90	нигде не	2	4
91	не было	3	4
92	таким путем	2	4
93	уже не	2	4
94	того чтобы	7	4
95	и для	5	4
96	совсем не	3	4
97	в которой	4	4
98	той же	3	4
99	мы не	12	4
100	в таком	3	4
101	потому что	10	4
102	себя и	2	4
103	зависимости от	6	4
104	не могут	3	3
105	главным образом	2	3
106	если бы	6	3
107	и есть	5	3
108	мыслей и	2	3
109	конечном счете	3	3
110	тому что	4	3
111	в них	2	3
112	от всех	3	3
113	и от	2	3
114	на место	2	3
115	что все	3	3
116	в конечном	3	3
117	а только	2	3
118	в себе	4	3
119	и как	2	3
120	но это	3	3
121	со всеми	4	3
122	случае не	2	3
123	по поводу	2	3
124	она не	5	3
125	и может	2	3
126	было бы	6	3
127	и тот	2	3
128	и той	3	3
129	из которого	2	3
130	только то	2	3
131	жизни и	3	3
132	когда он	2	3
133	вместе с	8	3
134	собственном смысле	3	3
135	со стороны	4	3
136	приводит к	2	3
137	тому чтобы	3	3
138	как в	9	3
139	мысли и	2	3
140	одной и	4	3
141	и вот	3	3
142	этой области	2	3
143	и что	8	3
144	именно и	2	3
145	этой теории	6	3
146	и по	3	3
147	мы имеем	4	3
148	такой же	2	3
149	у него	4	3
150	в искусстве	4	3
151	может стать	3	3
152	зрения на	2	3
153	таком случае	2	3
154	одна из	4	3
155	не является	5	3
156	человека и	2	3
157	в сознании	2	3
158	художественной формы	5	2
159	этих двух	2	2
160	уже в	3	2
161	или иное	2	2
162	видели что	2	2
163	только не	3	2
164	и другие	4	2
165	что это	6	2
166	для всех	4	2
167	его и	3	2
168	в какой	5	2
169	того же	2	2
170	с другой	5	2
171	формы и	5	2
172	произведение искусства	8	2
173	в конце	3	2
174	и теперь	2	2
175	к этому	4	2
176	в такой	2	2
177	не можем	3	2
178	же самое	2	2
179	только о	2	2
180	чувства и	2	2
181	тем не	2	2
182	для нас	5	2
183	в ее	5	2
184	до конца	6	2
185	это и	3	2
186	том что	16	2
187	не существует	2	2
188	а не	13	2
189	что с	2	2
190	в прошлое	2	2
191	одной стороны	6	2
192	из них	2	2
193	на один	2	2
194	образы и	2	2
195	к другим	2	2
196	что мы	8	2
197	в процессе	5	2
198	конце концов	3	2
199	в него	2	2
200	в своем	3	2
201	на почве	2	2
202	точка зрения	4	2
203	сих пор	3	2
204	что она	6	2
205	только на	3	2
206	отличается от	2	2
207	всех других	2	2
208	в нас	2	2
209	и таким	2	2
210	в совершенно	4	2
211	этом отношении	2	2
212	с одной	5	2
213	что оно	3	2
214	а потому	3	2
215	в отличие	3	2
216	должны быть	3	2
217	и у	4	2
218	в науке	2	2
219	тем же	3	2
220	и даже	6	2
221	так же	12	2
222	как на	3	2
223	отличие от	4	2
224	роль в	3	2
225	на основе	2	2
226	мы видим	5	2
227	и то	2	2
228	их в	2	2
229	случае в	3	2
230	то или	2	2
231	в психологии	6	2
232	нуждается в	3	2
233	в своих	4	2
234	что и	13	2
235	теми же	2	2
236	но как	2	2
237	все то	3	2
238	при помощи	20	2
239	благодаря тому	2	2
240	до сих	3	2
241	тех же	2	2
242	когда мы	3	2
243	как это	4	2
244	в области	11	2
245	моя мысль	2	2
246	и поэтому	2	2
247	в виду	4	2
