N	3gram	Voloshinov_1	Myshleni
1	в том что	3	17
2	для того чтобы	3	7
3	с самого начала	4	6
4	так же как	2	6
5	в отличие от	5	6
6	в высшей степени	3	6
7	можно было бы	2	5
8	тем не менее	2	5
9	в связи с	7	5
10	и того же	5	4
11	смысле этого слова	2	4
12	же как и	2	4
13	во всяком случае	2	4
14	одного и того	5	4
15	с другой стороны	5	3
16	в этом отношении	3	3
17	и той же	2	2
18	на первый план	2	2
19	в свою очередь	2	2
20	не может быть	13	2
21	в этом смысле	2	2
22	внутренней речи и	2	2
23	по отношению к	2	2
24	одной и той	2	2
