N	2gram	Bakhtin_fo_2	KulturaY
1	и т	14	39
2	потому что	8	25
3	т п	11	24
4	и в	46	23
5	не только	11	20
6	в том	10	19
7	в этом	22	18
8	и не	9	16
9	было бы	2	15
10	так как	6	15
11	может быть	7	15
12	т д	3	14
13	точки зрения	10	14
14	у нас	2	12
15	все эти	5	12
16	том что	4	11
17	того чтобы	8	11
18	но в	10	11
19	что в	5	10
20	по себе	2	10
21	а не	4	10
22	вовсе не	13	9
23	в сущности	2	9
24	то что	7	9
25	для того	8	9
26	не может	2	9
27	с другой	2	8
28	прежде всего	14	8
29	не в	9	8
30	в качестве	3	8
31	уже не	3	8
32	и пр	2	8
33	с точки	8	8
34	все же	6	7
35	но и	9	7
36	с помощью	3	7
37	и с	6	7
38	это не	2	6
39	в этой	2	6
40	но не	5	6
41	то же	8	6
42	и на	7	6
43	ту же	2	6
44	что все	2	5
45	что он	3	5
46	по существу	5	5
47	тот же	3	5
48	еще не	6	5
49	в его	8	5
50	один из	2	5
51	слова и	3	5
52	вместе с	9	5
53	все это	6	5
54	таким образом	3	5
55	там где	2	5
56	и вот	2	5
57	лишь в	2	5
58	целый ряд	3	5
59	как это	2	5
60	во всяком	2	5
61	только в	11	5
62	также и	4	5
63	мы имеем	2	5
64	отнюдь не	4	4
65	в них	7	4
66	к этому	3	4
67	можно сказать	2	4
68	к тому	3	4
69	что на	3	4
70	должно быть	5	4
71	в пределах	5	4
72	хотя и	3	4
73	как бы	10	4
74	в нем	5	4
75	так же	2	4
76	в связи	8	4
77	не было	3	4
78	и о	2	4
79	в данном	2	4
80	могут быть	2	4
81	говорить о	2	4
82	в то	5	4
83	в конце	2	4
84	в особенности	6	4
85	так и	7	4
86	на этом	2	3
87	уже в	4	3
88	вопросу о	4	3
89	у него	9	3
90	всех этих	7	3
91	же время	4	3
92	а также	3	3
93	же в	4	3
94	но это	2	3
95	того же	3	3
96	до конца	2	3
97	связи с	8	3
98	он не	5	3
99	что и	3	3
100	всего в	3	3
101	как в	4	3
102	в форме	3	3
103	с этим	5	3
104	этом отношении	2	3
105	не знает	2	3
106	именно в	2	3
107	те же	6	3
108	как мы	6	3
109	того что	3	3
110	и по	3	3
111	а в	3	3
112	и его	12	3
113	к вопросу	3	3
114	тем что	3	3
115	и это	2	3
116	здесь не	2	3
117	в виду	3	3
118	смысла и	2	2
119	в отношении	2	2
120	только для	2	2
121	мы будем	3	2
122	и более	2	2
123	с тем	2	2
124	и есть	2	2
125	в частности	5	2
126	никогда не	6	2
127	с этой	4	2
128	и от	2	2
129	и все	6	2
130	но здесь	2	2
131	и до	2	2
132	а следовательно	3	2
133	связанные с	5	2
134	как можно	3	2
135	их не	2	2
136	что они	4	2
137	очень часто	2	2
138	этом случае	2	2
139	в самой	2	2
140	следовательно и	3	2
141	в другом	3	2
142	и потому	2	2
143	с одной	2	2
144	в день	2	2
145	а на	2	2
146	смысле слова	2	2
147	она не	2	2
148	в плоскости	2	2
149	при этом	6	2
150	конечно не	4	2
151	за ними	4	2
152	и даже	3	2
153	характерное для	2	2
154	мы видели	2	2
155	все они	3	2
156	в их	3	2
157	сюда же	2	2
158	за счет	3	2
159	в своем	5	2
160	не на	3	2
161	и для	9	2
162	как и	8	2
163	в той	2	2
164	здесь мы	3	2
165	и у	5	2
166	тем же	2	2
167	в корне	2	2
168	рядом с	2	2
169	роль в	3	2
170	почти всегда	2	2
171	в которых	3	2
172	от этого	2	2
173	как у	3	2
174	отсюда и	2	2
175	большинстве случаев	3	2
176	отношения к	4	2
