N	2gram	Vygotskiy__6	Tvorches
1	и в	28	21
2	как бы	11	17
3	в то	6	15
4	в его	3	13
5	то же	7	13
6	что в	17	12
7	как и	6	12
8	с его	3	11
9	том что	19	11
10	все это	2	10
11	как в	3	8
12	он не	7	8
13	то что	28	8
14	у него	2	7
15	в том	28	7
16	тем самым	8	7
17	при этом	3	7
18	не только	16	7
19	и не	11	7
20	и на	5	7
21	но в	5	7
22	он сам	2	6
23	что он	18	6
24	и все	5	6
25	не менее	2	6
26	для него	6	6
27	в котором	2	6
28	а в	2	6
29	и его	3	6
30	в этом	27	6
31	а не	3	5
32	но это	2	5
33	может быть	13	5
34	в этой	5	5
35	все же	2	5
36	таким образом	18	5
37	в своих	3	5
38	потому что	22	5
39	только в	18	5
40	в своем	7	4
41	прежде всего	2	4
42	и как	6	4
43	в целом	3	4
44	одним из	2	4
45	один из	3	4
46	в своей	2	4
47	мысли и	2	4
48	не может	19	4
49	это не	5	4
50	и от	2	4
51	самого начала	7	3
52	и другие	2	3
53	никогда не	8	3
54	с другой	2	3
55	что все	5	3
56	в каждом	3	3
57	я не	4	3
58	это в	2	3
59	с ним	2	3
60	это и	3	3
61	с самого	7	3
62	что я	2	3
63	но не	10	3
64	на его	3	3
65	в самом	8	3
66	той же	4	3
67	но если	4	3
68	в нем	7	3
69	не по	3	3
70	но и	10	3
71	ее в	2	3
72	в их	3	3
73	и других	7	3
74	того что	24	3
75	и по	3	3
76	вот почему	2	3
77	так же	15	3
78	в которой	7	3
79	хотя и	3	3
80	приходит к	2	3
81	ту же	3	3
82	представляет собой	3	3
83	так как	10	3
84	в основе	3	2
85	зависит от	3	2
86	своего собственного	2	2
87	все более	2	2
88	в частности	4	2
89	в этих	2	2
90	на том	2	2
91	в качестве	4	2
92	можно сказать	6	2
93	что и	4	2
94	а по	3	2
95	так что	6	2
96	не в	4	2
97	то в	5	2
98	отношений между	10	2
99	того же	7	2
100	до конца	3	2
101	в нашей	3	2
102	из них	2	2
103	к тому	10	2
104	только на	2	2
105	по самому	2	2
106	в одной	4	2
107	и тем	5	2
108	еще в	2	2
109	во второй	2	2
110	когда он	2	2
111	вместе с	7	2
112	к жизни	4	2
113	так и	6	2
114	приводит к	6	2
115	и отношений	6	2
116	и того	4	2
117	именно в	4	2
118	в себя	3	2
119	но только	2	2
120	самом деле	2	2
121	и наконец	2	2
122	только что	2	2
123	сказать что	13	2
124	больше чем	3	2
125	в первом	4	2
126	могут быть	5	2
127	но он	2	2
128	известно что	2	2
129	в данном	2	2
130	в себе	4	2
131	не знает	3	2
132	к осознанию	3	2
133	в чем	6	2
