N	3gram	Vygotskiy__5	Istorich
1	мы видим что	2	8
2	не может быть	3	7
3	с другой стороны	2	5
4	до сих пор	3	5
5	в том что	11	4
6	с одной стороны	3	4
7	по отношению к	12	3
8	в то время	4	3
9	о том что	4	3
10	но все же	2	3
11	то же самое	4	3
12	то время как	4	3
13	можно было бы	3	3
14	друг с другом	7	3
15	в отличие от	2	2
16	само по себе	2	2
17	с самого начала	5	2
18	же самое что	2	2
19	вопрос о том	3	2
20	мы нашли что	2	2
21	в зависимости от	2	2
22	так же как	7	2
23	вместе с тем	2	2
24	один и тот	3	2
25	на этот вопрос	4	2
26	и тот же	3	2
