N	2gram	Bakhtin_Pr_2	Psycholo
1	и в	45	38
2	то что	5	35
3	все время	3	30
4	в том	8	25
5	в самом	13	25
6	самом деле	4	21
7	что в	6	20
8	может быть	18	19
9	и что	2	18
10	на то	2	16
11	что она	4	16
12	точки зрения	19	16
13	в ней	7	15
14	то есть	50	15
15	если бы	2	14
16	том что	7	14
17	как бы	15	14
18	потому что	8	14
19	в этом	20	13
20	мы видим	2	12
21	было бы	4	12
22	не только	16	12
23	таким образом	11	12
24	не в	8	12
25	что он	7	11
26	в сущности	7	10
27	то же	5	10
28	и не	42	10
29	с точки	9	9
30	все же	4	8
31	перед нами	4	8
32	в одном	6	8
33	вовсе не	7	8
34	как и	14	8
35	так что	2	8
36	и как	2	8
37	как раз	6	8
38	но только	2	8
39	в ее	3	7
40	а не	10	7
41	мы можем	4	7
42	не может	24	7
43	показать что	2	7
44	что у	4	7
45	как мы	8	7
46	а в	3	7
47	мы уже	3	7
48	все то	2	7
49	из них	9	6
50	и здесь	2	6
51	мы видели	3	6
52	до сих	2	6
53	она не	5	6
54	один из	2	6
55	в котором	7	6
56	не имеет	3	6
57	он не	9	6
58	так как	5	6
59	он говорит	2	6
60	как это	2	6
61	и его	8	6
62	и на	7	6
63	о том	3	6
64	там где	6	6
65	я не	6	5
66	должна быть	3	5
67	в своем	5	5
68	в своей	6	5
69	но и	15	5
70	сих пор	2	5
71	в той	3	5
72	или в	2	5
73	в его	22	5
74	так сказать	7	5
75	в которой	2	5
76	которую мы	2	4
77	что если	3	4
78	никогда не	17	4
79	что эта	2	4
80	идет о	2	4
81	что они	3	4
82	при этом	2	4
83	и для	2	4
84	конечно не	6	4
85	во всех	4	4
86	в самой	3	4
87	в нем	20	4
88	что и	5	4
89	ее в	2	4
90	в целом	5	4
91	как в	4	4
92	все эти	4	4
93	того что	3	4
94	из которых	2	4
95	и даже	3	4
96	в своих	4	4
97	сказать что	5	4
98	у него	6	4
99	только в	9	4
100	одна из	3	4
101	в себе	5	4
102	в виду	2	4
103	как на	2	3
104	где она	2	3
105	были бы	2	3
106	в них	4	3
107	только для	2	3
108	что все	3	3
109	со всей	2	3
110	к этому	4	3
111	из одного	2	3
112	и к	2	3
113	ни в	2	3
114	конечно в	2	3
115	но это	2	3
116	он приводит	2	3
117	тот же	2	3
118	и о	2	3
119	в основе	2	3
120	уже говорили	2	3
121	все это	5	3
122	бы не	3	3
123	что не	5	3
124	сам автор	4	3
125	не так	2	3
126	в таком	3	3
127	к ним	3	3
128	того как	3	3
129	тем что	2	3
130	далеко не	4	3
131	в то	5	3
132	бы в	5	3
133	его в	3	3
134	здесь не	2	3
135	но в	6	3
136	и затем	2	2
137	истинный смысл	2	2
138	и более	2	2
139	что образ	2	2
140	и другие	4	2
141	была бы	3	2
142	в этих	4	2
143	смысле этого	2	2
144	все они	4	2
145	и одновременно	2	2
146	хотя бы	5	2
147	лежит в	2	2
148	своих героев	2	2
149	нее в	2	2
150	и ее	7	2
151	о мире	5	2
152	только что	2	2
153	или не	2	2
154	как же	2	2
155	до конца	7	2
156	уже не	6	2
157	у нас	2	2
158	своей жизни	3	2
159	есть в	8	2
160	не должна	3	2
161	здесь в	2	2
162	для него	9	2
163	они не	2	2
164	например в	2	2
165	и той	3	2
166	все те	2	2
167	можем сказать	2	2
168	для этого	3	2
169	с ее	3	2
170	он может	2	2
171	мы старались	2	2
172	со стороны	4	2
173	что же	4	2
174	и другими	2	2
175	всего этого	3	2
176	по выражению	2	2
177	так же	5	2
178	он всецело	2	2
179	в одной	5	2
180	нами в	4	2
181	отношения к	2	2
182	а с	3	2
183	и вот	2	2
184	и по	2	2
185	есть только	4	2
186	и всегда	2	2
187	в конце	4	2
188	их в	7	2
189	героев в	3	2
190	автора и	2	2
191	и следовательно	7	2
192	как к	2	2
193	но как	2	2
194	в истории	2	2
195	этого слова	2	2
196	в русской	2	2
197	к этой	2	2
198	мы слышим	2	2
199	с ним	8	2
200	ничего не	3	2
201	и действительно	2	2
202	для художественного	2	2
