N	2gram	Propp_Isto_1	FransuaR
1	и в	28	41
2	во всех	2	17
3	таким образом	8	17
4	в нем	2	16
5	и с	4	16
6	и его	3	13
7	но и	10	13
8	как мы	3	12
9	в этом	8	12
10	все это	4	11
11	все эти	4	11
12	прежде всего	10	10
13	не только	12	10
14	и др	7	10
15	так как	6	10
16	то что	9	10
17	здесь в	2	9
18	во время	3	9
19	и на	4	9
20	о том	9	9
21	никогда не	14	8
22	в этой	6	8
23	но в	8	8
24	вовсе не	2	7
25	том что	7	7
26	как бы	2	7
27	в особенности	2	7
28	как и	4	7
29	что в	12	7
30	в его	5	7
31	в образе	3	6
32	что он	10	6
33	мы видим	11	6
34	например в	5	6
35	один из	4	6
36	вместе с	6	6
37	в эпоху	2	6
38	или в	5	6
39	также и	3	6
40	сказать что	5	6
41	в то	3	6
42	то же	12	5
43	в одном	5	5
44	в ее	2	5
45	так же	7	5
46	и он	3	5
47	из них	3	5
48	так и	9	5
49	в своем	5	5
50	большинстве случаев	4	5
51	и что	10	5
52	еще в	2	5
53	тем что	3	5
54	образов и	2	5
55	в себе	2	5
56	во всем	3	5
57	там где	4	5
58	что это	8	5
59	подчеркнуть что	2	5
60	с другой	6	4
61	но они	2	4
62	и от	2	4
63	а затем	2	4
64	именно в	3	4
65	и как	2	4
66	не в	9	4
67	большей или	2	4
68	в большинстве	4	4
69	тот же	2	4
70	одной стороны	4	4
71	в ней	7	4
72	в котором	3	4
73	даже в	4	4
74	все же	10	4
75	не может	15	4
76	с одной	4	4
77	как в	2	4
78	именно на	2	4
79	и даже	4	4
80	одним из	2	4
81	а в	7	4
82	в основе	4	4
83	в другом	3	4
84	с ним	2	4
85	из этого	2	4
86	мы увидим	10	3
87	вход в	6	3
88	перед нами	3	3
89	в книге	3	3
90	с этим	4	3
91	или меньшей	2	3
92	на первый	2	3
93	одной из	2	3
94	нас не	3	3
95	мы будем	5	3
96	но это	4	3
97	до сих	5	3
98	было бы	7	3
99	в целях	3	3
100	в начале	3	3
101	конечно не	2	3
102	и их	3	3
103	но оно	4	3
104	связано с	2	3
105	сих пор	5	3
106	и для	4	3
107	при этом	3	3
108	и не	9	3
109	они не	4	3
110	того что	4	3
111	что не	2	3
112	между ними	2	3
113	есть только	3	3
114	тесно связаны	3	3
115	только в	11	3
116	только с	2	3
117	потому что	4	3
118	хотя он	2	2
119	что их	2	2
120	не могут	2	2
121	всех этих	2	2
122	что если	2	2
123	но уже	2	2
124	в частности	2	2
125	мы еще	3	2
126	в этих	7	2
127	для этого	3	2
128	превращается в	4	2
129	в меньшей	2	2
130	если мы	3	2
131	для нас	13	2
132	в том	9	2
133	так что	4	2
134	в дальнейшем	5	2
135	связи с	4	2
136	что они	5	2
137	на этом	3	2
138	но не	5	2
139	здесь же	2	2
140	должна быть	5	2
141	там и	3	2
142	и часто	2	2
143	и тот	2	2
144	никто не	2	2
145	может быть	25	2
146	он не	2	2
147	и когда	2	2
148	но если	2	2
149	и потому	2	2
150	в таких	2	2
151	был бы	2	2
152	должен быть	3	2
153	мы видели	2	2
154	себя в	2	2
155	не будем	5	2
156	в форме	3	2
157	а именно	4	2
158	другой стороны	5	2
159	как раз	2	2
160	не на	2	2
161	и другие	4	2
162	как это	3	2
163	а не	15	2
164	и конец	2	2
165	мы не	10	2
166	то он	2	2
167	их в	5	2
168	между тем	2	2
169	он в	2	2
170	что мы	7	2
171	как он	2	2
172	и этим	2	2
173	бы в	2	2
174	в области	2	2
175	тогда когда	2	2
176	это было	2	2
177	как о	2	2
178	а для	2	2
