N	2gram	Vinokur_St_1	Vladivir
1	и в	44	30
2	то что	18	20
3	в этом	21	20
4	у него	2	19
5	в том	36	18
6	и не	16	18
7	и с	3	14
8	что он	10	13
9	в конце	3	13
10	том что	29	12
11	что в	30	12
12	не только	18	12
13	в его	9	11
14	а в	17	11
15	сказать что	7	11
16	а также	2	10
17	и вообще	3	10
18	и даже	5	10
19	не было	4	10
20	не в	12	9
21	для него	6	9
22	было бы	17	9
23	все же	8	9
24	потому что	6	9
25	не может	8	9
26	в то	9	9
27	в своем	2	8
28	но и	10	8
29	что же	6	8
30	но в	10	8
31	не менее	5	7
32	никогда не	5	7
33	точки зрения	11	7
34	и все	2	7
35	ни в	3	7
36	может быть	15	7
37	между прочим	2	7
38	для нас	7	7
39	а не	16	7
40	как это	4	7
41	то есть	2	7
42	еще и	2	6
43	прежде всего	7	6
44	об этом	3	6
45	тем не	2	6
46	он был	3	6
47	у нас	11	6
48	то время	2	6
49	только в	10	6
50	всяком случае	6	6
51	во всяком	6	6
52	его жизни	3	6
53	в себе	2	6
54	жизни и	5	6
55	а именно	3	6
56	и его	8	6
57	также и	9	6
58	в москве	2	6
59	и то	5	5
60	же касается	3	5
61	и я	3	5
62	к концу	2	5
63	как и	9	5
64	так что	6	5
65	то в	3	5
66	при этом	2	5
67	того же	3	5
68	в своей	6	5
69	как бы	4	5
70	в котором	5	5
71	для себя	3	5
72	так и	9	5
73	все это	5	5
74	с этим	3	5
75	и что	4	5
76	того что	9	5
77	в результате	3	5
78	все эти	5	5
79	так как	5	5
80	совсем не	2	4
81	именно в	6	4
82	с этой	3	4
83	я не	7	4
84	вовсе не	19	4
85	его в	2	4
86	в этой	11	4
87	в целом	5	4
88	что это	4	4
89	конечно не	2	4
90	несмотря на	2	4
91	в ней	3	4
92	он не	2	4
93	в нем	5	4
94	то это	3	4
95	крайней мере	2	4
96	в этих	2	4
97	со стороны	6	4
98	то же	5	4
99	на этот	3	4
100	так же	5	4
101	той же	5	4
102	по поводу	7	4
103	но это	6	4
104	в начале	3	4
105	о том	17	4
106	с которыми	2	4
107	в которой	4	4
108	по крайней	2	4
109	отношение к	2	4
110	уже в	2	3
111	всех этих	2	3
112	должен был	2	3
113	в отношении	9	3
114	хотя бы	6	3
115	из этих	6	3
116	что касается	3	3
117	это в	4	3
118	же время	4	3
119	быть в	2	3
120	что и	6	3
121	да и	3	3
122	по существу	2	3
123	тем более	4	3
124	но не	3	3
125	в данном	14	3
126	и для	3	3
127	вплоть до	5	3
128	так или	2	3
129	еще более	4	3
130	с точки	8	3
131	во всех	8	3
132	как в	13	3
133	отношения к	2	3
134	таким образом	7	3
135	и вполне	3	3
136	в очень	3	3
137	в таком	3	3
138	или иначе	2	3
139	в виде	3	3
140	даже и	2	3
141	но он	2	3
142	и это	2	3
143	дело в	6	3
144	в россии	4	3
145	в области	14	3
146	этот раз	2	3
147	к нему	2	2
148	нисколько не	2	2
149	это не	8	2
150	если не	2	2
151	же это	3	2
152	и можно	2	2
153	без всякого	2	2
154	хотел бы	2	2
155	в изд	3	2
156	эту тему	4	2
157	возможно что	3	2
158	а то	2	2
159	она не	2	2
160	и сам	2	2
161	во второй	9	2
162	кажется что	3	2
163	такого рода	2	2
164	не могла	2	2
165	в самом	7	2
166	в сущности	2	2
167	меня не	2	2
168	в статье	7	2
169	в частности	4	2
170	ни с	3	2
171	же и	4	2
172	на то	4	2
173	и потому	2	2
174	для того	10	2
175	время как	2	2
176	будто бы	3	2
177	даже в	3	2
178	к числу	2	2
179	гораздо более	4	2
180	не имеет	4	2
181	можно назвать	2	2
182	данном случае	6	2
183	в печати	5	2
184	как к	3	2
185	начиная с	2	2
186	в рукописи	4	2
187	но все	4	2
188	не согласен	2	2
189	в двух	3	2
190	мы находим	4	2
191	в той	6	2
192	заключается в	4	2
193	того чтобы	11	2
194	что не	3	2
195	и очень	4	2
196	в чем	3	2
197	и по	5	2
198	и нужно	3	2
199	что для	3	2
200	во многих	3	2
201	можно было	13	2
202	нет никаких	2	2
203	в своих	2	2
204	их в	2	2
205	и во	2	2
206	г в	5	2
207	д д	6	2
208	как будто	4	2
209	на эту	4	2
210	о пушкине	9	2
211	уже о	5	2
212	ничего не	2	2
213	мы не	2	2
214	в новом	4	2
