N	2gram	Propp_Isto_1	Sovremen
1	не может	15	17
2	может быть	25	12
3	таким образом	8	11
4	мы не	10	9
5	не можем	3	7
6	в этом	8	7
7	и в	28	7
8	и не	9	6
9	как и	4	6
10	ничего не	2	6
11	что же	3	5
12	прежде всего	10	5
13	все эти	4	5
14	как бы	2	4
15	мы видели	2	4
16	если мы	3	4
17	в целом	2	4
18	вместе с	6	4
19	в зависимости	2	4
20	это не	7	4
21	а в	7	4
22	вопрос о	5	4
23	не только	12	4
24	в том	9	4
25	в дальнейшем	5	4
26	их в	5	4
27	из них	3	4
28	точку зрения	3	4
29	мы должны	13	4
30	зависимости от	2	4
31	так как	6	4
32	но мы	2	3
33	самого начала	2	3
34	все же	10	3
35	мы получим	2	3
36	видели что	3	3
37	между собой	4	3
38	все это	4	3
39	то же	12	3
40	ясно что	2	3
41	в нем	2	3
42	а не	15	3
43	для нас	13	3
44	когда мы	2	3
45	с самого	2	3
46	не в	9	3
47	в этой	6	3
48	основной вопрос	2	3
49	одна из	2	3
50	еще не	7	3
51	он в	2	3
52	при этом	3	3
53	было бы	7	3
54	и мы	2	3
55	в одном	5	3
56	как он	2	3
57	в себе	2	3
58	в области	2	3
59	что она	5	3
60	но в	8	3
61	и потому	2	3
62	не могут	2	2
63	не знаем	2	2
64	что это	8	2
65	не менее	6	2
66	в виде	2	2
67	в некоторых	2	2
68	не будем	5	2
69	можно назвать	2	2
70	на котором	3	2
71	приводит к	2	2
72	то и	2	2
73	в отличие	2	2
74	с одной	4	2
75	как мы	3	2
76	уже не	3	2
77	и что	10	2
78	и пр	4	2
79	из которых	3	2
80	что такое	2	2
81	на этот	2	2
82	к чему	3	2
83	и даже	4	2
84	и по	3	2
85	тем не	6	2
86	мы знаем	4	2
87	он должен	2	2
88	то ни	2	2
89	мы видим	11	2
90	но все	4	2
91	на этом	3	2
92	могут быть	4	2
93	с этим	4	2
94	что в	12	2
95	не дает	2	2
96	с другом	3	2
97	тот же	2	2
98	же самое	3	2
99	некоторое время	2	2
100	это за	3	2
101	мы этого	2	2
102	друг с	4	2
103	отличие от	2	2
104	в его	5	2
105	в которую	3	2
