N	2gram	Tiupa_Disk_1	Istorich
1	в сказке	3	50
2	и в	16	22
3	мы имеем	2	19
4	в этом	15	17
5	что в	4	15
6	не только	28	14
7	но и	14	12
8	и не	11	12
9	может быть	17	11
10	или в	2	11
11	еще не	14	10
12	таким образом	3	10
13	но в	8	10
14	что он	4	9
15	в нем	9	9
16	что и	3	9
17	в сказках	2	9
18	в том	23	9
19	с этим	3	8
20	том что	19	8
21	как мы	2	8
22	другой стороны	3	7
23	с другой	10	7
24	к этому	2	7
25	но не	11	7
26	то что	5	7
27	из них	3	7
28	уже не	4	7
29	связи с	4	6
30	в них	4	6
31	это не	3	6
32	а в	5	6
33	то же	7	6
34	а не	22	6
35	не менее	2	5
36	в частности	9	5
37	один из	3	5
38	все же	3	5
39	того что	3	5
40	могут быть	4	5
41	в этой	2	5
42	не всегда	2	4
43	на смену	3	4
44	не в	7	4
45	в пределах	2	4
46	только в	7	4
47	на этом	2	4
48	в свою	3	4
49	они не	2	4
50	одним из	2	4
51	отношение к	4	4
52	и его	2	4
53	и на	5	4
54	в данном	5	4
55	не может	9	4
56	тем что	3	4
57	состоит в	9	3
58	целый ряд	2	3
59	в одной	3	3
60	и все	2	3
61	прежде всего	11	3
62	стороны и	2	3
63	к тому	5	3
64	и к	4	3
65	как и	16	3
66	и как	6	3
67	представляет собой	17	3
68	особого рода	2	3
69	они и	3	3
70	на его	4	3
71	в его	7	3
72	никогда не	2	3
73	в целом	4	3
74	данном случае	2	3
75	со стороны	7	3
76	никого не	2	3
77	на том	2	3
78	имеет свою	3	3
79	сказать что	3	3
80	потому что	4	3
81	и ее	2	3
82	далеко не	10	3
83	о том	8	3
84	однако это	2	3
85	не было	7	2
86	и есть	2	2
87	в сторону	4	2
88	и др	2	2
89	и герой	2	2
90	представления о	2	2
91	в особом	2	2
92	в одном	2	2
93	говорит и	2	2
94	в тех	2	2
95	можно сказать	5	2
96	во всяком	2	2
97	тому же	5	2
98	в силу	5	2
99	но они	2	2
100	с одной	9	2
101	как в	10	2
102	при этом	13	2
103	в качестве	34	2
104	на себя	2	2
105	одной стороны	9	2
106	например в	2	2
107	одного из	2	2
108	и о	4	2
109	хотя и	2	2
110	и потому	3	2
111	и он	2	2
112	в котором	5	2
113	не с	3	2
114	отношению к	9	2
115	так и	8	2
116	по отношению	9	2
117	в своем	6	2
118	и было	2	2
119	в особенности	4	2
120	сказки о	3	2
121	и что	2	2
122	что не	4	2
123	более поздних	2	2
124	и даже	3	2
125	роль в	7	2
126	и сказка	3	2
127	в которых	4	2
128	дело с	2	2
129	между тем	4	2
130	точки зрения	3	2
131	в другом	2	2
132	в то	3	2
133	как правило	4	2
134	а также	8	2
