N	2gram	Bakhtin_Fr_4	TeoriaLi
1	не только	10	18
2	в качестве	3	17
3	и не	16	16
4	в частности	3	13
5	и в	29	13
6	может быть	2	12
7	так и	11	12
8	то есть	21	12
9	при этом	3	11
10	в этом	11	11
11	в том	7	11
12	но не	2	10
13	и его	8	10
14	в его	8	9
15	то же	10	9
16	своего рода	6	8
17	но и	9	8
18	себя в	2	7
19	в себе	3	7
20	том что	3	7
21	во второй	2	7
22	точки зрения	4	7
23	по своей	3	7
24	в то	10	7
25	только в	2	7
26	место в	2	6
27	с его	4	6
28	же время	8	6
29	еще не	4	6
30	как бы	8	6
31	но в	12	6
32	и одновременно	4	5
33	в своем	3	5
34	а также	2	5
35	в ее	3	5
36	как и	12	5
37	между ними	2	5
38	в нем	5	5
39	как в	2	5
40	он не	3	5
41	уже не	2	5
42	с другой	4	5
43	не случайно	3	5
44	не столько	2	4
45	ни в	2	4
46	более или	3	4
47	в своей	5	4
48	то что	4	4
49	по преимуществу	3	4
50	или менее	3	4
51	в их	2	4
52	и т.п	12	4
53	не может	2	4
54	в слове	2	4
55	сказать что	5	4
56	хотя и	2	4
57	но он	6	4
58	мира и	4	4
59	перед нами	4	3
60	и др	4	3
61	никогда не	2	3
62	в нашем	4	3
63	в этих	2	3
64	прежде всего	8	3
65	и к	2	3
66	по своему	4	3
67	того что	3	3
68	и сам	3	3
69	с ее	3	3
70	другой стороны	3	3
71	как раз	2	3
72	таким образом	20	3
73	именно в	2	3
74	и вот	3	3
75	и по	5	3
76	или в	2	3
77	и то	2	3
78	нового времени	2	3
79	в основе	2	3
80	в этой	13	3
81	его в	9	3
82	все эти	9	3
83	в эпизоде	2	3
84	к которому	2	3
85	о чем	2	2
86	в конце	9	2
87	жизни в	2	2
88	того же	5	2
89	это не	5	2
90	вовсе не	9	2
91	в литературе	4	2
92	что он	4	2
93	к тому	2	2
94	но как	3	2
95	и как	3	2
96	соответствии с	2	2
97	что они	2	2
98	перед лицом	2	2
99	одной стороны	2	2
100	в большинстве	6	2
101	о своем	2	2
102	одной из	2	2
103	в виду	2	2
104	к нему	3	2
105	но она	2	2
106	образом и	3	2
107	со стороны	2	2
108	этой системе	3	2
109	не на	2	2
110	здесь не	3	2
111	как к	3	2
112	в романе	10	2
113	и для	2	2
114	с одной	2	2
115	это и	5	2
116	в себя	2	2
117	в году	3	2
118	в той	2	2
119	и о	5	2
120	с точки	2	2
121	и даже	3	2
122	так же	7	2
123	роль в	3	2
124	их в	2	2
125	у него	5	2
126	и здесь	3	2
127	как будто	2	2
128	о том	2	2
129	и это	2	2
130	в чем	3	2
131	в которой	4	2
