N	2gram	Vygotskiy__4	Literetu
1	а не	6	20
2	и в	33	19
3	может быть	22	17
4	то же	9	12
5	и не	13	11
6	в том	21	10
7	как и	5	10
8	но и	3	10
9	же время	2	9
10	не может	10	9
11	в мире	3	9
12	в этом	28	9
13	в то	3	9
14	с другой	2	8
15	не только	7	8
16	том что	22	7
17	то что	44	7
18	так и	3	7
19	с одной	3	7
20	слова и	4	7
21	в себе	6	6
22	одной стороны	3	6
23	при этом	2	6
24	себя в	4	6
25	и на	5	6
26	столь же	2	5
27	я не	4	5
28	у нас	4	5
29	одна из	4	5
30	но не	3	5
31	он не	11	5
32	вместе с	8	5
33	того что	4	5
34	то есть	13	5
35	что в	21	4
36	в частности	4	4
37	прежде всего	2	4
38	не в	2	4
39	в ней	6	4
40	в его	10	4
41	даже в	2	4
42	один из	2	4
43	жизни и	4	4
44	и других	4	4
45	так что	7	4
46	другой стороны	2	4
47	мы не	5	4
48	тем что	3	4
49	точки зрения	6	4
50	в искусстве	2	4
51	в русской	2	4
52	едва ли	2	4
53	никогда не	5	3
54	что он	20	3
55	идет о	3	3
56	в нем	7	3
57	по существу	2	3
58	и как	5	3
59	такой же	2	3
60	в этой	9	3
61	и он	3	3
62	в сущности	6	3
63	во всех	2	3
64	том чтобы	4	3
65	речь идет	3	3
66	со стороны	2	3
67	себе и	2	3
68	в их	2	3
69	и для	3	3
70	как я	3	3
71	так как	12	3
72	тем самым	3	3
73	с точки	4	3
74	как на	6	3
75	а в	4	3
76	и его	5	3
77	и то	2	3
78	и с	2	3
79	ничего не	2	3
80	на этом	3	2
81	уже в	2	2
82	не было	3	2
83	первый раз	4	2
84	же как	3	2
85	с тем	4	2
86	у него	6	2
87	не является	2	2
88	для этого	8	2
89	в них	2	2
90	над ним	2	2
91	в какой	5	2
92	с этой	4	2
93	в конце	8	2
94	в виду	2	2
95	в одном	3	2
96	в жизни	4	2
97	вовсе не	5	2
98	в такой	2	2
99	и к	2	2
100	для нас	7	2
101	в ее	2	2
102	творческий акт	2	2
103	до конца	7	2
104	тот же	3	2
105	было бы	12	2
106	не по	2	2
107	как бы	25	2
108	был бы	3	2
109	в руках	2	2
110	перед ним	2	2
111	что и	3	2
112	как он	5	2
113	все же	5	2
114	с ее	3	2
115	и т	6	2
116	в целом	5	2
117	из них	4	2
118	то как	2	2
119	и за	3	2
120	и до	3	2
121	как раз	9	2
122	т п	3	2
123	и только	7	2
124	быть не	2	2
125	той же	4	2
126	и что	25	2
127	для того	23	2
128	что не	4	2
129	из которых	3	2
130	и наконец	2	2
131	за то	3	2
132	хотя бы	2	2
133	в своих	3	2
134	в результате	2	2
135	потому что	24	2
136	в основе	3	2
137	одно из	2	2
138	в первый	3	2
139	о том	20	2
140	в художественном	2	2
141	представляет собой	2	2
142	тому как	2	2
143	к этой	3	2
144	как это	14	2
145	с ним	5	2
146	могло бы	3	2
147	но в	2	2
148	не надо	2	2
