N	2gram	Potebnia_M_4	Problemy
1	и в	23	43
2	и не	18	29
3	может быть	26	23
4	как бы	5	22
5	не может	11	18
6	но и	11	14
7	как и	14	14
8	и т	7	13
9	точки зрения	4	13
10	в этом	23	13
11	что он	4	13
12	слова в	3	12
13	в нем	7	12
14	в одном	4	12
15	слова и	5	12
16	в каждом	3	11
17	не в	11	11
18	по себе	11	11
19	не только	10	11
20	и на	3	10
21	но в	8	10
22	в его	5	10
23	как мы	2	10
24	никогда не	3	9
25	в большинстве	2	9
26	еще не	3	9
27	в сущности	2	9
28	он не	2	9
29	слово и	3	9
30	т п	4	9
31	для него	5	8
32	лишь в	3	8
33	большинстве случаев	2	8
34	то же	14	8
35	с точки	3	8
36	и его	2	8
37	слово в	4	8
38	до сих	4	7
39	в самом	3	7
40	слова с	3	7
41	в то	4	7
42	то что	29	7
43	сих пор	4	7
44	что же	5	7
45	а не	12	7
46	в этих	3	6
47	в том	23	6
48	при этом	15	6
49	в котором	4	6
50	к одному	3	6
51	и все	4	6
52	не как	2	6
53	что я	11	6
54	так сказать	5	6
55	на то	7	5
56	да и	4	5
57	так что	5	5
58	же время	3	5
59	хотя и	5	5
60	к нему	5	5
61	нам кажется	2	5
62	все это	5	5
63	по отношению	10	5
64	таким образом	24	5
65	все эти	3	5
66	а в	5	5
67	и с	4	5
68	слово с	6	5
69	бы в	2	5
70	а что	2	5
71	это слово	4	5
72	вовсе не	7	5
73	о том	8	5
74	было бы	8	5
75	и что	7	5
76	отношению к	8	5
77	в той	4	5
78	самом деле	3	5
79	в речи	3	5
80	в слове	22	5
81	сам по	4	5
82	в себе	14	5
83	я не	2	4
84	не могут	2	4
85	что в	17	4
86	в своем	8	4
87	с другой	2	4
88	к тому	3	4
89	в самой	2	4
90	но это	3	4
91	между собою	4	4
92	по мере	7	4
93	т д	3	4
94	должно быть	5	4
95	их в	3	4
96	человека в	2	4
97	во время	2	4
98	так как	14	4
99	то есть	34	4
100	а как	2	4
101	в них	3	4
102	из одного	3	4
103	том же	2	4
104	если же	4	4
105	и до	3	4
106	там где	3	4
107	на этот	2	4
108	между ними	4	4
109	мы не	8	4
110	этот вопрос	3	4
111	только в	15	4
112	и это	2	4
113	не менее	5	3
114	что если	6	3
115	это не	7	3
116	есть и	2	3
117	есть в	5	3
118	кроме того	3	3
119	и следовательно	3	3
120	в виду	3	3
121	и их	3	3
122	и только	3	3
123	и даже	2	3
124	и здесь	2	3
125	его в	4	3
126	с ним	5	3
127	между тем	9	3
128	что так	2	3
129	если бы	13	3
130	в различных	2	3
131	и к	6	3
132	она не	2	3
133	тот же	2	3
134	мы уже	3	3
135	даже в	2	3
136	что и	7	3
137	так и	6	3
138	только на	4	3
139	уже не	3	3
140	и для	2	3
141	той же	3	3
142	можно было	2	3
143	тем что	10	3
144	в виде	2	3
145	могут быть	7	3
146	уже в	5	2
147	что у	3	2
148	но так	2	2
149	из этих	2	2
150	мысли и	7	2
151	человека и	3	2
152	в образе	2	2
153	вопрос о	2	2
154	для понимания	2	2
155	как человек	3	2
156	его к	2	2
157	одна и	2	2
158	что на	2	2
159	что может	2	2
160	тем не	4	2
161	как же	4	2
162	для нас	14	2
163	и как	2	2
164	мы и	2	2
165	что это	7	2
166	например в	3	2
167	что такое	7	2
168	они могут	2	2
169	ту же	3	2
170	на себе	3	2
171	и др	2	2
172	то это	8	2
173	и мысли	2	2
174	отношение к	2	2
175	на том	2	2
176	и без	2	2
177	то и	4	2
178	но эта	2	2
179	здесь мы	2	2
180	того что	14	2
181	этих случаях	2	2
182	так же	4	2
183	с ними	3	2
184	в своих	2	2
185	от одного	3	2
186	в которых	3	2
187	сказать что	8	2
188	и так	3	2
189	известно что	6	2
190	собою и	2	2
191	ко второму	2	2
192	в первом	3	2
193	во всяком	5	2
194	уже и	2	2
195	и та	4	2
196	превращается в	2	2
197	с этим	7	2
198	нельзя сказать	3	2
199	бы ни	2	2
200	об этом	2	2
201	у нас	2	2
202	и при	2	2
203	по своему	2	2
204	и говорить	2	2
205	и слова	2	2
206	указывает на	2	2
207	не нужно	2	2
208	конечно не	2	2
209	не могу	2	2
210	и о	4	2
211	этого слова	7	2
212	не есть	9	2
213	если оно	2	2
214	в процессе	3	2
215	быть и	2	2
216	бы и	5	2
217	как в	7	2
218	еще более	2	2
219	и они	2	2
220	если мы	2	2
221	и сами	2	2
222	том что	12	2
223	что не	6	2
224	должны быть	3	2
225	хотя бы	4	2
226	слов в	4	2
227	в таком	4	2
228	и то	5	2
229	мы можем	10	2
230	словами в	2	2
231	в поэзии	3	2
232	бы не	3	2
233	а между	4	2
234	того как	6	2
