N	3gram	Vygotskiy__7	FransuaR
1	в том что	13	6
2	для того чтобы	18	6
3	в этом отношении	3	5
4	так же как	7	4
5	как мы видели	3	4
6	на самом деле	2	4
7	до сих пор	3	3
8	потому что он	2	3
9	между словом и	8	2
10	в данном случае	5	2
11	друг с другом	2	2
12	в то время	2	2
13	с точки зрения	21	2
14	то же самое	5	2
15	же как и	2	2
16	в большинстве случаев	2	2
17	мысли и слова	4	2
18	в отличие от	2	2
19	можно сказать что	3	2
20	мысль и слово	3	2
21	мы находим в	2	2
22	у нее нет	2	2
23	не может быть	4	2
