N	2gram	Ircho_Kome_3	FransuaR
1	и в	22	29
2	таким образом	12	20
3	и не	21	16
4	в эпоху	2	15
5	и все	2	13
6	в этой	3	13
7	как и	3	12
8	но в	5	12
9	так и	4	11
10	и на	2	11
11	в этом	8	11
12	то же	7	10
13	во время	6	10
14	как мы	2	10
15	в то	6	10
16	не только	5	10
17	вовсе не	4	9
18	в конце	7	9
19	но и	4	9
20	и с	4	9
21	его в	8	9
22	же время	5	8
23	прежде всего	5	8
24	в его	8	8
25	и его	6	8
26	как бы	3	8
27	в них	3	7
28	так же	4	7
29	в том	12	7
30	так как	11	7
31	из них	5	6
32	в сущности	2	6
33	у него	4	5
34	это не	2	5
35	того же	6	5
36	до конца	4	5
37	и о	2	5
38	далеко не	3	5
39	в нем	3	5
40	в своей	5	5
41	он и	2	5
42	только для	2	4
43	с его	3	4
44	в образе	2	4
45	что он	8	4
46	по своему	3	4
47	еще не	6	4
48	которую он	2	4
49	конце концов	2	4
50	один из	3	4
51	то что	4	4
52	конечно не	3	4
53	все это	5	4
54	с помощью	4	4
55	с другой	4	4
56	в результате	2	4
57	тем что	5	4
58	точки зрения	4	4
59	в которой	3	4
60	в доме	10	3
61	все время	2	3
62	в частности	3	3
63	в качестве	2	3
64	в своем	8	3
65	самого начала	4	3
66	и здесь	4	3
67	в ее	3	3
68	а затем	2	3
69	все же	4	3
70	с самого	4	3
71	том что	13	3
72	мы можем	3	3
73	и сам	5	3
74	тот же	2	3
75	здесь и	2	3
76	он не	5	3
77	к нему	5	3
78	здесь не	2	3
79	другой стороны	2	3
80	в известной	2	3
81	при этом	7	3
82	того чтобы	6	3
83	для того	6	3
84	и даже	3	3
85	все остальные	2	3
86	роль в	2	3
87	в ней	4	3
88	в себе	4	3
89	уже в	2	2
90	бы не	2	2
91	сам он	2	2
92	связи с	5	2
93	к этому	6	2
94	по всему	3	2
95	нового времени	2	2
96	это в	2	2
97	и со	2	2
98	а как	2	2
99	к тому	6	2
100	и к	3	2
101	одной из	3	2
102	о его	2	2
103	ни в	10	2
104	он был	4	2
105	из этого	2	2
106	и тот	3	2
107	что они	2	2
108	перед лицом	2	2
109	то время	2	2
110	одной стороны	3	2
111	не может	3	2
112	о чем	7	2
113	и мы	3	2
114	на его	2	2
115	может быть	6	2
116	хотя и	5	2
117	никогда не	3	2
118	а также	2	2
119	в виду	2	2
120	в котором	2	2
121	со стороны	11	2
122	на них	3	2
123	раз в	2	2
124	и для	4	2
125	после этого	2	2
126	как в	2	2
127	до нас	4	2
128	в их	2	2
129	как раз	6	2
130	в других	3	2
131	с одной	3	2
132	с точки	3	2
133	между ними	2	2
134	друг друга	4	2
135	не мог	2	2
136	в своих	2	2
137	их в	3	2
138	в основе	2	2
139	о том	8	2
140	если же	2	2
141	как он	3	2
142	и это	2	2
143	нет ничего	2	2
144	и этим	3	2
145	с ним	5	2
