N	2gram	Bakhtin_Fr_4	Komedia
1	и в	29	22
2	и не	16	21
3	том что	3	13
4	в том	7	12
5	таким образом	20	12
6	со стороны	2	11
7	так как	7	11
8	ни в	2	10
9	в доме	3	10
10	в своем	3	8
11	что он	4	8
12	в его	8	8
13	в этом	11	8
14	о том	2	8
15	его в	9	8
16	о чем	2	7
17	при этом	3	7
18	то же	10	7
19	в конце	9	7
20	во время	10	6
21	к этому	2	6
22	того же	5	6
23	еще не	4	6
24	для того	3	6
25	к тому	2	6
26	может быть	2	6
27	как раз	2	6
28	того чтобы	3	6
29	и его	8	6
30	в то	10	6
31	связи с	2	5
32	же время	8	5
33	прежде всего	8	5
34	и сам	3	5
35	хотя и	2	5
36	не только	10	5
37	в своей	5	5
38	из них	6	5
39	все это	4	5
40	он не	3	5
41	тем что	4	5
42	к нему	3	5
43	с ним	2	5
44	но в	12	5
45	с самого	3	4
46	самого начала	3	4
47	у него	5	4
48	с другой	4	4
49	вовсе не	9	4
50	и здесь	3	4
51	он был	2	4
52	все же	3	4
53	до конца	5	4
54	в ней	3	4
55	то что	4	4
56	но и	9	4
57	до нас	2	4
58	с помощью	4	4
59	и для	2	4
60	друг друга	2	4
61	так же	7	4
62	точки зрения	4	4
63	в себе	3	4
64	так и	11	4
65	и с	9	4
66	с его	4	3
67	в частности	3	3
68	никогда не	2	3
69	в них	7	3
70	на них	2	3
71	по всему	2	3
72	в нем	5	3
73	далеко не	5	3
74	и к	2	3
75	в ее	3	3
76	как и	12	3
77	в этой	13	3
78	по своему	4	3
79	одной стороны	2	3
80	и тот	2	3
81	и мы	2	3
82	конечно не	4	3
83	как бы	8	3
84	один из	4	3
85	не может	2	3
86	с одной	2	3
87	с точки	2	3
88	и даже	3	3
89	в других	2	3
90	их в	2	3
91	одной из	2	3
92	мы можем	3	3
93	как он	2	3
94	и этим	2	3
95	в которой	4	3
96	в основе	2	2
97	только для	4	2
98	уже в	2	2
99	сам он	2	2
100	все время	3	2
101	в качестве	3	2
102	как в	2	2
103	это не	5	2
104	нового времени	2	2
105	и все	13	2
106	в образе	4	2
107	это в	2	2
108	а как	2	2
109	о его	2	2
110	а затем	3	2
111	что они	2	2
112	перед лицом	2	2
113	то время	2	2
114	тот же	3	2
115	не мог	2	2
116	на его	2	2
117	в сущности	6	2
118	и о	5	2
119	которую он	4	2
120	конце концов	4	2
121	а также	2	2
122	между ними	2	2
123	в котором	2	2
124	если же	2	2
125	и со	2	2
126	раз в	2	2
127	после этого	2	2
128	в их	2	2
129	как мы	10	2
130	другой стороны	3	2
131	в известной	3	2
132	бы не	2	2
133	в эпоху	15	2
134	все остальные	3	2
135	роль в	3	2
136	в своих	2	2
137	и на	11	2
138	здесь и	3	2
139	в результате	4	2
140	он и	5	2
141	и это	2	2
142	нет ничего	2	2
143	из этого	2	2
144	здесь не	3	2
145	в виду	2	2
