N	2gram	Bakhtin_Pr_1	VeschiIm
1	не есть	2	49
2	т е	21	42
3	не может	12	33
4	не только	15	31
5	может быть	24	29
6	и не	31	28
7	и в	29	26
8	то что	15	24
9	и есть	2	23
10	и т	4	21
11	а не	22	20
12	в смысле	2	15
13	и следовательно	4	15
14	что она	6	14
15	только в	10	14
16	и что	2	13
17	по себе	8	13
18	было бы	5	12
19	но и	14	12
20	сказать что	3	12
21	все же	9	12
22	в себя	3	12
23	и ее	2	12
24	что же	4	11
25	таким образом	12	11
26	то же	14	10
27	уже не	13	10
28	в ней	2	10
29	как бы	19	10
30	потому что	8	10
31	не значит	4	10
32	в том	8	9
33	в самом	10	9
34	бы то	2	9
35	и с	4	9
36	ни было	2	9
37	прежде всего	7	9
38	то ни	2	9
39	себя и	2	8
40	но это	4	8
41	в себе	7	8
42	и это	5	8
43	ничего не	5	8
44	со своим	2	7
45	в свете	4	7
46	что оно	2	7
47	в то	10	7
48	его в	6	7
49	так как	6	7
50	е в	2	7
51	том что	7	7
52	есть и	2	7
53	как раз	6	7
54	и пр	3	7
55	с другими	7	7
56	в этом	22	7
57	с собою	2	6
58	так что	2	6
59	и как	7	6
60	что в	8	6
61	для него	18	6
62	жизни и	2	6
63	отличается от	3	6
64	должно быть	4	6
65	в результате	4	6
66	точки зрения	19	6
67	но в	7	6
68	она не	7	6
69	бы и	4	6
70	с ним	5	6
71	можно было	2	6
72	должна быть	5	5
73	в отношении	2	5
74	это не	9	5
75	с этой	2	5
76	не в	7	5
77	еще не	5	5
78	и до	3	5
79	а в	7	5
80	как к	3	5
81	если бы	9	5
82	это и	5	5
83	одна из	3	5
84	но не	9	5
85	в сущности	5	5
86	для себя	2	5
87	и для	4	5
88	на себя	2	5
89	я не	3	4
90	от ее	2	4
91	в своем	8	4
92	с другой	3	4
93	есть то	3	4
94	как же	4	4
95	же время	9	4
96	точка зрения	12	4
97	только то	3	4
98	в их	3	4
99	то и	2	4
100	точке зрения	3	4
101	от того	4	4
102	и даже	2	4
103	с этим	2	4
104	как и	12	4
105	так чтобы	4	4
106	на себе	2	4
107	и о	5	4
108	его на	2	4
109	и потому	6	4
110	однако не	2	4
111	на почве	3	4
112	оно не	3	4
113	что и	4	4
114	этот вопрос	2	4
115	между ними	2	4
116	с точки	13	4
117	е не	2	4
118	в данном	2	4
119	тем что	4	4
120	же не	2	4
121	никогда не	3	3
122	она является	2	3
123	вопрос о	2	3
124	несмотря на	6	3
125	и сам	2	3
126	в нем	19	3
127	отношение к	2	3
128	себя самого	2	3
129	все это	6	3
130	ее как	3	3
131	отношения к	3	3
132	их в	4	3
133	к себе	2	3
134	но как	3	3
135	в чисто	2	3
136	себя как	2	3
137	или как	5	3
138	нисколько не	2	3
139	само по	3	3
140	перестает быть	4	3
141	к другому	2	3
142	в одном	10	3
143	в жизни	2	3
144	один из	2	3
145	что он	8	3
146	мы видим	2	3
147	тот же	2	3
148	как можно	2	3
149	в своей	8	3
150	так и	7	3
151	в той	2	3
152	самом деле	6	3
153	бы в	3	3
154	хотя бы	2	3
155	тому как	3	3
156	подобно тому	3	3
157	и самое	3	3
158	в основе	4	3
159	на вопрос	2	2
160	подходит к	2	2
161	его и	2	2
162	тому что	3	2
163	именно потому	2	2
164	была бы	3	2
165	а потому	2	2
166	ни в	3	2
167	в самой	6	2
168	но все	5	2
169	и нет	2	2
170	кроме того	3	2
171	мы уже	2	2
172	бы к	2	2
173	и уже	2	2
174	в первой	2	2
175	данном случае	2	2
176	мы ее	2	2
177	так же	6	2
178	не из	3	2
179	конечно и	2	2
180	в своих	3	2
181	самим собою	2	2
182	и понимания	3	2
183	оно может	2	2
184	на него	3	2
185	поэтому и	4	2
186	но они	2	2
187	с которой	2	2
188	превращается в	4	2
189	и во	2	2
190	но именно	3	2
191	себе и	3	2
192	никак не	2	2
193	он не	5	2
194	что из	2	2
195	из самого	2	2
196	как в	6	2
197	мысли и	5	2
198	находится в	2	2
199	приводит к	3	2
200	как мы	4	2
201	и его	14	2
202	той же	5	2
203	из его	2	2
204	во всяком	5	2
205	выражение в	6	2
206	отношении к	3	2
207	если же	3	2
208	не потому	2	2
