N	2gram	Potebnia_M_3	Myshleni
1	в том	32	42
2	том что	18	35
3	таким образом	14	25
4	точки зрения	2	24
5	в этом	10	24
6	и в	30	20
7	что в	17	19
8	то же	23	16
9	то что	18	15
10	не только	21	15
11	что они	2	14
12	как мы	7	13
13	с другой	7	12
14	при этом	3	12
15	в их	2	12
16	потому что	46	12
17	может быть	28	12
18	в целом	3	11
19	так же	3	11
20	в его	4	11
21	мы должны	4	11
22	этого слова	11	11
23	того что	18	10
24	так как	13	10
25	мы видим	2	10
26	и то	8	10
27	в себе	16	10
28	только в	21	10
29	слова в	7	9
30	и как	5	9
31	одной стороны	3	9
32	но и	19	9
33	другой стороны	4	9
34	с одной	7	9
35	между тем	9	9
36	как и	10	9
37	что и	13	9
38	понятия и	2	9
39	и не	15	8
40	и тем	5	8
41	и что	10	8
42	тогда когда	9	8
43	было бы	9	8
44	вместе с	12	8
45	в собственном	2	7
46	как бы	3	7
47	смысле этого	7	7
48	этом отношении	2	7
49	что мы	8	7
50	значение слова	5	7
51	и тот	2	7
52	в своей	2	7
53	собственном смысле	2	7
54	самом деле	2	7
55	тем самым	7	7
56	а не	15	7
57	того чтобы	3	7
58	тем что	7	7
59	могут быть	3	7
60	уже в	5	6
61	к одному	5	6
62	к тому	7	6
63	мы видели	4	6
64	в самом	8	6
65	не может	6	6
66	те же	6	6
67	развития в	2	6
68	и на	3	6
69	сказать что	5	6
70	его в	3	6
71	слово в	4	6
72	с тем	7	6
73	что он	6	6
74	в силу	3	6
75	одно и	5	6
76	и между	4	6
77	той же	2	6
78	перед нами	2	5
79	целый ряд	2	5
80	на то	2	5
81	в действительности	5	5
82	что такое	2	5
83	только не	2	5
84	если бы	12	5
85	и его	4	5
86	с этим	6	5
87	все же	2	5
88	о том	2	5
89	мы уже	2	5
90	так и	11	5
91	как в	10	5
92	одной и	4	5
93	для того	4	5
94	мы можем	3	5
95	слова и	5	5
96	тому что	3	4
97	в своем	5	4
98	словом и	5	4
99	для нас	20	4
100	что с	2	4
101	и той	2	4
102	по мере	4	4
103	из них	6	4
104	что оно	11	4
105	друг друга	3	4
106	с этой	2	4
107	в сознании	15	4
108	и с	2	4
109	к этому	3	4
110	его к	2	4
111	и при	4	4
112	по своему	2	4
113	в смысле	4	4
114	понятия мы	2	4
115	этот предмет	2	4
116	только что	8	4
117	в речи	2	4
118	тем же	4	4
119	не в	15	4
120	же словом	3	4
121	в области	2	4
122	не могут	5	3
123	не менее	5	3
124	одним и	3	3
125	в какой	2	3
126	не подлежит	2	3
127	и от	4	3
128	точно так	12	3
129	что все	3	3
130	на все	2	3
131	же слово	2	3
132	а только	3	3
133	так что	7	3
134	в этой	2	3
135	но что	2	3
136	от того	8	3
137	одной из	2	3
138	один из	4	3
139	со стороны	3	3
140	именно в	3	3
141	столь же	4	3
142	должно быть	5	3
143	на его	2	3
144	к одной	3	3
145	бы в	2	3
146	но не	7	3
147	в один	4	3
148	с таким	2	3
149	слова не	2	3
150	самое слово	2	3
151	ни в	2	3
152	в виде	2	3
153	связи с	2	3
154	ничего общего	2	3
155	что эта	2	3
156	в чем	3	3
157	в которой	3	3
158	на деле	5	3
159	место в	3	2
160	свое место	2	2
161	в каждом	3	2
162	прежде всего	3	2
163	для развития	2	2
164	признаков и	3	2
165	именно то	2	2
166	свою очередь	3	2
167	в свою	3	2
168	для него	9	2
169	что это	4	2
170	вслед за	3	2
171	том чтобы	2	2
172	в ней	8	2
173	на предмет	2	2
174	но вместе	4	2
175	в нем	9	2
176	к нему	3	2
177	от одной	2	2
178	мысли как	3	2
179	образов и	2	2
180	не имеет	6	2
181	а в	12	2
182	указывать на	2	2
183	не знает	3	2
184	к другой	3	2
185	в мысли	2	2
186	из этих	9	2
187	но как	2	2
188	в начале	3	2
189	самого себя	3	2
190	этих признаков	2	2
191	говоря о	4	2
192	том смысле	3	2
193	их в	2	2
194	когда мы	2	2
195	для ребенка	2	2
196	понятие о	2	2
197	языка мы	2	2
198	это в	2	2
199	у него	2	2
200	это слово	4	2
201	что слово	7	2
202	невозможно без	2	2
203	представить себе	3	2
204	оно имеет	3	2
205	на слово	2	2
206	показывает что	2	2
207	со словом	4	2
208	что при	3	2
209	указывает на	6	2
210	еще не	5	2
211	он говорит	2	2
212	том же	2	2
213	никак не	3	2
214	далеко не	4	2
215	в свое	2	2
216	даже в	2	2
217	находит в	2	2
218	не есть	17	2
219	что уже	2	2
220	мысли и	2	2
221	только на	3	2
222	и тогда	3	2
223	к мысли	3	2
224	в языке	7	2
225	связь между	2	2
226	входит в	2	2
227	тогда как	2	2
228	того как	4	2
229	а с	2	2
230	если не	4	2
231	слово и	3	2
232	по которому	5	2
233	представления и	3	2
234	в слове	32	2
235	в таком	3	2
236	тому как	5	2
237	подобно тому	2	2
238	в каком	5	2
239	может стать	2	2
240	на котором	2	2
241	и это	4	2
242	которое мы	2	2
243	из него	2	2
