N	2gram	Propp_Isto_4	Myshleni
1	то что	16	26
2	что он	10	25
3	в этом	7	25
4	потому что	6	21
5	таким образом	10	19
6	в том	3	18
7	не может	6	18
8	что в	14	16
9	и в	26	16
10	того что	2	16
11	так как	9	16
12	не только	15	16
13	так же	18	15
14	том что	3	15
15	сказать что	2	13
16	вопрос о	4	12
17	и не	9	12
18	и что	5	12
19	в области	2	12
20	отношение к	2	11
21	в его	5	11
22	но не	5	10
23	с помощью	2	10
24	было бы	2	10
25	как мы	5	10
26	а не	6	10
27	в силу	5	10
28	только в	3	10
29	может быть	14	9
30	о том	4	8
31	как это	3	8
32	если бы	2	8
33	как и	7	8
34	мы должны	5	8
35	он не	7	8
36	то же	8	8
37	же как	13	7
38	и есть	2	7
39	в нем	2	7
40	но он	4	7
41	так и	10	7
42	по себе	2	7
43	представляет собой	2	7
44	не в	5	6
45	в этой	2	6
46	но и	12	6
47	и на	2	6
48	как он	6	6
49	но в	5	6
50	у него	5	6
51	связанные с	3	6
52	этот вопрос	2	6
53	мы можем	6	6
54	в другом	5	6
55	на вопрос	3	5
56	должна быть	2	5
57	никогда не	2	5
58	в своем	2	5
59	показывает что	10	5
60	что они	6	5
61	как бы	3	5
62	но мы	3	5
63	хотя бы	2	5
64	сравнению с	3	5
65	он должен	3	5
66	по сравнению	3	5
67	как в	7	5
68	только что	3	5
69	того как	4	5
70	говорит что	2	5
71	тем что	5	5
72	ничего не	5	5
73	не могут	2	4
74	все эти	3	4
75	с другой	4	4
76	это не	5	4
77	с этой	2	4
78	так что	2	4
79	при этом	3	4
80	на этот	2	4
81	в целом	2	4
82	и их	2	4
83	в свете	3	4
84	не имеет	3	4
85	и по	5	4
86	что мы	3	4
87	же самое	2	4
88	мы видим	6	4
89	в качестве	7	4
90	еще не	6	4
91	не есть	2	4
92	вместе с	6	4
93	и то	6	4
94	могут быть	6	4
95	не менее	2	3
96	в частности	2	3
97	раньше чем	5	3
98	мы знаем	8	3
99	и как	5	3
100	но это	3	3
101	и тот	2	3
102	к нему	6	3
103	нас к	7	3
104	и тем	2	3
105	мы видели	6	3
106	его и	2	3
107	от того	2	3
108	а в	8	3
109	и с	5	3
110	по своей	2	3
111	в этих	7	3
112	к этой	3	3
113	между двумя	12	3
114	и более	3	3
115	с тем	2	3
116	содержится в	2	3
117	с этим	2	3
118	в одном	5	3
119	к этому	5	3
120	он может	2	3
121	таким же	6	3
122	этом случае	3	3
123	все же	9	3
124	по существу	3	3
125	это и	5	3
126	частный случай	4	3
127	различные предметы	2	3
128	что и	9	3
129	говорит о	2	3
130	сих пор	5	3
131	не на	3	3
132	на этом	2	3
133	из которых	5	3
134	и его	10	3
135	он в	4	3
136	связи с	3	3
137	что эта	3	3
138	до сих	5	3
139	и другие	3	2
140	что у	3	2
141	происходит в	2	2
142	но все	5	2
143	не говорит	2	2
144	это происходит	2	2
145	предположить что	6	2
146	не дает	2	2
147	на его	3	2
148	в своей	4	2
149	из них	2	2
150	представляют собой	4	2
151	что она	3	2
152	все это	2	2
153	другой стороны	4	2
154	те же	3	2
155	совершенно ясно	2	2
156	и даже	4	2
157	к ним	2	2
158	и здесь	5	2
159	в истории	2	2
160	но этот	2	2
161	их в	7	2
162	том как	2	2
163	в этот	4	2
164	о чем	3	2
165	к которым	5	2
166	представления о	3	2
167	вовсе не	4	2
168	его в	9	2
169	то это	5	2
170	видим что	2	2
171	же в	3	2
172	у нас	2	2
173	приводит нас	4	2
174	что я	2	2
175	во всем	3	2
176	все что	4	2
177	указывает на	4	2
178	это мы	2	2
179	они же	2	2
180	когда он	6	2
181	установить что	2	2
182	такое же	4	2
183	его на	4	2
184	он делает	2	2
