N	2gram	Medvedev_F_3	FransuaR
1	и в	27	40
2	и его	19	17
3	прежде всего	4	16
4	в романе	4	15
5	в этом	18	15
6	мы уже	3	13
7	не только	9	13
8	и не	30	13
9	в его	7	13
10	что в	8	12
11	вовсе не	28	12
12	как и	14	11
13	но и	10	11
14	таким образом	18	10
15	как мы	8	10
16	в них	3	9
17	и все	8	9
18	в сущности	2	9
19	может быть	25	9
20	в том	7	8
21	все эти	6	8
22	в эпоху	3	8
23	и с	3	8
24	той же	3	8
25	и на	3	8
26	но в	6	8
27	в своем	2	7
28	и др	2	7
29	то же	15	7
30	он и	3	7
31	в виду	3	7
32	мы еще	2	6
33	в этих	3	6
34	к этому	2	6
35	же время	7	6
36	в самом	11	6
37	во всех	3	6
38	в своей	6	6
39	в той	3	6
40	связи с	5	6
41	в то	7	6
42	до конца	4	6
43	в литературе	6	5
44	здесь и	6	5
45	связаны с	2	5
46	как раз	8	5
47	в нем	15	5
48	то что	8	5
49	в связи	4	5
50	те же	3	5
51	а не	17	5
52	и для	6	5
53	в основе	3	5
54	в своих	6	5
55	так сказать	5	5
56	и во	2	4
57	у нас	3	4
58	том что	4	4
59	смысле слова	2	4
60	было бы	6	4
61	ни для	2	4
62	в ней	5	4
63	в основном	2	4
64	из них	2	4
65	и потому	5	4
66	даже в	2	4
67	ни в	8	4
68	жизни и	4	4
69	все это	7	4
70	так в	2	4
71	жизнью и	2	4
72	роль в	4	4
73	только на	4	4
74	о том	4	4
75	в данном	6	4
76	того чтобы	5	4
77	и даже	2	4
78	в истории	5	4
79	так как	9	4
80	в области	2	4
81	в эту	2	4
82	поэтому и	2	3
83	с его	2	3
84	всех этих	2	3
85	если бы	12	3
86	и от	11	3
87	между жизнью	3	3
88	он был	4	3
89	в ее	4	3
90	мы видели	4	3
91	но это	2	3
92	в этой	2	3
93	для этого	2	3
94	одна из	2	3
95	еще не	6	3
96	весь этот	2	3
97	никак не	3	3
98	и следовательно	3	3
99	как бы	8	3
100	о нем	3	3
101	со всею	2	3
102	еще в	3	3
103	что и	2	3
104	вместе с	6	3
105	дело не	2	3
106	так и	21	3
107	как в	4	3
108	по отношению	3	3
109	не может	24	3
110	на самом	14	3
111	там где	7	3
112	самом деле	16	3
113	слово в	2	3
114	для того	4	3
115	между ними	15	3
116	и как	4	3
117	связь между	4	3
118	сказать что	3	3
119	между тем	7	3
120	тем что	5	3
121	при этом	8	3
122	же и	4	3
123	нуждается в	3	3
124	в отличие	2	3
125	они не	4	3
126	в себе	3	3
127	только в	8	3
128	на протяжении	2	3
129	но ведь	4	3
130	в конце	3	3
131	здесь не	2	3
132	их в	3	3
133	отличие от	2	3
134	не менее	7	2
135	эти элементы	2	2
136	уже в	4	2
137	поэтому в	2	2
138	хотя бы	6	2
139	с другой	6	2
140	это не	3	2
141	из этих	2	2
142	какой бы	2	2
143	в условиях	3	2
144	что он	6	2
145	или иной	2	2
146	можно сказать	3	2
147	говорят о	2	2
148	мы знаем	4	2
149	как его	9	2
150	все же	6	2
151	следовательно и	4	2
152	это и	2	2
153	в дальнейшем	5	2
154	на этом	2	2
155	но не	5	2
156	в последнем	2	2
157	мы увидим	2	2
158	конечно не	4	2
159	он считает	2	2
160	одним из	3	2
161	из этого	4	2
162	и понимания	6	2
163	и очень	2	2
164	в котором	2	2
165	слова и	4	2
166	отношению к	3	2
167	дело в	2	2
168	в целом	4	2
169	они и	3	2
170	вот как	2	2
171	в корне	4	2
172	данном случае	4	2
173	жизни с	2	2
174	в языке	2	2
175	произведений и	3	2
176	этом отношении	3	2
177	одной и	2	2
178	с помощью	8	2
179	лишь в	9	2
180	тем же	7	2
181	потому что	7	2
182	одной из	2	2
183	говорит он	5	2
184	материал и	2	2
185	точки зрения	16	2
186	и ее	6	2
187	романа в	3	2
188	этого слова	2	2
189	как он	2	2
190	и это	2	2
191	на тему	2	2
192	того же	3	2
193	мы не	4	2
194	как о	2	2
